transcript_id	gene_id	transcript_biotype	gene_name
ENSRNOT00000026699	ENSRNOG00000019675	protein_coding	Pycard
ENSRNOT00000027869	ENSRNOG00000020551	protein_coding	Bles03
ENSRNOT00000072915	ENSRNOG00000047756	protein_coding	Mef2a
ENSRNOT00000089723	ENSRNOG00000047756	protein_coding	Mef2a
ENSRNOT00000084946	ENSRNOG00000047756	protein_coding	Mef2a
ENSRNOT00000113672	ENSRNOG00000047756	protein_coding	Mef2a
ENSRNOT00000070864	ENSRNOG00000047756	protein_coding	Mef2a
ENSRNOT00000077340	ENSRNOG00000013374	protein_coding	Tcp10b
ENSRNOT00000109422	ENSRNOG00000013374	protein_coding	Tcp10b
ENSRNOT00000018015	ENSRNOG00000013374	protein_coding	Tcp10b
ENSRNOT00000027454	ENSRNOG00000020245	protein_coding	Syt8
ENSRNOT00000120052	ENSRNOG00000066875	protein_coding	Dcun1d3
ENSRNOT00000019167	ENSRNOG00000066875	protein_coding	Dcun1d3
ENSRNOT00000103205	ENSRNOG00000018962	protein_coding	Ctf1
ENSRNOT00000025646	ENSRNOG00000018962	protein_coding	Ctf1
ENSRNOT00000104467	ENSRNOG00000014486	protein_coding	Rfx3
ENSRNOT00000095133	ENSRNOG00000014486	protein_coding	Rfx3
ENSRNOT00000096629	ENSRNOG00000014486	protein_coding	Rfx3
ENSRNOT00000077544	ENSRNOG00000014486	protein_coding	Rfx3
ENSRNOT00000023762	ENSRNOG00000014486	protein_coding	Rfx3
ENSRNOT00000035743	ENSRNOG00000024793	protein_coding	Kctd21
ENSRNOT00000078768	ENSRNOG00000056223	protein_coding	Tfb1m
ENSRNOT00000016478	ENSRNOG00000012292	protein_coding	Alg8
ENSRNOT00000090402	ENSRNOG00000020433	protein_coding	Actn4
ENSRNOT00000027773	ENSRNOG00000020433	protein_coding	Actn4
ENSRNOT00000089305	ENSRNOG00000020433	protein_coding	Actn4
ENSRNOT00000072493	ENSRNOG00000046635	protein_coding	Cdca5
ENSRNOT00000113195	ENSRNOG00000046635	protein_coding	Cdca5
ENSRNOT00000027976	ENSRNOG00000020618	protein_coding	Rpl13a
ENSRNOT00000093559	ENSRNOG00000020618	protein_coding	Rpl13a
ENSRNOT00000093210	ENSRNOG00000020618	protein_coding	Rpl13a
ENSRNOT00000093498	ENSRNOG00000020618	protein_coding	Rpl13a
ENSRNOT00000093443	ENSRNOG00000020618	protein_coding	Rpl13a
ENSRNOT00000093729	ENSRNOG00000020618	protein_coding	Rpl13a
ENSRNOT00000082283	ENSRNOG00000020618	protein_coding	Rpl13a
ENSRNOT00000016939	ENSRNOG00000012698	protein_coding	Chsy1
ENSRNOT00000067093	ENSRNOG00000050741	protein_coding	Rbm4
ENSRNOT00000087573	ENSRNOG00000050741	protein_coding	Rbm4
ENSRNOT00000077479	ENSRNOG00000010775	protein_coding	Arrdc4
ENSRNOT00000027032	ENSRNOG00000019935	protein_coding	Armc5
ENSRNOT00000016509	ENSRNOG00000012383	protein_coding	Ndufc2
ENSRNOT00000113877	ENSRNOG00000012383	protein_coding	Ndufc2
ENSRNOT00000027498	ENSRNOG00000020301	protein_coding	Scgb1d4
ENSRNOT00000117687	ENSRNOG00000026296	protein_coding	Saxo2
ENSRNOT00000078144	ENSRNOG00000026296	protein_coding	Saxo2
ENSRNOT00000029244	ENSRNOG00000026296	protein_coding	Saxo2
ENSRNOT00000094717	ENSRNOG00000026296	protein_coding	Saxo2
ENSRNOT00000101524	ENSRNOG00000026296	protein_coding	Saxo2
ENSRNOT00000027033	ENSRNOG00000019960	protein_coding	Ino80e
ENSRNOT00000104647	ENSRNOG00000019960	protein_coding	Ino80e
ENSRNOT00000107197	ENSRNOG00000019960	protein_coding	Ino80e
ENSRNOT00000112413	ENSRNOG00000019960	protein_coding	Ino80e
ENSRNOT00000027972	ENSRNOG00000020614	protein_coding	Phlda2
ENSRNOT00000016540	ENSRNOG00000012404	protein_coding	Thrsp
ENSRNOT00000023591	ENSRNOG00000017487	protein_coding	Otoa
ENSRNOT00000117785	ENSRNOG00000046333	protein_coding	AABR07007032.1
ENSRNOT00000094056	ENSRNOG00000046333	protein_coding	AABR07007032.1
ENSRNOT00000106287	ENSRNOG00000046333	protein_coding	AABR07007032.1
ENSRNOT00000094452	ENSRNOG00000046333	protein_coding	AABR07007032.1
ENSRNOT00000109951	ENSRNOG00000046333	protein_coding	AABR07007032.1
ENSRNOT00000096928	ENSRNOG00000046333	protein_coding	AABR07007032.1
ENSRNOT00000108182	ENSRNOG00000046333	protein_coding	AABR07007032.1
ENSRNOT00000078416	ENSRNOG00000046333	protein_coding	AABR07007032.1
ENSRNOT00000018693	ENSRNOG00000046333	protein_coding	AABR07007032.1
ENSRNOT00000026321	ENSRNOG00000019461	protein_coding	Zbtb3
ENSRNOT00000113188	ENSRNOG00000019461	protein_coding	Zbtb3
ENSRNOT00000016654	ENSRNOG00000012494	protein_coding	Kctd14
ENSRNOT00000112605	ENSRNOG00000012494	protein_coding	Kctd14
ENSRNOT00000107467	ENSRNOG00000050624	protein_coding	Lysmd4
ENSRNOT00000075131	ENSRNOG00000050624	protein_coding	Lysmd4
ENSRNOT00000022633	ENSRNOG00000016751	protein_coding	Slc25a28
ENSRNOT00000028575	ENSRNOG00000021050	protein_coding	Or10v1
ENSRNOT00000119736	ENSRNOG00000021050	protein_coding	Or10v1
ENSRNOT00000078279	ENSRNOG00000019077	protein_coding	Lipa
ENSRNOT00000025845	ENSRNOG00000019077	protein_coding	Lipa
ENSRNOT00000028545	ENSRNOG00000021029	protein_coding	Hamp
ENSRNOT00000037026	ENSRNOG00000027505	protein_coding	Abca15
ENSRNOT00000041840	ENSRNOG00000030907	protein_coding	Ctf2
ENSRNOT00000093339	ENSRNOG00000014862	protein_coding	Gabrg3
ENSRNOT00000019971	ENSRNOG00000014862	protein_coding	Gabrg3
ENSRNOT00000112854	ENSRNOG00000014862	protein_coding	Gabrg3
ENSRNOT00000107318	ENSRNOG00000013017	protein_coding	Arnt2
ENSRNOT00000017636	ENSRNOG00000013017	protein_coding	Arnt2
ENSRNOT00000054757	ENSRNOG00000036604	protein_coding	Ifit2
ENSRNOT00000026093	ENSRNOG00000019190	protein_coding	Ankrd22
ENSRNOT00000116275	ENSRNOG00000019190	protein_coding	Ankrd22
ENSRNOT00000026313	ENSRNOG00000019439	protein_coding	Polr2g
ENSRNOT00000096042	ENSRNOG00000019439	protein_coding	Polr2g
ENSRNOT00000114176	ENSRNOG00000019358	protein_coding	Esr1
ENSRNOT00000078494	ENSRNOG00000019358	protein_coding	Esr1
ENSRNOT00000088168	ENSRNOG00000019358	protein_coding	Esr1
ENSRNOT00000026350	ENSRNOG00000019358	protein_coding	Esr1
ENSRNOT00000111868	ENSRNOG00000019358	protein_coding	Esr1
ENSRNOT00000117998	ENSRNOG00000019358	protein_coding	Esr1
ENSRNOT00000081017	ENSRNOG00000019358	protein_coding	Esr1
ENSRNOT00000112253	ENSRNOG00000019358	protein_coding	Esr1
ENSRNOT00000098680	ENSRNOG00000019358	protein_coding	Esr1
ENSRNOT00000082133	ENSRNOG00000019358	protein_coding	Esr1
ENSRNOT00000094325	ENSRNOG00000017195	protein_coding	Ctr9
ENSRNOT00000023741	ENSRNOG00000017195	protein_coding	Ctr9
ENSRNOT00000118872	ENSRNOG00000017195	protein_coding	Ctr9
ENSRNOT00000022528	ENSRNOG00000016603	protein_coding	Rtn2
ENSRNOT00000101499	ENSRNOG00000016603	protein_coding	Rtn2
ENSRNOT00000115756	ENSRNOG00000016603	protein_coding	Rtn2
ENSRNOT00000117587	ENSRNOG00000065273	protein_coding	LOC103691165
ENSRNOT00000107861	ENSRNOG00000065273	protein_coding	LOC103691165
ENSRNOT00000116764	ENSRNOG00000065273	protein_coding	LOC103691165
ENSRNOT00000111858	ENSRNOG00000065273	protein_coding	LOC103691165
ENSRNOT00000098703	ENSRNOG00000067633	protein_coding	Or10w3
ENSRNOT00000047374	ENSRNOG00000067633	protein_coding	Or10w3
ENSRNOT00000104785	ENSRNOG00000018987	protein_coding	Crebzf
ENSRNOT00000025653	ENSRNOG00000018987	protein_coding	Crebzf
ENSRNOT00000093923	ENSRNOG00000068256	protein_coding	Or10q1
ENSRNOT00000093520	ENSRNOG00000062262	protein_coding	Krtdap
ENSRNOT00000029027	ENSRNOG00000027374	protein_coding	Cfap46
ENSRNOT00000074298	ENSRNOG00000027374	protein_coding	Cfap46
ENSRNOT00000054886	ENSRNOG00000027374	protein_coding	Cfap46
ENSRNOT00000074115	ENSRNOG00000049161	protein_coding	Lipj
ENSRNOT00000038333	ENSRNOG00000022748	protein_coding	Tmem126a
ENSRNOT00000099863	ENSRNOG00000022748	protein_coding	Tmem126a
ENSRNOT00000110421	ENSRNOG00000016689	protein_coding	Fanci
ENSRNOT00000050759	ENSRNOG00000016689	protein_coding	Fanci
ENSRNOT00000099249	ENSRNOG00000018929	protein_coding	Kif20b
ENSRNOT00000085880	ENSRNOG00000018929	protein_coding	Kif20b
ENSRNOT00000054753	ENSRNOG00000018929	protein_coding	Kif20b
ENSRNOT00000108838	ENSRNOG00000020623	protein_coding	Aldh16a1
ENSRNOT00000109143	ENSRNOG00000020623	protein_coding	Aldh16a1
ENSRNOT00000107469	ENSRNOG00000020623	protein_coding	Aldh16a1
ENSRNOT00000027992	ENSRNOG00000020623	protein_coding	Aldh16a1
ENSRNOT00000093319	ENSRNOG00000020623	protein_coding	Aldh16a1
ENSRNOT00000025196	ENSRNOG00000018487	protein_coding	Slc3a2
ENSRNOT00000098304	ENSRNOG00000019701	protein_coding	C1h11orf98
ENSRNOT00000039991	ENSRNOG00000019701	protein_coding	C1h11orf98
ENSRNOT00000030656	ENSRNOG00000022386	protein_coding	Opalin
ENSRNOT00000102115	ENSRNOG00000033733	protein_coding	Ccdc81
ENSRNOT00000055488	ENSRNOG00000033733	protein_coding	Ccdc81
ENSRNOT00000036115	ENSRNOG00000026005	protein_coding	Ints5
ENSRNOT00000079679	ENSRNOG00000060269	protein_coding	Vwce
ENSRNOT00000044567	ENSRNOG00000032293	protein_coding	Polg
ENSRNOT00000097083	ENSRNOG00000020354	protein_coding	Mrpl23
ENSRNOT00000027585	ENSRNOG00000020354	protein_coding	Mrpl23
ENSRNOT00000104233	ENSRNOG00000020354	protein_coding	Mrpl23
ENSRNOT00000104221	ENSRNOG00000024530	protein_coding	Lyrm1
ENSRNOT00000033673	ENSRNOG00000024530	protein_coding	Lyrm1
ENSRNOT00000028007	ENSRNOG00000020637	protein_coding	Hmx3
ENSRNOT00000020229	ENSRNOG00000015003	protein_coding	Pex11a
ENSRNOT00000087142	ENSRNOG00000018725	protein_coding	Phkg2
ENSRNOT00000067138	ENSRNOG00000030981	protein_coding	Scnn1b
ENSRNOT00000089488	ENSRNOG00000055401	protein_coding	Kcnc1
ENSRNOT00000085921	ENSRNOG00000054955	protein_coding	Adgra1
ENSRNOT00000046943	ENSRNOG00000017118	protein_coding	P4ha3
ENSRNOT00000096221	ENSRNOG00000017118	protein_coding	P4ha3
ENSRNOT00000047771	ENSRNOG00000033507	protein_coding	Vom2r-ps67
ENSRNOT00000048404	ENSRNOG00000033507	protein_coding	Vom2r-ps67
ENSRNOT00000103586	ENSRNOG00000070964	protein_coding	Cc2d2b
ENSRNOT00000048677	ENSRNOG00000033744	protein_coding	Rasgrp4
ENSRNOT00000104105	ENSRNOG00000033744	protein_coding	Rasgrp4
ENSRNOT00000096765	ENSRNOG00000033744	protein_coding	Rasgrp4
ENSRNOT00000097201	ENSRNOG00000033744	protein_coding	Rasgrp4
ENSRNOT00000102221	ENSRNOG00000033744	protein_coding	Rasgrp4
ENSRNOT00000031258	ENSRNOG00000022900	protein_coding	C1h10orf120
ENSRNOT00000020004	ENSRNOG00000014783	protein_coding	Pgghg
ENSRNOT00000119250	ENSRNOG00000020634	protein_coding	Pih1d1
ENSRNOT00000028022	ENSRNOG00000020634	protein_coding	Pih1d1
ENSRNOT00000050984	ENSRNOG00000011637	protein_coding	AABR07006691.1
ENSRNOT00000109805	ENSRNOG00000050426	protein_coding	Dnah3
ENSRNOT00000073205	ENSRNOG00000050426	protein_coding	Dnah3
ENSRNOT00000035650	ENSRNOG00000019724	protein_coding	Ganab
ENSRNOT00000105221	ENSRNOG00000019724	protein_coding	Ganab
ENSRNOT00000111496	ENSRNOG00000019724	protein_coding	Ganab
ENSRNOT00000022342	ENSRNOG00000016496	protein_coding	Ctsc
ENSRNOT00000097085	ENSRNOG00000016496	protein_coding	Ctsc
ENSRNOT00000108529	ENSRNOG00000016496	protein_coding	Ctsc
ENSRNOT00000117253	ENSRNOG00000048733	protein_coding	Nup62
ENSRNOT00000074847	ENSRNOG00000048733	protein_coding	Nup62
ENSRNOT00000031025	ENSRNOG00000022839	protein_coding	Ifit3
ENSRNOT00000020023	ENSRNOG00000014923	protein_coding	Ifitm5
ENSRNOT00000039748	ENSRNOG00000025142	protein_coding	Mex3b
ENSRNOT00000027320	ENSRNOG00000020148	protein_coding	Il4i1
ENSRNOT00000056364	ENSRNOG00000020148	protein_coding	Il4i1
ENSRNOT00000120003	ENSRNOG00000067262	protein_coding	Aldh18a1
ENSRNOT00000107579	ENSRNOG00000063548	protein_coding	Or9i2
ENSRNOT00000106679	ENSRNOG00000063548	protein_coding	Or9i2
ENSRNOT00000095046	ENSRNOG00000063548	protein_coding	Or9i2
ENSRNOT00000015320	ENSRNOG00000025052	protein_coding	Stard5
ENSRNOT00000024057	ENSRNOG00000017842	protein_coding	Scnn1g
ENSRNOT00000044831	ENSRNOG00000033901	protein_coding	Ttll2
ENSRNOT00000025629	ENSRNOG00000018815	protein_coding	Plk1
ENSRNOT00000028137	ENSRNOG00000020726	protein_coding	Sipa1
ENSRNOT00000098454	ENSRNOG00000053015	protein_coding	Cfap119
ENSRNOT00000078779	ENSRNOG00000053015	protein_coding	Cfap119
ENSRNOT00000108029	ENSRNOG00000068678	protein_coding	Or14c43
ENSRNOT00000028064	ENSRNOG00000020650	protein_coding	Slc17a7
ENSRNOT00000064184	ENSRNOG00000020650	protein_coding	Slc17a7
ENSRNOT00000073581	ENSRNOG00000047027	protein_coding	Unc93a
ENSRNOT00000026146	ENSRNOG00000019245	protein_coding	Sgf29
ENSRNOT00000084824	ENSRNOG00000019245	protein_coding	Sgf29
ENSRNOT00000101175	ENSRNOG00000011680	protein_coding	Il16
ENSRNOT00000016289	ENSRNOG00000011680	protein_coding	Il16
ENSRNOT00000101850	ENSRNOG00000011680	protein_coding	Il16
ENSRNOT00000094113	ENSRNOG00000036603	protein_coding	Ifit1bl
ENSRNOT00000076802	ENSRNOG00000036603	protein_coding	Ifit1bl
ENSRNOT00000095556	ENSRNOG00000036603	protein_coding	Ifit1bl
ENSRNOT00000098477	ENSRNOG00000036603	protein_coding	Ifit1bl
ENSRNOT00000027260	ENSRNOG00000020060	protein_coding	Atf5
ENSRNOT00000027704	ENSRNOG00000020430	protein_coding	Wdr11
ENSRNOT00000094009	ENSRNOG00000020430	protein_coding	Wdr11
ENSRNOT00000087792	ENSRNOG00000019687	protein_coding	Art2b
ENSRNOT00000026644	ENSRNOG00000019687	protein_coding	Art2b
ENSRNOT00000112107	ENSRNOG00000017619	protein_coding	Aldh1a1
ENSRNOT00000024000	ENSRNOG00000017619	protein_coding	Aldh1a1
ENSRNOT00000099396	ENSRNOG00000018163	protein_coding	Ipcef1
ENSRNOT00000024460	ENSRNOG00000018163	protein_coding	Ipcef1
ENSRNOT00000024074	ENSRNOG00000017850	protein_coding	Dctpp1
ENSRNOT00000073918	ENSRNOG00000047401	protein_coding	Gfy
ENSRNOT00000114692	ENSRNOG00000064037	protein_coding	Hpse2
ENSRNOT00000098280	ENSRNOG00000064037	protein_coding	Hpse2
ENSRNOT00000106483	ENSRNOG00000064037	protein_coding	Hpse2
ENSRNOT00000020265	ENSRNOG00000015078	protein_coding	Ifitm3
ENSRNOT00000027837	ENSRNOG00000020505	protein_coding	Map4k1
ENSRNOT00000097102	ENSRNOG00000020505	protein_coding	Map4k1
ENSRNOT00000116958	ENSRNOG00000020505	protein_coding	Map4k1
ENSRNOT00000020216	ENSRNOG00000014936	protein_coding	Ifitm2
ENSRNOT00000082931	ENSRNOG00000018052	protein_coding	Cnksr3
ENSRNOT00000025770	ENSRNOG00000019050	protein_coding	Ifit1
ENSRNOT00000026186	ENSRNOG00000019342	protein_coding	Sult1a1
ENSRNOT00000024253	ENSRNOG00000022321	protein_coding	Hapln3
ENSRNOT00000032174	ENSRNOG00000022321	protein_coding	Hapln3
ENSRNOT00000102187	ENSRNOG00000020191	protein_coding	Tbc1d17
ENSRNOT00000027436	ENSRNOG00000020191	protein_coding	Tbc1d17
ENSRNOT00000025699	ENSRNOG00000018974	protein_coding	Ern2
ENSRNOT00000054875	ENSRNOG00000036645	protein_coding	Ifitm6
ENSRNOT00000024290	ENSRNOG00000018042	protein_coding	Mrpl48
ENSRNOT00000097667	ENSRNOG00000018042	protein_coding	Mrpl48
ENSRNOT00000104422	ENSRNOG00000018042	protein_coding	Mrpl48
ENSRNOT00000110624	ENSRNOG00000018042	protein_coding	Mrpl48
ENSRNOT00000075019	ENSRNOG00000059551	protein_coding	RGD1560718
ENSRNOT00000114678	ENSRNOG00000020903	protein_coding	Lto1
ENSRNOT00000096387	ENSRNOG00000020903	protein_coding	Lto1
ENSRNOT00000028374	ENSRNOG00000020903	protein_coding	Lto1
ENSRNOT00000104877	ENSRNOG00000020903	protein_coding	Lto1
ENSRNOT00000112181	ENSRNOG00000018840	protein_coding	Rnf40
ENSRNOT00000025499	ENSRNOG00000018840	protein_coding	Rnf40
ENSRNOT00000098677	ENSRNOG00000018840	protein_coding	Rnf40
ENSRNOT00000097364	ENSRNOG00000018840	protein_coding	Rnf40
ENSRNOT00000058849	ENSRNOG00000004144	protein_coding	AABR07001435.1
ENSRNOT00000099141	ENSRNOG00000018391	protein_coding	Cdk2ap2
ENSRNOT00000025018	ENSRNOG00000018391	protein_coding	Cdk2ap2
ENSRNOT00000114815	ENSRNOG00000020289	protein_coding	Akt1s1
ENSRNOT00000027478	ENSRNOG00000020289	protein_coding	Akt1s1
ENSRNOT00000023648	ENSRNOG00000017227	protein_coding	Ppme1
ENSRNOT00000106909	ENSRNOG00000020851	protein_coding	Aplp1
ENSRNOT00000028297	ENSRNOG00000020851	protein_coding	Aplp1
ENSRNOT00000083555	ENSRNOG00000011068	protein_coding	Papss2
ENSRNOT00000014979	ENSRNOG00000011068	protein_coding	Papss2
ENSRNOT00000096941	ENSRNOG00000043141	protein_coding	Ap3s2
ENSRNOT00000068084	ENSRNOG00000043141	protein_coding	Ap3s2
ENSRNOT00000082591	ENSRNOG00000043141	protein_coding	Ap3s2
ENSRNOT00000119644	ENSRNOG00000015088	protein_coding	Prune2
ENSRNOT00000111322	ENSRNOG00000015088	protein_coding	Prune2
ENSRNOT00000116067	ENSRNOG00000015088	protein_coding	Prune2
ENSRNOT00000116312	ENSRNOG00000015088	protein_coding	Prune2
ENSRNOT00000119378	ENSRNOG00000015088	protein_coding	Prune2
ENSRNOT00000054794	ENSRNOG00000015088	protein_coding	Prune2
ENSRNOT00000099100	ENSRNOG00000015088	protein_coding	Prune2
ENSRNOT00000071574	ENSRNOG00000064647	protein_coding	Echs1
ENSRNOT00000025446	ENSRNOG00000064647	protein_coding	Echs1
ENSRNOT00000066798	ENSRNOG00000017114	protein_coding	Synj2
ENSRNOT00000068476	ENSRNOG00000017114	protein_coding	Synj2
ENSRNOT00000067661	ENSRNOG00000017114	protein_coding	Synj2
ENSRNOT00000080534	ENSRNOG00000060008	protein_coding	Cog7
ENSRNOT00000077869	ENSRNOG00000060008	protein_coding	Cog7
ENSRNOT00000106849	ENSRNOG00000018176	protein_coding	Rab6a
ENSRNOT00000025104	ENSRNOG00000018176	protein_coding	Rab6a
ENSRNOT00000095981	ENSRNOG00000018176	protein_coding	Rab6a
ENSRNOT00000029607	ENSRNOG00000021724	protein_coding	Ptprcap
ENSRNOT00000028011	ENSRNOG00000020638	protein_coding	Hmx2
ENSRNOT00000099807	ENSRNOG00000060693	protein_coding	Catsperg
ENSRNOT00000087411	ENSRNOG00000060693	protein_coding	Catsperg
ENSRNOT00000072441	ENSRNOG00000060693	protein_coding	Catsperg
ENSRNOT00000119667	ENSRNOG00000051256	protein_coding	R3hcc1l
ENSRNOT00000076659	ENSRNOG00000051256	protein_coding	R3hcc1l
ENSRNOT00000081765	ENSRNOG00000051256	protein_coding	R3hcc1l
ENSRNOT00000110075	ENSRNOG00000051256	protein_coding	R3hcc1l
ENSRNOT00000114604	ENSRNOG00000051256	protein_coding	R3hcc1l
ENSRNOT00000035774	ENSRNOG00000027228	protein_coding	Mogat2
ENSRNOT00000039964	ENSRNOG00000029061	protein_coding	Hirip3
ENSRNOT00000067889	ENSRNOG00000017510	protein_coding	Mfge8
ENSRNOT00000079100	ENSRNOG00000017510	protein_coding	Mfge8
ENSRNOT00000064501	ENSRNOG00000018838	protein_coding	Paox
ENSRNOT00000098933	ENSRNOG00000018838	protein_coding	Paox
ENSRNOT00000109114	ENSRNOG00000018838	protein_coding	Paox
ENSRNOT00000118942	ENSRNOG00000017222	protein_coding	Abraxas2
ENSRNOT00000023214	ENSRNOG00000017222	protein_coding	Abraxas2
ENSRNOT00000108193	ENSRNOG00000020918	protein_coding	Ccnd1
ENSRNOT00000028411	ENSRNOG00000020918	protein_coding	Ccnd1
ENSRNOT00000088588	ENSRNOG00000020918	protein_coding	Ccnd1
ENSRNOT00000095436	ENSRNOG00000017889	protein_coding	Serac1
ENSRNOT00000098107	ENSRNOG00000017889	protein_coding	Serac1
ENSRNOT00000060527	ENSRNOG00000017889	protein_coding	Serac1
ENSRNOT00000103408	ENSRNOG00000070275	protein_coding	Or6aa1
ENSRNOT00000114552	ENSRNOG00000070275	protein_coding	Or6aa1
ENSRNOT00000106520	ENSRNOG00000014589	protein_coding	Arpin
ENSRNOT00000019568	ENSRNOG00000014589	protein_coding	Arpin
ENSRNOT00000115462	ENSRNOG00000017608	protein_coding	C2cd3
ENSRNOT00000023802	ENSRNOG00000017608	protein_coding	C2cd3
ENSRNOT00000028306	ENSRNOG00000020864	protein_coding	Kirrel2
ENSRNOT00000100714	ENSRNOG00000020864	protein_coding	Kirrel2
ENSRNOT00000024137	ENSRNOG00000017927	protein_coding	Drd4
ENSRNOT00000031891	ENSRNOG00000023360	protein_coding	Fus
ENSRNOT00000098752	ENSRNOG00000023360	protein_coding	Fus
ENSRNOT00000114659	ENSRNOG00000019873	protein_coding	B3gat3
ENSRNOT00000026875	ENSRNOG00000019873	protein_coding	B3gat3
ENSRNOT00000026938	ENSRNOG00000019873	protein_coding	B3gat3
ENSRNOT00000100435	ENSRNOG00000030888	protein_coding	Rela
ENSRNOT00000045233	ENSRNOG00000030888	protein_coding	Rela
ENSRNOT00000098164	ENSRNOG00000030888	protein_coding	Rela
ENSRNOT00000099757	ENSRNOG00000030888	protein_coding	Rela
ENSRNOT00000096964	ENSRNOG00000030888	protein_coding	Rela
ENSRNOT00000016032	ENSRNOG00000011683	protein_coding	Fes
ENSRNOT00000114248	ENSRNOG00000011683	protein_coding	Fes
ENSRNOT00000025309	ENSRNOG00000018599	protein_coding	Gga2
ENSRNOT00000110755	ENSRNOG00000018599	protein_coding	Gga2
ENSRNOT00000106099	ENSRNOG00000018599	protein_coding	Gga2
ENSRNOT00000090502	ENSRNOG00000018599	protein_coding	Gga2
ENSRNOT00000029580	ENSRNOG00000021689	protein_coding	Rps6kb2
ENSRNOT00000102491	ENSRNOG00000021689	protein_coding	Rps6kb2
ENSRNOT00000083204	ENSRNOG00000021689	protein_coding	Rps6kb2
ENSRNOT00000056964	ENSRNOG00000024036	protein_coding	Fam98c
ENSRNOT00000110009	ENSRNOG00000024036	protein_coding	Fam98c
ENSRNOT00000104464	ENSRNOG00000024036	protein_coding	Fam98c
ENSRNOT00000021144	ENSRNOG00000015727	protein_coding	Loxl4
ENSRNOT00000049665	ENSRNOG00000069824	protein_coding	Or5b12
ENSRNOT00000032363	ENSRNOG00000024625	protein_coding	Proser3
ENSRNOT00000102738	ENSRNOG00000011352	protein_coding	Furin
ENSRNOT00000116325	ENSRNOG00000011352	protein_coding	Furin
ENSRNOT00000015521	ENSRNOG00000011352	protein_coding	Furin
ENSRNOT00000024065	ENSRNOG00000017725	protein_coding	Pnlip
ENSRNOT00000103590	ENSRNOG00000017725	protein_coding	Pnlip
ENSRNOT00000103945	ENSRNOG00000020484	protein_coding	Trpm5
ENSRNOT00000040850	ENSRNOG00000020484	protein_coding	Trpm5
ENSRNOT00000064136	ENSRNOG00000020742	protein_coding	Pcnx3
ENSRNOT00000097729	ENSRNOG00000020742	protein_coding	Pcnx3
ENSRNOT00000108514	ENSRNOG00000018877	protein_coding	Zfp689
ENSRNOT00000095011	ENSRNOG00000018877	protein_coding	Zfp689
ENSRNOT00000094243	ENSRNOG00000018877	protein_coding	Zfp689
ENSRNOT00000109342	ENSRNOG00000018877	protein_coding	Zfp689
ENSRNOT00000044511	ENSRNOG00000018877	protein_coding	Zfp689
ENSRNOT00000100627	ENSRNOG00000020922	protein_coding	Hspb6
ENSRNOT00000028401	ENSRNOG00000020922	protein_coding	Hspb6
ENSRNOT00000119637	ENSRNOG00000069778	protein_coding	Or13a23
ENSRNOT00000096406	ENSRNOG00000069778	protein_coding	Or13a23
ENSRNOT00000112019	ENSRNOG00000069778	protein_coding	Or13a23
ENSRNOT00000116867	ENSRNOG00000069778	protein_coding	Or13a23
ENSRNOT00000105935	ENSRNOG00000069778	protein_coding	Or13a23
ENSRNOT00000015065	ENSRNOG00000011213	protein_coding	Blm
ENSRNOT00000028413	ENSRNOG00000020929	protein_coding	Lin37
ENSRNOT00000110941	ENSRNOG00000018627	protein_coding	Plekhb1
ENSRNOT00000120073	ENSRNOG00000018627	protein_coding	Plekhb1
ENSRNOT00000082697	ENSRNOG00000018627	protein_coding	Plekhb1
ENSRNOT00000110726	ENSRNOG00000018627	protein_coding	Plekhb1
ENSRNOT00000025245	ENSRNOG00000018627	protein_coding	Plekhb1
ENSRNOT00000050716	ENSRNOG00000030180	protein_coding	Lrrc10b
ENSRNOT00000026897	ENSRNOG00000019858	protein_coding	Rom1
ENSRNOT00000026909	ENSRNOG00000019813	protein_coding	Ppp4c
ENSRNOT00000027141	ENSRNOG00000019913	protein_coding	Mta2
ENSRNOT00000088473	ENSRNOG00000067655	protein_coding	LOC103691235
