A	Coef.KO - WT	Coef.WT - KO	t.KO - WT	t.WT - KO	p.value.KO - WT	p.value.WT - KO	p.value.adj.KO - WT	p.value.adj.WT - KO	F	F.p.value
RPS3A	1.9276019	-1.36630092	1.36630092	-1.2868656	1.2868656	0.253034008	0.253034008	0.92623449899	0.92623449899	1.6560232	0.253034008
RPS4X	2.905368	0.27518651	-0.27518651	0.3982173	-0.3982173	0.706470399	0.706470399	1	1	0.158577	0.706470399
RPS5	0.9676711	0.35933417	-0.35933417	0.3051496	-0.3051496	0.7722210343	0.7722210343	1	1	0.0931163	0.7722210343
RPS6	-0.3756415	-0.5743866	0.5743866	-0.3043221	0.3043221	0.7728164562	0.7728164562	1	1	0.0926119	0.7728164562
RPS7	1.0641409	-1.35605717	1.35605717	-0.7956037	0.7956037	0.4613995958	0.4613995958	0.94606195357	0.94606195357	0.6329853	0.4613995958
RPS8	1.5810366	2.0557613	-2.0557613	1.164692	-1.164692	0.2953235515	0.2953235515	0.92623449899	0.92623449899	1.3565075	0.2953235515
RPS9	1.4568315	0.42983554	-0.42983554	0.4669477	-0.4669477	0.6596588495	0.6596588495	0.98172036546	0.98172036546	0.2180401	0.6596588495
RPSA	1.928434	1.59991391	-1.59991391	2.1236836	-2.1236836	0.0855774968	0.0855774968	0.92623449899	0.92623449899	4.5100319	0.0855774968
RSL1D1	-2.7936073	-1.05664167	1.05664167	-1.0706184	1.0706184	0.3320060324	0.3320060324	0.92623449899	0.92623449899	1.1462239	0.3320060324
RTN1	1.3929971	-1.79296564	1.79296564	-0.9912821	0.9912821	0.3658803949	0.3658803949	0.93187776157	0.93187776157	0.9826401	0.3658803949
RTN3	1.1859591	0.96189597	-0.96189597	1.7843951	-1.7843951	0.1328213582	0.1328213582	0.92623449899	0.92623449899	3.1840657	0.1328213582
RTN4	2.233898	0.74352638	-0.74352638	0.9146891	-0.9146891	0.4012179164	0.4012179164	0.93723015951	0.93723015951	0.8366561	0.4012179164
RUFY3	-0.0728167	0.88632103	-0.88632103	0.6617836	-0.6617836	0.5366163201	0.5366163201	0.96685142635	0.96685142635	0.4379575	0.5366163201
RUVBL1	-1.1350598	-0.71250117	0.71250117	-0.483722	0.483722	0.6484841128	0.6484841128	0.97942924783	0.97942924783	0.233987	0.6484841128
RUVBL2	-1.6677927	1.1949875	-1.1949875	0.8511065	-0.8511065	0.4325534824	0.4325534824	0.93812055503	0.93812055503	0.7243823	0.4325534824
S100A7	2.7574261	-0.68919806	0.68919806	-1.2003255	1.2003255	0.2823815123	0.2823815123	0.92623449899	0.92623449899	1.4407813	0.2823815123
S100A8	3.0840964	-0.32240575	0.32240575	-0.5072789	0.5072789	0.6329655636	0.6329655636	0.97942924783	0.97942924783	0.2573319	0.6329655636
S100A9	3.3446307	-0.1044053	0.1044053	-0.2106585	0.2106585	0.8412494605	0.8412494605	1	1	0.044377	0.8412494605
SARM1	-2.7936073	-1.05664167	1.05664167	-1.0706184	1.0706184	0.3320060324	0.3320060324	0.92623449899	0.92623449899	1.1462239	0.3320060324
SBSN	2.8478255	-0.15977283	0.15977283	-0.2105844	0.2105844	0.8413042747	0.8413042747	1	1	0.0443458	0.8413042747
SCAMP3	0.9513874	-2.07046721	2.07046721	-1.3951795	1.3951795	0.2202360529	0.2202360529	0.92623449899	0.92623449899	1.9465258	0.2202360529
SCARB2	-2.0856193	2.4726175	-2.4726175	2.1125611	-2.1125611	0.0868093241	0.0868093241	0.92623449899	0.92623449899	4.4629146	0.0868093241
SCCPDH	-0.164808	0.3180046	-0.3180046	0.1570047	-0.1570047	0.8812213499	0.8812213499	1	1	0.0246505	0.8812213499
SEC22B	-1.2768789	1.25814677	-1.25814677	0.7055996	-0.7055996	0.511117242	0.511117242	0.95646068349	0.95646068349	0.4978708	0.511117242
SEC23B	-1.1615659	1.48877267	-1.48877267	1.1188422	-1.1188422	0.3127392483	0.3127392483	0.92623449899	0.92623449899	1.2518078	0.3127392483
SEPTIN2	-2.504113	1.6356302	-1.6356302	1.8047376	-1.8047376	0.1293478549	0.1293478549	0.92623449899	0.92623449899	3.2570777	0.1293478549
SEPTIN6	-1.4913104	0	0	0	0	1	1	1	1	0	1
SEPTIN7	-0.5728167	2.05160604	-2.05160604	2.0302796	-2.0302796	0.0965199018	0.0965199018	0.92623449899	0.92623449899	4.1220354	0.0965199018
SEPTIN9	-1.6677927	0.91829583	-0.91829583	0.6359506	-0.6359506	0.5520387563	0.5520387563	0.97405083038	0.97405083038	0.4044332	0.5520387563
SERBP1	-0.953559	-1.60311176	1.60311176	-1.1292425	1.1292425	0.3087124349	0.3087124349	0.92623449899	0.92623449899	1.2751885	0.3087124349
SERPINB12	-0.22625	-0.04847681	0.04847681	-0.0217655	0.0217655	0.9834545809	0.9834545809	1	1	0.0004737	0.9834545809
SERPINB3	0.9636117	-1.83380727	1.83380727	-1.1357214	1.1357214	0.3062266827	0.3062266827	0.92623449899	0.92623449899	1.289863	0.3062266827
SERPINH1	-1.2419647	2.28835681	-2.28835681	1.3614983	-1.3614983	0.2299860555	0.2299860555	0.92623449899	0.92623449899	1.8536775	0.2299860555
SET	-1.730137	-3.18358226	3.18358226	-2.2067648	2.2067648	0.0769394071	0.0769394071	0.92623449899	0.92623449899	4.8698109	0.0769394071
SF1	-3.0577677	0.52832083	-0.52832083	0.9302101	-0.9302101	0.3938451858	0.3938451858	0.93187776157	0.93187776157	0.8652908	0.3938451858
SF3B1	-1.9319531	-2.77995	2.77995	-4.4269551	4.4269551	0.0064126026	0.0064126026	0.37299971593	0.37299971593	19.5979315	0.0064126026
SF3B2	-1.3214589	-1.16898666	1.16898666	-0.6644954	0.6644954	0.5350139891	0.5350139891	0.96685142635	0.96685142635	0.4415541	0.5350139891
SF3B3	-1.8091255	0.2456552	-0.2456552	0.1278835	-0.1278835	0.9030933274	0.9030933274	1	1	0.0163542	0.9030933274
SFPQ	-0.917376	0.08412905	-0.08412905	0.0353094	-0.0353094	0.9731630813	0.9731630813	1	1	0.0012468	0.9731630813
SLC12A2	-2.2837916	-0.52832083	0.52832083	-0.3841985	0.3841985	0.7162099602	0.7162099602	1	1	0.1476085	0.7162099602
SLC12A9	-2.6139402	-1.41597584	1.41597584	-1.0972529	1.0972529	0.3212430579	0.3212430579	0.92623449899	0.92623449899	1.2039639	0.3212430579
SLC16A1	-2.504113	-0.57898853	0.57898853	-0.5124545	0.5124545	0.6295839654	0.6295839654	0.97942924783	0.97942924783	0.2626096	0.6295839654
SLC1A4	-0.2801377	0.1949875	-0.1949875	0.1001438	-0.1001438	0.9240184571	0.9240184571	1	1	0.0100288	0.9240184571
SLC1A5	1.6642724	0.73219354	-0.73219354	1.2229471	-1.2229471	0.2744288476	0.2744288476	0.92623449899	0.92623449899	1.4955996	0.2744288476
SLC25A13	-0.9683931	1.04583451	-1.04583451	0.6547654	-0.6547654	0.5407779541	0.5407779541	0.97001375239	0.97001375239	0.4287177	0.5407779541
SLC25A6	2.6690906	-0.05973427	0.05973427	-0.154216	0.154216	0.8833110872	0.8833110872	1	1	0.0237826	0.8833110872
SLC39A14	-0.7512993	1.69464083	-1.69464083	0.7825142	-0.7825142	0.4684049771	0.4684049771	0.95148881675	0.95148881675	0.6123285	0.4684049771
SLC3A2	5.0438838	-0.1589379	0.1589379	-0.4162835	0.4162835	0.6940117179	0.6940117179	0.98856654381	0.98856654381	0.1732919	0.6940117179
SLC44A1	0.6899555	0.03939113	-0.03939113	0.0202519	-0.0202519	0.9846049987	0.9846049987	1	1	0.0004101	0.9846049987
SLC44A2	3.4655542	0.14657069	-0.14657069	0.2281892	-0.2281892	0.8282981644	0.8282981644	1	1	0.0520703	0.8282981644
SLC7A1	-1.3116433	-2.9639279	2.9639279	-2.9059614	2.9059614	0.0324693141	0.0324693141	0.92623449899	0.92623449899	8.4446118	0.0324693141
SLC7A5	-0.8947486	1.72073255	-1.72073255	0.8357935	-0.8357935	0.440373068	0.440373068	0.93812055503	0.93812055503	0.6985507	0.440373068
SNAP25	-3.3219281	0	0	0	0	1	1	1	1	0	1
SNRNP70	-2.7936073	1.05664167	-1.05664167	1.0706184	-1.0706184	0.3320060324	0.3320060324	0.92623449899	0.92623449899	1.1462239	0.3320060324
SNRPB	-1.3282326	-0.39251273	0.39251273	-0.2630022	0.2630022	0.8027644496	0.8027644496	1	1	0.0691702	0.8027644496
SNRPD1	-2.5294468	0.52832083	-0.52832083	0.4840625	-0.4840625	0.6482583834	0.6482583834	0.97942924783	0.97942924783	0.2343165	0.6482583834
SNRPD3	-1.4818798	1.56681324	-1.56681324	0.9980299	-0.9980299	0.3628921626	0.3628921626	0.93187776157	0.93187776157	0.9960636	0.3628921626
SNRPF	-1.2872224	0.93578497	-0.93578497	0.5026536	-0.5026536	0.6359962274	0.6359962274	0.97942924783	0.97942924783	0.2526607	0.6359962274
SOD1	-2.8540356	-0.93578497	0.93578497	-1.0550351	1.0550351	0.3384439969	0.3384439969	0.92623449899	0.92623449899	1.113099	0.3384439969
SPRR1B	-1.2848459	-1.96088102	1.96088102	-1.0923823	1.0923823	0.3231887034	0.3231887034	0.92623449899	0.92623449899	1.1932991	0.3231887034
SPRR2E	0.9866232	-0.0151423	0.0151423	-0.0055246	0.0055246	0.9958000416	0.9958000416	1	1	3.05e-05	0.9958000416
SPTAN1	0.8760662	2.50739524	-2.50739524	1.8129332	-1.8129332	0.1279745785	0.1279745785	0.92623449899	0.92623449899	3.2867267	0.1279745785
SPTBN1	1.4248086	2.54823848	-2.54823848	1.4738244	-1.4738244	0.1989643385	0.1989643385	0.92623449899	0.92623449899	2.1721583	0.1989643385
SRC	-2.001126	-1.5849625	1.5849625	-1.4521874	1.4521874	0.2046137185	0.2046137185	0.92623449899	0.92623449899	2.1088481	0.2046137185
SRI	-3.3219281	0	0	0	0	1	1	1	1	0	1
SRP14	-1.9627917	-1.66163104	1.66163104	-1.3585765	1.3585765	0.2308505475	0.2308505475	0.92623449899	0.92623449899	1.8457302	0.2308505475
SRP9	-2.3374463	-0.42101147	0.42101147	-0.3245785	0.3245785	0.7582920148	0.7582920148	1	1	0.1053512	0.7582920148
SRSF1	-1.3885318	-2.31884045	2.31884045	-1.3406013	1.3406013	0.2362358775	0.2362358775	0.92623449899	0.92623449899	1.7972119	0.2362358775
SRSF10	-3.3219281	0	0	0	0	1	1	1	1	0	1
SRSF3	-0.9683931	-0.20381157	0.20381157	-0.1227709	0.1227709	0.9069439113	0.9069439113	1	1	0.0150727	0.9069439113
SRSF6	-2.7936073	-1.05664167	1.05664167	-1.0706184	1.0706184	0.3320060324	0.3320060324	0.92623449899	0.92623449899	1.1462239	0.3320060324
SRSF7	-1.0898752	-1.79743914	1.79743914	-0.9579425	0.9579425	0.3809405834	0.3809405834	0.93187776157	0.93187776157	0.9176538	0.3809405834
SRSF9	-3.3219281	0	0	0	0	1	1	1	1	0	1
SSRP1	-3.3219281	0	0	0	0	1	1	1	1	0	1
STMN1	1.2768858	-1.50034123	1.50034123	-0.8514751	0.8514751	0.4323665976	0.4323665976	0.93812055503	0.93812055503	0.7250098	0.4323665976
STOML2	-0.8431489	2.74293956	-2.74293956	2.5183135	-2.5183135	0.0519673821	0.0519673821	0.92623449899	0.92623449899	6.3419027	0.0519673821
STRA6	-2.6139402	-1.41597584	1.41597584	-1.0972529	1.0972529	0.3212430579	0.3212430579	0.92623449899	0.92623449899	1.2039639	0.3212430579
SUPT16H	-2.6552614	-1.33333333	1.33333333	-1.0928411	1.0928411	0.3230049891	0.3230049891	0.92623449899	0.92623449899	1.1943018	0.3230049891
SURF4	-1.7460402	-3.15177574	3.15177574	-3.6768675	3.6768675	0.0136474307	0.0136474307	0.68042189968	0.68042189968	13.5193545	0.0136474307
SYNCRIP	-0.8242878	-1.86165417	1.86165417	-0.8383682	0.8383682	0.4390508649	0.4390508649	0.93812055503	0.93812055503	0.7028613	0.4390508649
TAF15	-1.088004	-2.07787323	2.07787323	-1.1320291	1.1320291	0.3076411392	0.3076411392	0.92623449899	0.92623449899	1.2814899	0.3076411392
TAGLN2	2.5000951	0.24887502	-0.24887502	0.6504046	-0.6504046	0.5433744659	0.5433744659	0.97001375239	0.97001375239	0.4230261	0.5433744659
TARDBP	-1.113471	-1.24698917	1.24698917	-0.8192527	0.8192527	0.4489386229	0.4489386229	0.93812055503	0.93812055503	0.671175	0.4489386229
TBCB	-1.7551149	0	0	0	0	1	1	1	1	0	1
TCP1	0.3441924	0.26192136	-0.26192136	0.1094673	-0.1094673	0.9169767419	0.9169767419	1	1	0.0119831	0.9169767419
TENM4	-1.5189642	-2.05797564	2.05797564	-1.4096444	1.4096444	0.2161688439	0.2161688439	0.92623449899	0.92623449899	1.9870974	0.2161688439
TF	-0.0436537	2.71995711	-2.71995711	1.4717218	-1.4717218	0.1995067214	0.1995067214	0.92623449899	0.92623449899	2.165965	0.1995067214
TFRC	2.7320981	0.75150543	-0.75150543	0.9468743	-0.9468743	0.3860496478	0.3860496478	0.93187776157	0.93187776157	0.896571	0.3860496478
TGM1	-1.3992202	-3.84541574	3.84541574	-2.1584614	2.1584614	0.0818431262	0.0818431262	0.92623449899	0.92623449899	4.6589558	0.0818431262
THOC3	-1.8627802	-1.86165417	1.86165417	-1.5311768	1.5311768	0.1847036933	0.1847036933	0.92623449899	0.92623449899	2.3445023	0.1847036933
THRAP3	-2.6269406	-1.389975	1.389975	-1.0959438	1.0959438	0.3217650037	0.3217650037	0.92623449899	0.92623449899	1.2010928	0.3217650037
THY1	2.8472098	0.44160908	-0.44160908	0.7564782	-0.7564782	0.4825679524	0.4825679524	0.95481205133	0.95481205133	0.5722592	0.4825679524
TIA1	-1.9627917	-0.11367897	0.11367897	-0.079779	0.079779	0.9394256849	0.9394256849	1	1	0.0063647	0.9394256849
TIGAR	-2.0615544	-0.40746414	0.40746414	-0.2506907	0.2506907	0.8117647024	0.8117647024	1	1	0.0628458	0.8117647024
TIPRL	-2.504113	1.6356302	-1.6356302	1.106059	-1.106059	0.3177507118	0.3177507118	0.92623449899	0.92623449899	1.2233665	0.3177507118
TLN1	-0.0670166	2.09025181	-2.09025181	0.9909982	-0.9909982	0.3660065294	0.3660065294	0.93187776157	0.93187776157	0.9820775	0.3660065294
TMED10	-1.6692815	-0.37708151	0.37708151	-0.1795502	0.1795502	0.864368451	0.864368451	1	1	0.0322383	0.864368451
TMED7-TICAM2	-0.9260656	1.69582095	-1.69582095	0.8448545	-0.8448545	0.4357332801	0.4357332801	0.93812055503	0.93812055503	0.7137791	0.4357332801
TMED9	-0.6986313	0.46664354	-0.46664354	0.2764817	-0.2764817	0.792949704	0.792949704	1	1	0.0764421	0.792949704
TMEM205	-2.5294468	-0.52832083	0.52832083	-0.7191279	0.7191279	0.5034141713	0.5034141713	0.9560334062	0.9560334062	0.517145	0.5034141713
TNFRSF10B	-2.7244343	-1.1949875	1.1949875	-1.0834842	1.0834842	0.3267692643	0.3267692643	0.92623449899	0.92623449899	1.173938	0.3267692643
TNPO1	2.3526738	-0.28962173	0.28962173	-0.6704067	0.6704067	0.5315320654	0.5315320654	0.96617026473	0.96617026473	0.4494452	0.5315320654
TOMM70	-2.7936073	-1.05664167	1.05664167	-1.0706184	1.0706184	0.3320060324	0.3320060324	0.92623449899	0.92623449899	1.1462239	0.3320060324
TPBG	-2.7936073	1.05664167	-1.05664167	1.0706184	-1.0706184	0.3320060324	0.3320060324	0.92623449899	0.92623449899	1.1462239	0.3320060324
TPI1	3.7215888	0.08832614	-0.08832614	0.1147522	-0.1147522	0.9129889599	0.9129889599	1	1	0.0131681	0.9129889599
TPM3	5.2615423	-0.06649484	0.06649484	-0.2011244	0.2011244	0.8483170945	0.8483170945	1	1	0.040451	0.8483170945
TPP2	-1.2808047	-1.47765314	1.47765314	-1.1287277	1.1287277	0.308910691	0.308910691	0.92623449899	0.92623449899	1.2740261	0.308910691
TPT1	-1.7886494	-0.67658245	0.67658245	-0.3407873	0.3407873	0.7467496386	0.7467496386	1	1	0.116136	0.7467496386
TRAP1	0.3873601	-1.69526813	1.69526813	-1.1213574	1.1213574	0.3117612701	0.3117612701	0.92623449899	0.92623449899	1.2574423	0.3117612701
TRIM28	-2.7682734	-1.10730936	1.10730936	-1.0758368	1.0758368	0.329873479	0.329873479	0.92623449899	0.92623449899	1.1574248	0.329873479
TTYH3	-1.1209117	-0.74079747	0.74079747	-0.6464466	0.6464466	0.5457382136	0.5457382136	0.97081785523	0.97081785523	0.4178932	0.5457382136
TUBA1B	5.2759411	-0.42426039	0.42426039	-1.2970108	1.2970108	0.2497810095	0.2497810095	0.92623449899	0.92623449899	1.682237	0.2497810095
TUBB	6.0462372	-0.06521171	0.06521171	-0.1646971	0.1646971	0.8754627695	0.8754627695	1	1	0.0271251	0.8754627695
TUFM	2.8248435	0.58109748	-0.58109748	1.2408573	-1.2408573	0.2682751885	0.2682751885	0.92623449899	0.92623449899	1.5397268	0.2682751885
TXN	0.7509547	-0.36414875	0.36414875	-0.1395289	0.1395289	0.8943339841	0.8943339841	1	1	0.0194683	0.8943339841
TXNDC5	-1.2330398	1.0441501	-1.0441501	0.5688006	-0.5688006	0.5934394649	0.5934394649	0.97942924783	0.97942924783	0.3235341	0.5934394649
TXNRD1	-1.6658218	-0.77397603	0.77397603	-0.5232913	0.5232913	0.6225363828	0.6225363828	0.97942924783	0.97942924783	0.2738338	0.6225363828
U2AF1L5	-2.4066192	0.28266564	-0.28266564	0.2355448	-0.2355448	0.822881949	0.822881949	1	1	0.0554814	0.822881949
UBA1	1.9636441	0.56435878	-0.56435878	1.0332986	-1.0332986	0.3475991186	0.3475991186	0.92623449899	0.92623449899	1.0677061	0.3475991186
UBA6	-1.1449766	0.02600084	-0.02600084	0.0175656	-0.0175656	0.9866467656	0.9866467656	1	1	0.0003086	0.9866467656
UBE2N	-0.2377089	-2.16843845	2.16843845	-1.1662503	1.1662503	0.2947468226	0.2947468226	0.92623449899	0.92623449899	1.3601399	0.2947468226
UBQLN4	-0.7072197	-0.62482304	0.62482304	-0.3032679	0.3032679	0.7735752793	0.7735752793	1	1	0.0919714	0.7735752793
UBXN1	-2.5294468	1.5849625	-1.5849625	1.8217966	-1.8217966	0.1265060298	0.1265060298	0.92623449899	0.92623449899	3.318943	0.1265060298
UCHL1	3.3772303	0.44721699	-0.44721699	1.0970271	-1.0970271	0.3213330262	0.3213330262	0.92623449899	0.92623449899	1.2034684	0.3213330262
UQCRC1	0.5104862	-1.82823701	1.82823701	-1.2430415	1.2430415	0.2675332753	0.2675332753	0.92623449899	0.92623449899	1.5451521	0.2675332753
USP5	-1.500385	1.03849241	-1.03849241	0.7528014	-0.7528014	0.48459251	0.48459251	0.95481205133	0.95481205133	0.5667099	0.48459251
VAPA	-2.117125	-0.86165417	0.86165417	-0.5290223	0.5290223	0.6188275676	0.6188275676	0.97942924783	0.97942924783	0.2798645	0.6188275676
VAPB	0.709302	-0.47765314	0.47765314	-0.688453	0.688453	0.5209961456	0.5209961456	0.96460294338	0.96460294338	0.4739676	0.5209961456
VASN	-0.6949423	1.51083169	-1.51083169	0.7771664	-0.7771664	0.4712892382	0.4712892382	0.95148881675	0.95148881675	0.6039876	0.4712892382
VAT1	2.3753088	0.47029606	-0.47029606	0.8198323	-0.8198323	0.4486363691	0.4486363691	0.93812055503	0.93812055503	0.672125	0.4486363691
VDAC1	1.1609832	-1.69908129	1.69908129	-1.0326021	1.0326021	0.3478958945	0.3478958945	0.92623449899	0.92623449899	1.066267	0.3478958945
VDAC2	3.4196098	-0.5204875	0.5204875	-0.9080724	0.9080724	0.4043938787	0.4043938787	0.93723015951	0.93723015951	0.8245954	0.4043938787
VDAC3	0.0958208	0.00354617	-0.00354617	0.0018924	-0.0018924	0.9985612949	0.9985612949	1	1	3.6e-06	0.9985612949
VGF	0.6080568	3.93820773	-3.93820773	2.234669	-2.234669	0.0742493156	0.0742493156	0.92623449899	0.92623449899	4.9937456	0.0742493156
VIM	-0.005749	1.59086317	-1.59086317	0.7199914	-0.7199914	0.5029252183	0.5029252183	0.9560334062	0.9560334062	0.5183877	0.5029252183
WARS1	-1.752286	-0.74930917	0.74930917	-0.4825265	0.4825265	0.6492771822	0.6492771822	0.97942924783	0.97942924783	0.2328318	0.6492771822
WDR47	-2.0615544	-2.52074747	2.52074747	-2.1019368	2.1019368	0.0880034043	0.0880034043	0.92623449899	0.92623449899	4.4181381	0.0880034043
YBX1	1.4241769	0.84739254	-0.84739254	0.9340109	-0.9340109	0.3920562103	0.3920562103	0.93187776157	0.93187776157	0.8723764	0.3920562103
YWHAQ	4.5706629	0.21714055	-0.21714055	0.660379	-0.660379	0.5374474977	0.5374474977	0.96685142635	0.96685142635	0.4361005	0.5374474977
ZFR	-2.5294468	-1.5849625	1.5849625	-1.8217966	1.8217966	0.1265060298	0.1265060298	0.92623449899	0.92623449899	3.318943	0.1265060298
ZNF326	-3.3219281	0	0	0	0	1	1	1	1	0	1
