chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chr9	60585102	60585854	753	60585646	30.58	11.76530	4.32152	7.66666	peak_993
chr9	60586733	60587088	356	60586892	19.83	6.96126	3.69268	3.15995	peak_994
chr9	60591163	60591574	412	60591361	41.32	16.60336	4.70220	12.34790	peak_995
chr9	60592439	60592730	292	60592638	23.97	7.60524	3.56650	3.73783	peak_996
chr9	60593791	60594571	781	60594197	27.27	12.00288	4.71185	7.89383	peak_997
chr9	60597805	60598086	282	60597952	25.62	8.87152	3.80261	4.91393	peak_998
chr9	60598956	60599315	360	60599105	23.97	8.61302	3.96419	4.67703	peak_999
chr9	60601335	60601958	624	60601660	33.88	16.81004	5.81371	12.54815	peak_1000
chr9	60602570	60603833	1264	60602962	42.15	27.70989	8.27670	23.22014	peak_1001
chr9	60604817	60605123	307	60604986	30.58	16.93061	6.31533	12.66563	peak_1002
chr9	60609976	60611384	1409	60610444	56.19	32.01730	7.32199	27.46347	peak_1003
chr9	60613500	60614652	1153	60613775	24.79	11.83671	5.17294	7.73354	peak_1004
chr9	60617694	60618408	715	60618310	23.14	13.58947	6.03478	9.42384	peak_1005
chr9	60620381	60620806	426	60620704	19.83	7.99138	4.16670	4.08833	peak_1006
chr9	60622708	60623168	461	60623125	18.18	6.83017	3.62676	3.03927	peak_1007
chr9	60623970	60626408	2439	60624046	28.10	8.30963	3.29885	4.38964	peak_1008
chr9	60627129	60628349	1221	60627713	27.27	12.00288	4.71185	7.89383	peak_1009
chr9	60631414	60632324	911	60631593	19.01	9.36480	4.64764	5.38137	peak_1010
chr9	60632710	60634107	1398	60633335	28.92	15.16215	5.98478	10.95066	peak_1011
chr9	60634912	60635942	1031	60635912	28.92	6.11664	2.72035	2.40338	peak_1012
chr9	60638392	60639757	1366	60639295	27.27	6.51537	2.82711	2.74529	peak_1013
chr9	60640269	60640713	445	60640642	22.31	6.92964	3.30462	3.13051	peak_1014
chr9	60652929	60654585	1657	60653041	33.88	6.81026	2.68325	3.02048	peak_1015
chr9	60658914	60661384	2471	60659315	47.93	19.11121	4.89310	14.78948	peak_1016
chr9	60665404	60666679	1276	60665643	18.18	9.18916	4.76269	5.21593	peak_1017
chr9	60667879	60669121	1243	60668932	27.27	14.88417	5.90937	10.68127	peak_1018
chr9	60672291	60672866	576	60672688	26.44	13.48746	5.50443	9.32815	peak_1019
chr9	60674454	60675183	730	60675078	41.32	14.87683	4.23198	10.67413	peak_1020
chr9	60677573	60679370	1798	60678631	58.67	40.82391	9.87087	36.15657	peak_1021
chr9	60682261	60683584	1324	60682877	40.49	20.02114	5.88177	15.67706	peak_1022
chr9	60686055	60686694	640	60686668	19.83	5.28566	2.97622	1.67083	peak_1023
chr9	60687010	60687730	721	60687348	27.27	10.20195	4.03873	6.17568	peak_1024
chr9	60688052	60688374	323	60688275	19.01	11.44792	5.71075	7.35984	peak_1025
chr9	67723944	67724299	356	67724006	60.33	5.08590	1.80373	1.49266	peak_1026
chr9	70120815	70121126	312	70120979	29.75	21.51844	8.77723	17.13864	peak_1027
chr9	92147162	92147716	555	92147532	21.49	11.65256	5.54873	7.55733	peak_1028
chr9	92764988	92765265	278	92765070	15.70	7.96283	4.76722	4.06508	peak_1029
chr9	96418498	96418838	341	96418653	33.06	23.51211	8.51396	19.09530	peak_1030
chr9	105063635	105064847	1213	105064718	35.54	25.66042	9.13376	21.20355	peak_1031
chr9	124658310	124659418	1109	124658982	34.71	24.58018	8.92716	20.14342	peak_1032
chr9	126662546	126662814	269	126662605	19.83	11.44792	5.94663	7.35984	peak_1033
chr9	131373625	131373920	296	131373728	16.53	8.79877	5.00310	4.84419	peak_1034
chr9	133459682	133459989	308	133459937	17.35	9.65910	5.23898	5.65763	peak_1035
chr9	133873955	133874745	791	133874359	54.54	52.25176	15.85373	47.47549	peak_1036
chr9	136174190	136175012	823	136174552	33.06	23.51211	8.51396	19.09530	peak_1037
chr9	136632637	136633232	596	136632988	36.36	16.87866	5.33735	12.61534	peak_1038
chr9	137184368	137184774	407	137184576	20.66	5.83711	3.09427	2.14880	peak_1039
chr9	137845619	137846016	398	137845885	31.40	6.69973	2.70026	2.91465	peak_1040
chrM	68	16504	16437	6602	5471.57	941.96967	2.83700	935.27594	peak_1041
chrX	268698	269157	460	269116	20.66	7.09102	3.60999	3.27881	peak_1042
chrX	48958122	48958473	352	48958290	17.35	9.65910	5.23898	5.65763	peak_1043
chrX	58538600	58538932	333	58538891	17.35	7.29760	4.00549	3.44842	peak_1044
chrX	58540107	58541100	994	58540169	26.44	15.64117	6.48947	11.41283	peak_1045
chrX	58541485	58547677	6193	58547149	35.54	23.43437	8.10699	19.02022	peak_1046
chrX	58548417	58549160	744	58548452	19.83	7.99138	4.16670	4.08833	peak_1047
chrX	58551184	58554319	3136	58553709	31.40	22.63663	8.69984	18.23563	peak_1048
chrX	62465316	62466059	744	62465905	23.14	10.24747	4.49992	6.21855	peak_1049
chrX	62470330	62470773	444	62470453	33.06	16.56969	5.58665	12.31517	peak_1050
chrX	62471913	62472709	797	62472497	48.76	16.42586	4.14645	12.17411	peak_1051
chrX	62476074	62476394	321	62476355	19.01	8.10622	4.05374	4.19655	peak_1052
chrX	62477076	62477538	463	62477399	20.66	9.60432	4.75304	5.60970	peak_1053
chrX	62479042	62481536	2495	62481147	28.92	20.43859	8.54135	16.08220	peak_1054
chrX	62486994	62487572	579	62487091	18.18	8.73917	4.53541	4.79429	peak_1055
chrX	62487878	62488319	442	62488101	29.75	10.00074	3.84378	5.98453	peak_1056
chrX	62491192	62492140	949	62491318	37.19	23.53056	7.63757	19.11292	peak_1057
chrX	62492720	62493213	494	62493050	23.97	10.92599	4.95703	6.86741	peak_1058
chrX	62494176	62494741	566	62494311	20.66	8.19902	4.09554	4.28381	peak_1059
chrX	62495280	62495657	378	62495458	46.28	20.36296	5.25313	16.01119	peak_1060
chrX	62498338	62500536	2199	62499548	41.32	29.04168	9.08546	24.53055	peak_1061
chrX	62500894	62501162	269	62501139	19.01	6.74437	3.45355	2.95687	peak_1062
chrX	62502187	62502591	405	62502251	20.66	9.71386	4.80625	5.71095	peak_1063
chrX	62503534	62503840	307	62503651	42.97	19.40708	5.49658	15.07538	peak_1064
chrX	115726598	115729592	2995	115729045	30.58	16.93061	6.31533	12.66563	peak_1065
chrX	115729857	115730700	844	115730371	25.62	15.45244	6.65457	11.22791	peak_1066
chrX	115731951	115733045	1095	115732797	38.84	14.46717	4.42674	10.27642	peak_1067
chrX	154369190	154369718	529	154369650	16.53	8.79877	5.00310	4.84419	peak_1068
chrX	156030372	156030724	353	156030592	365.27	151.79381	5.81377	146.66550	peak_1069
chrY	268592	269027	436	268593	19.83	5.28566	2.97622	1.67083	peak_1070
chrY	10649256	10649725	470	10649647	31.40	13.03856	4.62901	8.89351	peak_1071
chrY	11297203	11298606	1404	11297970	371.05	55.09938	2.54830	50.30172	peak_1072
chrY	11304546	11305576	1031	11305388	676.82	77.67806	2.25940	72.74021	peak_1073
chrY	11310831	11311701	871	11311158	300.81	16.20715	1.67671	11.96379	peak_1074
chrY	11312296	11312636	341	11312556	737.97	25.36452	1.51119	20.91372	peak_1075
chrY	11684158	11684727	570	11684172	43.80	6.79196	2.35784	3.00273	peak_1076
chrY	11733635	11733891	257	11733640	74.38	5.91221	1.79466	2.21490	peak_1077
chrY	11746567	11748502	1936	11747714	236.35	35.11864	2.52499	30.52401	peak_1078
chrY	56839120	56839612	493	56839480	188.42	11.28474	1.70647	7.20969	peak_1079
chrY	57216910	57217247	338	57217102	390.06	148.48206	5.28458	143.35751	peak_1080
