pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
GO_REGULATION_OF_ATRIAL_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	0.0264462809917355	0.202809917355372	0.823387600016688	1.54838405500587	15	6	FLNA ANK2 TRPM4
GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	0.0413650465356774	0.254319749708002	0.400341070080933	1.32107273737164	39	168	BACE1 HTR1B P2RY1 OPHN1 FMR1 PTEN LRRK2 CACNB2 ACTG1 P2RX7 SNAP47 BSN KIAA1109 EFNB2 CASK CTNNB1 RAP1A PLAA STX2 CANX PPP3CC PPP3CB PRKCB PLD1 DNM1L USP46 SYT7 ATAD1 AP2B1 FCHO2 OTOF SNAP29 SNAPIN DNM1 ERC2 RIMS2 RAB27B RAPGEF4 SYN1 CDH2 VPS35 GSK3B RAP1B GRIPAP1 PCLO CLSTN1 FBXL20
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS	0.00955794504181601	0.124265945073465	0.527538517117915	1.54643619058094	7	54	OPHN1 ADAM10 GPC6 SNAP47 GPC4 ERBIN EFNB2 RAP1A DLG1 USP46 ATAD1 AP2B1 IQSEC2 DNM1 GPHN PRKCI VPS35 ARHGAP44 GRIPAP1 DLG3 CLSTN1 DAG1
GO_POSTSYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	0.0152439024390244	0.155061291545558	0.742450062766521	1.59985790342273	9	11	CDH1 SYNPO PLCB1
GO_PRESYNAPSE_ORGANIZATION	0.0434210526315789	0.259732512267873	0.544862226726031	1.45392720450795	32	32	WNT5A GPC6 PTEN GPC4 EFNB2 APP IL1RAP SNAPIN FZD1 VPS35
GO_POSTSYNAPSE_ORGANIZATION	0.00208986415882968	0.0704383019030397	0.458713308183604	1.50720920342212	1	142	PAK3 GAP43 WNT5A OPHN1 ADAM10 KALRN EPHA7 EEF2K ZNF365 ACTR2 PTEN LRRK2 CNKSR2 ACTG1 UBE3A ABHD17C DLG1 DHX36 SIPA1L1 NRCAM LRP8 CDKL5 DNM1L IL1RAP MYH10 TIAM1 ABHD17B CAMK2B NGEF GPHN PRNP SLC7A11 CHMP2B ARHGAP22 CDH2 VPS35 PAFAH1B1 ACTN1 NRP1 NEFL ARHGAP44 ETV5 DLG3
GO_REGULATION_OF_POSTSYNAPSE_ORGANIZATION	0.00110253583241455	0.0574801489705572	0.52839436579385	1.65244830298713	0	88	PAK3 GAP43 WNT5A ADAM10 KALRN EPHA7 EEF2K ACTR2 PTEN LRRK2 UBE3A ABHD17C DHX36 SIPA1L1 NRCAM LRP8 CDKL5 DNM1L IL1RAP TIAM1 ABHD17B CAMK2B NGEF PRNP SLC7A11 CHMP2B ARHGAP22 CDH2 VPS35 PAFAH1B1
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	0.0241935483870968	0.19578225141611	0.377583600841869	1.27684777723686	23	326	CCL2 RASGRF1 CDH1 PTK2B NGF BACE1 HTR1B NPTXR P2RY1 ABR SYNPO OPHN1 PLCB1 ROR2 FMR1 F2R CD38 MAP1B PTEN PRKAR2B LRRK2 CACNB2 MAP1A BDNF SNAP47 TUBB2B PLCL1 IGSF9B ITGB1 S1PR2 MEF2C CASK PACSIN2 RAP1A SIPA1L1 MCTP1 MECP2 SQSTM1 PPP3CB LRP8 PRKCB APP PLK2 DNM1L IGSF11 USP46 SYT7 ATAD1 IQSEC2 SNAPIN DNM1 DGKE FAM107A CAMK2B PRNP RIMS2 SLC7A11 GLUL RHOT1 SYN1 NPTN DMPK CDH2
GO_ACTIN_FILAMENT_BASED_TRANSPORT	0.0346456692913386	0.231940545375783	0.774003473280825	1.54860437079452	21	8	MYO5A MYO1C FNBP1L MYO19
GO_TRANS_SYNAPTIC_SIGNALING_BY_LIPID	0.0264462809917355	0.202809917355372	0.826583820077565	1.55439456108885	15	6	PLCB1 F2R DAGLA
GO_REGULATION_OF_POSTSYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	0.00307692307692308	0.0776934685564127	0.860100881585154	1.77812559638596	1	9	WNT5A SYNPO SLC8A1 MYO5A
GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	0.0115774240231548	0.13561335824736	0.712506287658615	1.67251095169332	7	16	CACNA2D1 DLG1 ANK2 ZMPSTE24 KCNE3 SNTA1
GO_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	0.00711237553342817	0.109255131768968	0.717343225056913	1.70566530008353	4	17	ADAM10 GPC6 GPC4 RAP1A DLG1 IQSEC2 GPHN DAG1
GO_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION	0.00711237553342817	0.109255131768968	0.712585325016673	1.69435218703467	4	17	CCL2 FLT1 PPARG FGFR1 FGF2 MEF2C APLN SP1 AKT3 ADAM17
GO_NEURON_PROJECTION_ORGANIZATION	0.023542600896861	0.193228346456693	0.461620841086985	1.43231770537769	20	79	PAK3 ADAM10 KALRN EEF2K ZNF365 ACTR2 PTEN LRRK2 MAP1A UBE3A DHX36 SIPA1L1 ABCD1 LRP8 APP DNM1L TIAM1 ABHD17B CAMK2B NGEF PRNP VPS35 PAFAH1B1 GSK3B ARHGAP44
GO_AMINOACYL_TRNA_METABOLISM_INVOLVED_IN_TRANSLATIONAL_FIDELITY	0.0100755667506297	0.12663478005657	-0.813228142132214	-1.69182319667334	3	6	VARS2 AARS2
GO_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION	0.0134529147982063	0.145594059161183	0.470214322318737	1.45804959494748	11	83	PHLDB2 CARMIL1 ARHGEF10L SH3PXD2B PAK1 CD47 MET DLC1 ROCK2 PIK3R1 ARHGAP6 S1PR1 NOX4 PPM1E MEF2C TGFBR1 SORBS3 LPAR1 CCN2
GO_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION	0.00408580183861083	0.0873774092544747	0.43166305209175	1.4355714043225	3	220	PAK3 PTK2B PHLDB2 ADD2 CARMIL1 IQGAP2 FMN1 SYNPO CXCL12 BAIAP2L1 CDC42EP5 ARHGEF10L RASA1 ACTR2 LIMA1 GSN FHOD3 SH3PXD2B PAK1 TMOD3 PDXP CD47 MET DLC1 TMOD2 VILL FLNA ROCK2 PIK3R1 ARHGAP6 TWF1 JMY F2RL1 S1PR1 NOX4 CDC42EP1 PPM1E KANK3 TGFBR1 SPTBN1 DLG1 NCKAP1 CFL2 MYO1C SORBS3 LPAR1 SCIN CCN2 ARFGEF1 CDC42EP2 NCKAP1L
GO_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	0.0069204152249135	0.109213498147509	0.514357472459292	1.55562903988354	5	65	NOTCH1 SEMA3C JAG1 LGR4 FGFR1 CSF1 HOXB7 SIX1 FGF1 SOX9 FGF10 CTNNB1 TGFBR1 ACVR1 RBPJ MAGED1 GREM1 TNFAIP3 CD34 AR CFLAR TGFB2 BMP2 MYC MED1 TGFBR2
GO_NEGATIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	0.0358565737051793	0.237175288066065	0.553220528798294	1.44952478301022	26	29	NOTCH1 WNT5A SULF1 THRB CTNNB1 BCL2 GREM1 TGFB2 FBXW7 TACSTD2
GO_POSITIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY	0.0319735391400221	0.224086054889213	0.441785599007562	1.38385621716553	28	89	DPYSL3 RIPOR2 DOCK11 KCTD17 CDC42EP5 FMR1 P2RX7 CCDC88A F2RL1 CDC42EP1 RALA TGFBR1 NCKAP1 ATP7A FNBP1L COBL SEPTIN9 CDC42EP2 SEPTIN7 PALM ANLN RHOQ NRP1
GO_MITOCHONDRIAL_GENE_EXPRESSION	0.0277777777777778	0.20877998979071	-0.524108100252822	-2.29177390481947	0	153	CHCHD10 UQCC2 GADD45GIP1 MRPL52 MRPS18A MRPS10 MRPS21 AARS2 MRPS28 MRPL28 MRPS35 MRPL19 MRPS6 MRPL49 MRPS18B TRUB2 MRPL57 CHCHD1 MRPS25 MRPL51 MRPL54 MRPL2 ALKBH1 MRPL11 MRPL37 MRPS11 OXA1L MRPS34 SHMT2 POLRMT MRPS16 MRPL33 DAP3 MRPL24 UQCC1 PUS1 MRPS9 GATB MRPS12 MRPL42 MRPL44 MRPL58 MRPL46 RMND1 RCC1L AURKAIP1 EARS2 MRPL20 MTG2 MRPL14 TRIT1 RPUSD3 QRSL1 MRPS14 PTCD3 MRPS15 MRPL21 MPV17L2 MRPS27 MRPS7 MRPS26 MRPL41 MRPL43 MRPL34 MRPS36 MRPS5 MTRF1 MRPL38 MRPL22 MRPS33 DARS2 SLC25A33 MTO1 MRPL35 MRPL4 LRPPRC GFM1 MRPL39 NGRN TWNK MRPS24 SUPV3L1 MRPL15 MTG1 HSD17B10
GO_NEURON_PROJECTION_ARBORIZATION	0.00141442715700141	0.0590809232898974	0.757084565934327	1.87659520059484	0	21	SEMA3A WNT5A FZD4 ZNF365 LRRK2 MYO9A MACF1 PHACTR1
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	0.0076219512195122	0.110676143743686	0.779718151510984	1.68016451165591	4	11	STK39 PTK2B WNT5A ADAM10 WNK1 ADAM17 OXSR1
GO_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL	0.00176056338028169	0.0659606493925385	0.957495237671804	1.69793623408368	0	5	THBS1 AKT2
GO_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION	0.00304878048780488	0.0776934685564127	0.818260701013339	1.76321737343309	1	11	WNT5A FZD4 MYO9A MACF1
GO_POSITIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	0.00622083981337481	0.102079866888519	0.801534274085449	1.68758901055263	3	10	IL33 CTSC LRRK2 NUPR1
GO_CELL_CELL_SIGNALING_BY_WNT	0.00100200400801603	0.0574801489705572	0.408030879310041	1.39244988421343	0	443	WNT7B MDFIC ADGRA2 APCDD1 BICC1 DAB2 IGFBP6 CAV1 NOTCH1 TSPAN12 WNT5A CCN4 SULF1 SOX2 CCND1 DKK2 MCC FZD4 LGR6 NDP PLCG2 DKK3 FZD6 LGR4 STK3 USP34 PLCB1 ROR2 CYLD GPC6 PSME4 CPE FZD2 PTEN LRRK2 TMEM64 XIAP TCF7 LRRK1 AMER1 SOX9 ATP6AP2 GPC4 FGF10 RYK ARHGEF19 COL1A1 MACF1 CTNNB1 CLTC DAAM1 AGO1 ZNRF3 CBFB CUL3 MLLT3 AGO3 PPP3CB WWTR1 NID1 CDK14 RBPJ SDC1 APP AP2A2 DDX3X TBX18 SNAI2 CALM1 TIAM1 AP2B1 FBXW4 WLS SKP1 PSMD12 GREM1 FZD7 FZD1 TNFAIP3 CSNK1G3 CSNK1G1 ZBTB33 AMOTL1 MED12 PSMD10 CDH2 G3BP1 PSMA4 LATS1 VPS35 MITF SMURF2 MBD2 PKD2 PPP2CA WNK1 GSK3B CDC73 BMP2 TMEM131L TNRC6C PKD1 ZEB2 EMD CSNK1D TNRC6A TNKS AMFR GRK6 MKS1 PRKAA1 INVS LRRFIP2 LRP1 NKX2-5 APC NXN USP47 FBXW11 ASPM OTULIN UBE2B PSMD7 UBR5 RTF1 ITGA3 SPIN1 NLK JUP
GO_POSITIVE_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	0.0365853658536585	0.240215351986296	0.703557168473767	1.51605010618262	23	11	CACNA2D1 STAC CACNB2 KCNE3 CACNB3
GO_POSITIVE_REGULATION_OF_CELLULAR_RESPIRATION	0.0181347150259067	0.169854743662459	-0.769896111393246	-1.67307238255785	6	7	PPARGC1A CDK1 ISCU PINK1 PARK7 CCNB1
GO_REGULATION_OF_PROTEIN_DEPOLYMERIZATION	0.0137614678899083	0.147470053283122	0.487342409110662	1.49262655960622	11	71	ADD2 CARMIL1 ASPH MAP1B NES LIMA1 GSN STMN2 TMOD3 PDXP MAP1A TMOD2 VILL NAV3 TWF1 F2RL1 SPTBN1 CFL2 SCIN TAOK1 MID1IP1 ADD3 MID1 MTPN CAMSAP2 SPAST APC CLASP2 PLEK PLEKHH2 SEMA5A CLASP1 APC2 HDAC6 SPTBN2
GO_REGULATION_OF_INWARD_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY	0.0109689213893967	0.131198055893074	0.949539814044407	1.49234659561002	5	3	CAV1 KCNE2
GO_FATTY_ACID_TRANSMEMBRANE_TRANSPORT	0.0142247510668563	0.150463530681317	0.698430780574633	1.66069617070948	9	17	THBS1 AKT2 ABCD1 CPT1A CPT2 MID1IP1
GO_REGULATION_OF_PEPTIDYL_SERINE_DEPHOSPHORYLATION	0.0380313199105145	0.245118474222988	-0.816478708041652	-1.48741430474416	16	4	PPP1R15A
GO_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION	0.0177514792899408	0.168356058657062	0.692228833009314	1.57728781721017	11	14	NECTIN1 HEG1 DLG5 MAPK9 FLNA NECTIN3
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_SYNAPSE	0.0122448979591837	0.139048081593006	0.631014537355011	1.60414001836242	8	24	WNT5A ADAM10 GPC6 GPC4 RAP1A DLG1 ABHD17B IQSEC2 NPTN ARHGAP44 GRIPAP1 DAG1
GO_REGULATION_OF_PROTEIN_AUTOUBIQUITINATION	0.0219378427787934	0.186928702010969	0.932066297300539	1.46488429983226	11	3	SASH1 LRRK2 MTA1
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	0.0204724409448819	0.179999935279759	0.802424037884679	1.60546743676943	12	8	XDH ADGRA2 ADAMTS12
GO_REGULATION_OF_NEUTROPHIL_ACTIVATION	0.0036036036036036	0.0832305246422894	0.942576168687695	1.59008010655753	1	4	SYK ABR
GO_PROTON_TRANSMEMBRANE_TRANSPORT	0.028169014084507	0.209316458935292	-0.352892355892918	-1.51927369302048	1	118	CHCHD10 ATP6V1F ATP5MF COX8A COX6A1 ATP6V0C COX4I1 ATP5F1E ATP5ME PHB2 COX6B1 ATP6V1E1 ATP5F1D ATP5F1B ATP6V0B SLC4A11 ATP6V1B2 COX7A2 ATP5MC3 NDUFS7 COX7A2L COX7A1 SPHK2 NDUFA4 COA8 ATP5F1A ATP6V0D1 ATP5PB ATP2C2 ATP6V0E1 ATP5PD ATP6V0A4 ATP5F1C CYC1 ATP6V1C2 ATP6V1D PPIF ATP6V1G1 ATP6V0E2 COX5A SLC2A8 PARK7 STOML2
GO_REGULATION_OF_RECEPTOR_LOCALIZATION_TO_SYNAPSE	0.00721500721500722	0.109255131768968	0.719136944814887	1.66554990181548	4	15	ADAM10 GPC6 GPC4 RAP1A IQSEC2 NPTN ARHGAP44 GRIPAP1 DAG1
GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_SECRETION	0.0255941499085923	0.200825080337923	0.923832693689942	1.45194393636763	13	3	PTPN22 CD244
GO_LATE_ENDOSOME_TO_LYSOSOME_TRANSPORT	0.0373376623376623	0.242719532123506	0.790897947637772	1.52755165300138	22	7	LRRK2 SNAPIN VPS35 VPS41 C9orf72
GO_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	0.0222672064777328	0.188083359479973	0.38051482185594	1.2832098903124	21	297	PAK3 PTK2B MAP2 PHLDB2 ADD2 CARMIL1 IQGAP2 FMN1 SYNPO CXCL12 BAIAP2L1 CDC42EP5 ARHGEF10L NIN RASA1 ACTR2 MAP1B LIMA1 GSN FHOD3 SH3PXD2B PAK1 STMN2 TMOD3 PDXP CD47 MET DLC1 MAP1A TMOD2 VILL NAV3 FLNA ROCK2 PIK3R1 ARHGAP6 TWF1 JMY F2RL1 S1PR1 NOX4 CDC42EP1 PPM1E KANK3 MEF2C TGFBR1 SPTBN1 DLG1 NCKAP1 CFL2 MYO1C SORBS3 MECP2 LPAR1 SCIN APP TAOK1 CCN2 TBCD ARFGEF1 CDC42EP2 NCKAP1L SLAIN2 MID1IP1 FER RB1 DRG1 ADD3 CLIP1 LATS1 SPIRE1 NRP1 MID1 NF2 MTPN NUMA1 C9orf72
GO_POSITIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	0.0299896587383661	0.214718081820424	0.404734587440545	1.33557076527514	28	168	PTK2B CARMIL1 IQGAP2 FMN1 SYNPO BAIAP2L1 CDC42EP5 ARHGEF10L NIN ACTR2 MAP1B GSN SH3PXD2B PAK1 STMN2 PDXP CD47 MET NAV3 FLNA ROCK2 JMY F2RL1 NOX4 CDC42EP1 PPM1E TGFBR1 DLG1 NCKAP1 CFL2 MYO1C SORBS3 MECP2 LPAR1 SCIN APP CCN2 CDC42EP2 NCKAP1L SLAIN2 FER RB1 DRG1 CLIP1 SPIRE1 NRP1 NF2 NUMA1
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	0.00104602510460251	0.0574801489705572	0.489393165525951	1.60718979754925	0	143	ANXA1 CCL2 HAVCR2 PAK3 SYK CAV1 VCAM1 HAS2 CD44 VTCN1 RUNX3 CYLD ETS1 CD276 PAK1 CD47 IRAK1 EFNB1 PIK3R1 EFNB2 CBFB RIPK2 NKAP ADAM8 NCKAP1L FAM49B GPAM TFRC
GO_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS	0.0130293159609121	0.143541824323583	0.454343583164248	1.45295642370566	11	109	IL33 CTSC DAB2 PTK2B CAV1 RNF144B MAPK9 FMR1 UBQLN2 PTEN PTK2 LRRK2 RNF139 CEBPA RNFT1 NUPR1 TMTC3 ANKIB1 PLK2 COP1 ZYG11B ARIH1 GCLC PSMD10 RNF217 UBQLN1 GSK3B CSNK1D CCDC22
GO_REGULATION_OF_LEUKOCYTE_TETHERING_OR_ROLLING	0.0255941499085923	0.200825080337923	0.924245348383664	1.45259248613693	13	3	CXCL12 ITGA4
GO_REGULATION_OF_FEAR_RESPONSE	0.0387323943661972	0.247524207746479	0.847925308983719	1.50363474331299	21	5	CCK MEF2C
GO_POSITIVE_REGULATION_OF_FEAR_RESPONSE	0.027027027027027	0.205976162497902	0.899342777180089	1.51714747993387	14	4	CCK MEF2C
GO_PROTEIN_LOCALIZATION_TO_POSTSYNAPTIC_MEMBRANE	0.0128369704749679	0.142487334942977	0.561221881065757	1.52999187521716	9	36	ADAM10 GPC6 SNAP47 GPC4 RAP1A DLG1 IQSEC2 GPHN VPS35 ARHGAP44 GRIPAP1 CLSTN1 DAG1
GO_REGULATION_OF_I_KAPPAB_PHOSPHORYLATION	0.0201342281879195	0.178212429118681	-0.843069523884512	-1.53585593521161	8	4	CX3CL1 DDRGK1
GO_POSITIVE_REGULATION_OF_I_KAPPAB_PHOSPHORYLATION	0.0201342281879195	0.178212429118681	-0.843069523884512	-1.53585593521161	8	4	CX3CL1 DDRGK1
GO_NEGATIVE_REGULATION_OF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	0.0292207792207792	0.2126250324916	0.797817719022153	1.54091659881793	17	7	CAV1 ANK3 KCNE3 KCNAB1
GO_NEGATIVE_REGULATION_OF_ANION_TRANSMEMBRANE_TRANSPORT	0.0121951219512195	0.139032888586726	0.77048084731878	1.66025963877712	7	11	STK39 THBS1 AKT2 ARL6IP5 RGS4
GO_NEGATIVE_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION	0.0181347150259067	0.169854743662459	-0.770920240959081	-1.67529793333983	6	7	CX3CL1 SYT11
GO_REGULATION_OF_EATING_BEHAVIOR	0.0158450704225352	0.157903767784371	0.889046866753077	1.57655602813143	8	5	CCK NMU
GO_POSITIVE_REGULATION_OF_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	0.00447427293064877	0.089631557320915	-0.900745625764076	-1.64092696539598	1	4	AGRN MESD
GO_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SECRETION	0.00259067357512953	0.0743568766475775	-0.872662691989683	-1.89639592621708	0	7	ARG2 CX3CL1 SYT11 ZC3H12A
GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SECRETION	0.0333333333333333	0.227380125086866	0.710389001929628	1.56870837573176	21	12	HAVCR2 WNT5A LRRK2 IFNGR1
GO_RESPONSE_TO_PHORBOL_13_ACETATE_12_MYRISTATE	0.0246085011185682	0.196069031639501	-0.829107082786095	-1.51041995701109	10	4	ADAM15 CDK4 SPHK2
GO_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CELL_PROLIFERATION	0.0257985257985258	0.201462473538846	0.515616273612176	1.46826026247787	20	46	IGFBP5 NQO2 HTR1B PPARG FGF2 PTEN PAK1 MEF2C GNAI3 APLN
GO_POSITIVE_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CELL_PROLIFERATION	0.0144736842105263	0.151502523498634	0.585824198823095	1.56323139676234	10	32	IGFBP5 NQO2 HTR1B FGF2 PAK1 GNAI3
GO_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION	0.00282885431400283	0.0773482839728462	0.705615402682268	1.7490179270861	1	21	IGFBP5 PAK1 DOCK7 DOCK4 MEF2C ATP7A
GO_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION	0.00723589001447178	0.109255131768968	0.73891999459674	1.73451351208336	4	16	IGFBP5 PAK1 DOCK7 DOCK4 ATP7A
GO_MIDBRAIN_DOPAMINERGIC_NEURON_DIFFERENTIATION	0.0409090909090909	0.252776704798693	0.696831736513104	1.53877069967941	26	12	WNT5A RYK CTNNB1 FZD1 CSNK1D
GO_WNT_SIGNALING_PATHWAY_INVOLVED_IN_MIDBRAIN_DOPAMINERGIC_NEURON_DIFFERENTIATION	0.0108864696734059	0.131198055893074	0.773420581452267	1.62839708293613	6	10	WNT5A RYK CTNNB1 FZD1 CSNK1D
GO_NEGATIVE_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY	0.0211038961038961	0.18267711124854	0.815123644006022	1.57434151083697	12	7	TIMP3 TIMP2 LRP1 PICALM
GO_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	0.029045643153527	0.2126250324916	0.411445951114396	1.35457075631756	27	157	DAB2 WNT5A PHLDB2 SULF1 FZD4 FZD6 LGR4 FGFR1 ROR2 GPC6 PSME4 HOXB7 FZD2 SIX1 PTEN FGF1 SOX9 GPC4 FGF10 RYK ARHGEF19 CTNNB1 CLTC DAAM1 ZNRF3 PDGFA MLLT3 AP2A2 NTN4 SNAI2 TIAM1 MAGED1 AP2B1 PSMD12 GREM1 FZD7 FZD1 RXRA AR MED12 PSMD10 PSMA4 SMURF2
GO_NEGATIVE_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	0.00721500721500722	0.109255131768968	0.737548337767649	1.70819142363669	4	15	WNT5A PHLDB2 SULF1 PTEN CTNNB1
GO_REGULATION_OF_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	0.0284974093264249	0.210916312770794	-0.747364246634773	-1.62410806114218	10	7	CDK1 ISCU DNAJC15 PINK1 PARK7 CCNB1
GO_REGULATION_OF_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_PHAGOCYTOSIS	0.0146103896103896	0.152238858053472	0.824737162290312	1.59290919809698	8	7	APPL2 CD47 RAP1A
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.0176531671858775	0.168301935317945	0.418791221074422	1.38114185578927	16	160	DAB2 ANK3 STAC AKT2 ADAM10 PLS1 GPC6 VAMP7 GSN PAK1 LGALS3 PMAIP1 ITGB1 PIK3R1 PTPN9 PPP1R13B GPC4 BCL2 CLTC RAP1A SPTBN1 DLG1 YWHAZ MYO1C PPP3CC SQSTM1 RAB11FIP2 PID1 AP2B1 IQSEC2 CEMIP PRNP PRKCI ACSL3 TFDP2 LZTFL1 GPC1 SLC7A11 CNST LYPLA1 AR YWHAQ CDH2
GO_POSITIVE_REGULATION_OF_FERTILIZATION	0.00974025974025974	0.124817741005731	0.848023280085005	1.63788434038368	5	7	LHFPL2 PLCB1
GO_MACROPHAGE_MIGRATION	0.0236842105263158	0.193414484630878	0.566424685928799	1.51146513702233	17	32	CCL2 THBS1 PTK2B MMP28 CSF1 ROR2 LGALS3 C3AR1 MAPK3
GO_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION	0.0126126126126126	0.141008434402512	0.925632429137458	1.56149684285478	6	4	CCL2 FLT1 PPARG MEF2C
GO_REGULATION_OF_MESODERMAL_CELL_DIFFERENTIATION	0.0109689213893967	0.131198055893074	0.949806526916117	1.49276577555405	5	3	FGFR1 WNT3A
GO_NEGATIVE_REGULATION_OF_SYNAPSE_ORGANIZATION	0.0489913544668588	0.276401931659791	0.609526285606981	1.48011431848458	33	19	WNT5A EPHA7 PTEN PTK2 UBE3A NGEF PRNP
GO_REGULATION_OF_MESODERM_FORMATION	0.0109689213893967	0.131198055893074	0.949806526916117	1.49276577555405	5	3	FGFR1 WNT3A
GO_REGULATION_OF_GONAD_DEVELOPMENT	0.00591715976331361	0.10136621332755	0.752428281474477	1.71445612361268	3	14	SEMA3A SOX9 NUPR1
GO_POSITIVE_REGULATION_OF_GONAD_DEVELOPMENT	0.0405844155844156	0.251818346002923	0.785879801294468	1.51785953309563	24	7	SEMA3A SOX9 ZFPM2
GO_NEUTROPHIL_MIGRATION	0.0425029515938607	0.256426332288401	0.469602964607428	1.39553181899432	35	60	CCL2 SYK IL1RN RIPOR2 IL1R1 MPP1 LGALS3 MOSPD2 C3AR1 ADAM8 PDE4D NCKAP1L TGFB2 DYSF CD99L2
GO_NEURON_PROJECTION_MAINTENANCE	0.0438311688311688	0.260449756018097	0.781146306301765	1.50871719289589	26	7	MAP1A ABCD1 APP PRNP
GO_RESPONSE_TO_CHEMOKINE	0.00611995104039168	0.102021726387209	0.57529178785149	1.63751241655084	4	45	CCL2 STK39 RIPOR2 PADI2 PTK2B LOX ACKR3 CXCL12 SLC12A2 HIF1A
GO_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	0.00510725229826353	0.0953094839539066	0.429000682387527	1.42162761721571	4	208	DAB2 NOTCH1 WNT5A SEMA3C SULF1 JAG1 PAX9 FZD4 THRB FZD6 LGR4 FGFR1 CSF1 ROR2 GPC6 PSME4 HOXB7 FZD2 SIX1 FGF1 SOX9 EYA1 GPC4 FGF10 RYK RUNX2 ARHGEF19 CTNNB1 BCL2 TGFBR1 CLTC DAAM1 ZNRF3 PDGFA ACVR1 MLLT3 RBPJ AP2A2 NTN4 SNAI2 TIAM1 MAGED1 AP2B1 PSMD12 GREM1 FZD7 FZD1 TNFAIP3 RXRA CD34 AR MED12 CFLAR PSMD10 TGFB2 PSMA4 SMURF2
GO_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	0.0243362831858407	0.195967970264325	0.454749435524298	1.41954909882881	21	87	IL33 DAB2 PTK2B CAV1 RNF144B MAPK9 UBQLN2 PTEN PTK2 LRRK2 RNF139 CEBPA ANKIB1 PLK2 COP1 ZYG11B ARIH1 GCLC PSMD10 RNF217 UBQLN1 GSK3B CSNK1D CCDC22
