Gene.ID	Sample.1	Sample.2	Sample.3	Sample.4	Sample.5	Sample.6	Sample.7	Sample.8	Sample.9	Sample.10
ENSG00000243544	0	0	0	0	0	0	0	1.73	0	0
ENSG00000222057	0	0	0.68	0	2.52	0	0.76	0.58	0	0.45
ENSG00000173226	196.85	315.06	217.33	1330.24	719.01	1114.56	188.16	222.07	208.57	89.29
ENSG00000145088	3.28	26.25	3.41	0	12.61	2.39	11.33	10.36	7.01	4.04
ENSG00000163406	9.84	41.57	8.18	129.39	22.71	23.92	9.07	16.68	8.76	7.63
ENSG00000178732	0	28.44	4.09	80.87	17.66	4.78	0	4.6	2.34	3.59
ENSG00000065534	195.21	816.09	228.91	371.98	330.49	222.43	423.93	552.29	400.78	53.84
ENSG00000249993	0.55	0	0.68	0	0	0	0	2.3	0	0.9
ENSG00000214301	0	13.13	0	0	0	0	0	0.58	0.58	0.45
ENSG00000272832	0.55	0	0	0	0	0	0	0	0	0.9
ENSG00000250983	0	0	0	0	0	0	0	1.73	7.01	0.9
ENSG00000201827	0	0	0	0	0	0	0	0	0.58	0
ENSG00000091527	1190.38	1645.3	1436.84	3845.16	2444.62	4649.6	2073.54	2221.8	2235.84	543.34
ENSG00000163781	388.23	1284.3	536.86	2239.98	1185.73	2116.72	435.26	610.39	443.43	264.27
ENSG00000229453	1.09	0	0	0	0	0	2.27	2.88	0	1.35
ENSG00000168779	190.29	693.56	243.22	8737.54	4528.47	5907.67	40.05	68.46	47.32	117.1
ENSG00000187527	3.28	21.88	6.13	32.35	32.8	0	3.78	11.51	2.92	12.11
ENSG00000169855	4198.32	7497.93	5137.62	22104.64	11902.69	14116.22	2689.41	3603.67	2643.64	3262.74
ENSG00000163632	8.2	15.32	6.13	0	17.66	7.18	2.27	8.63	1.75	6.28
ENSG00000233412	0	0	0	0	25.23	0	0	0	0	0
ENSG00000197584	1.09	10.94	2.04	88.95	55.5	14.35	4.53	2.3	5.84	3.14
ENSG00000196220	524.93	945.17	643.14	3440.84	1753.36	2803.15	308.31	383.72	291.53	404.7
ENSG00000078070	146	470.4	161.47	1067.43	557.54	856.25	120.91	144.4	122.1	126.97
ENSG00000144550	20.23	85.33	34.75	88.95	73.16	150.68	17.38	18.98	12.27	8.52
ENSG00000185219	757.32	2082.88	917.02	6101.32	2906.3	4711.78	612.84	938.31	657.26	504.76
ENSG00000114857	1626.18	3507.2	1795.89	11094.77	5502.28	6295.13	1403.27	2028.5	1593.78	933.24
ENSG00000198843	545.16	575.42	754.87	1981.21	1569.2	2657.25	517.63	578.18	590.07	461.68
ENSG00000155903	168.41	280.05	198.94	934	595.39	990.19	197.98	220.34	199.22	88.84
ENSG00000075651	81.47	166.28	106.96	16.17	60.55	16.74	193.45	283.05	255.89	12.11
ENSG00000183662	20.23	63.45	24.53	153.64	181.64	165.03	21.91	26.46	33.89	7.18
ENSG00000113811	235.67	433.2	262.3	796.53	454.11	753.41	340.8	355.53	324.25	134.15
ENSG00000114650	405.72	693.56	520.51	1876.08	1213.48	2999.28	525.94	597.74	414.22	339.64
ENSG00000164054	1036.18	630.12	1690.97	2890.95	2674.2	2929.92	1528.71	1653.41	1351.32	779.79
ENSG00000154781	277.23	722.01	291.59	1617.31	928.4	1628.79	283.37	368.77	365.14	174.98
ENSG00000010318	39.92	91.89	42.92	400.29	138.76	263.09	44.58	57.53	42.06	29.16
ENSG00000178252	1032.9	2047.87	1260.39	3141.63	3491.59	5821.56	870.53	1151.75	862.91	724.6
ENSG00000163931	1479.64	1772.2	1795.2	5882.98	3451.23	3503.94	1741.81	1974.43	1688.42	818.38
ENSG00000248487	59.6	37.19	85.84	246.64	214.44	220.04	58.94	59.26	68.94	90.18
ENSG00000180767	0	0	0	0	0	0	0	0	0	0
ENSG00000163507	70.54	111.58	85.16	541.8	259.85	215.26	99.75	93.2	99.32	29.61
ENSG00000113851	261.37	704.5	336.56	1799.26	1223.57	1473.33	272.04	334.82	238.95	223.89
ENSG00000242364	0	4.38	0	0	0	0	0	0.58	0	1.79
ENSG00000242741	1.09	8.75	1.36	0	20.18	0	0	2.3	2.34	4.49
ENSG00000278554	0	13.13	0	0	0	0	0	1.15	0	0
ENSG00000239454	0	2.19	1.36	0	15.14	0	0	2.3	0	0
ENSG00000223738	0	70.01	3.41	113.21	10.09	4.78	6.05	2.88	1.75	4.04
ENSG00000213452	0	2.19	0	0	0	0	0	0	0	0
ENSG00000113805	18.59	30.63	14.31	0	27.75	16.74	18.89	30.49	16.36	17.05
ENSG00000241022	0.55	0	0	0	0	0	0	1.15	0	0.45
ENSG00000242638	0	6.56	0	0	2.52	0	0	0.58	0	0
ENSG00000266780	0	0	0	0	0	0	0	0	0	0
ENSG00000287398	0	4.38	1.36	48.52	17.66	16.74	0.76	1.15	0	2.69
ENSG00000213300	10.94	32.82	8.86	16.17	37.84	26.31	14.36	17.83	13.44	12.56
ENSG00000228868	1.09	74.39	4.09	32.35	15.14	0	4.53	6.33	1.75	10.32
ENSG00000249253	0	0	0	0	0	0	0.76	0.58	0	0.9
ENSG00000197980	8.2	15.32	7.49	0	27.75	4.78	6.8	13.23	2.92	7.63
ENSG00000144843	19.14	107.21	19.76	32.35	35.32	4.78	43.83	53.5	53.75	4.94
ENSG00000174844	6.01	70.01	12.94	72.78	80.73	102.85	4.53	17.83	2.34	12.11
ENSG00000163882	128.5	229.73	203.02	311.33	396.08	794.07	261.46	208.26	289.78	110.37
ENSG00000182973	211.06	365.38	260.93	1184.68	875.42	1602.48	442.82	470.59	479.07	160.62
ENSG00000173531	78.74	83.14	80.39	133.43	242.19	552.5	52.14	59.83	71.28	23.78
ENSG00000188958	104.99	144.4	199.62	909.74	502.04	528.58	10.58	13.81	18.7	14.81
ENSG00000144741	97.88	374.13	137.62	517.54	330.49	652.95	163.22	188.12	115.68	74.93
ENSG00000206760	0	0	0	0	0	0	0	0	0	0
ENSG00000202363	0	0	0	0	0	0	0	0	0	0
ENSG00000286781	0	0	3.41	12.13	2.52	7.18	3.78	0	1.17	0
ENSG00000285885	0	4.38	0	0	15.14	2.39	0.76	7.48	3.51	0.45
ENSG00000230757	0	6.56	0	0	0	0	1.51	0	2.34	0
ENSG00000168314	5.47	214.41	10.22	359.85	143.8	57.4	21.16	37.97	15.77	30.96
ENSG00000144893	68.35	326	107.64	574.15	290.12	174.6	86.9	144.4	101.07	58.78
ENSG00000181555	980.41	2376.06	1127.54	7524.55	3607.64	4718.96	761.71	1141.97	957.55	620.51
ENSG00000178084	0.55	35.01	0	0	17.66	7.18	0.76	1.73	0	4.04
ENSG00000233576	0.55	10.94	0	0	0	0	0	6.33	0	0
ENSG00000207351	0	0	0	0	0	0	0	0.58	0	0.45
ENSG00000238020	2.19	0	0.68	64.69	7.57	28.7	0.76	1.73	4.09	1.35
ENSG00000186038	0	15.32	0.68	8.09	63.07	2.39	2.27	7.48	2.92	3.59
ENSG00000205955	4.37	2.19	6.81	8.09	42.89	2.39	6.8	8.63	5.84	5.38
ENSG00000273181	0	0	0	0	0	0	1.51	0	0.58	0
ENSG00000272721	5.47	0	1.36	0	7.57	2.39	3.02	1.73	2.92	0.45
ENSG00000228205	10.94	4.38	12.94	121.3	30.27	11.96	18.89	15.53	8.18	2.69
ENSG00000161204	267.38	1023.94	302.49	1475.8	1024.27	1635.97	302.27	398.11	331.26	168.25
ENSG00000168137	1856.38	3117.76	2272.79	15441.3	6407.98	7883.27	1836.26	2676.87	2043.63	1132
ENSG00000234371	0	8.75	0	0	2.52	0	0	0	0	0
ENSG00000263932	0	0	0	0	0	0	0	0	0	0
ENSG00000233441	0	8.75	4.77	88.95	7.57	4.78	0	8.05	2.34	3.14
ENSG00000114770	743.1	1710.94	844.12	4451.66	2807.91	5493.89	661.21	896.32	725.61	479.18
ENSG00000223882	0	10.94	6.81	40.43	27.75	14.35	0	4.03	0	0.9
ENSG00000223529	1.09	0	3.41	4.04	7.57	7.18	5.29	6.33	1.17	1.79
ENSG00000186090	0.55	28.44	0	0	2.52	0	0	2.3	1.17	0.45
ENSG00000161202	1176.16	1809.39	1710.04	6954.45	3456.27	4553.93	1830.22	2378.86	1689.01	630.83
ENSG00000161203	3269.86	4857.14	4145.66	14369.83	11902.69	14446.28	4297.46	4625.4	4295.83	2865.67
ENSG00000270141	0	0	3.41	0	0	0	0	0	0	0.45
ENSG00000277925	0	0	0	0	0	0	0	0	0	0
ENSG00000184378	13.12	28.44	8.18	24.26	32.8	86.1	9.07	5.18	9.93	6.73
ENSG00000269889	0	4.38	0	0	2.52	0	0	5.18	0	2.24
ENSG00000085274	125.22	185.97	173.05	796.53	338.06	655.34	86.15	142.1	112.76	66.4
ENSG00000269984	11.48	15.32	8.86	141.51	27.75	16.74	14.36	12.66	9.35	11.67
ENSG00000171757	16.95	52.51	27.93	109.17	143.8	275.05	14.36	27.04	19.28	18.84
ENSG00000270135	0	0	0	0	0	0	0	0	0	0
ENSG00000270096	0	0	0	0	0	0	0	0	0	0
ENSG00000114248	0.55	2.19	1.36	36.39	15.14	2.39	0	4.6	6.43	3.59
ENSG00000240128	0	0	0.68	32.35	5.05	0	2.27	3.45	1.17	0.9
ENSG00000187033	1.09	15.32	1.36	56.61	12.61	0	3.02	4.03	0	0.9
ENSG00000244039	0.55	0	0	0	7.57	0	0	0.58	0	0
ENSG00000239219	6.01	35.01	2.73	56.61	37.84	0	0	16.11	4.09	4.49
ENSG00000244193	0	0	0	0	0	0	0	0	0	0
ENSG00000008952	2010.03	2949.29	1788.39	16318.7	6420.59	8234.86	1868	1892.16	2012.08	1395.37
ENSG00000240373	3.83	4.38	3.41	0	0	11.96	0	0	2.34	4.49
ENSG00000173890	4.37	13.13	10.22	76.82	42.89	21.53	21.16	15.53	21.62	1.79
ENSG00000201342	0	8.75	1.36	0	10.09	0	0	0	0.58	0.45
ENSG00000242583	0	0	0	0	0	0	0	0	0	0.9
ENSG00000188306	1.64	78.76	8.18	24.26	32.8	0	7.56	18.98	4.09	6.28
ENSG00000164081	101.7	153.15	106.96	335.59	292.65	459.22	142.82	157.06	163	105.44
ENSG00000288063	2.73	35.01	4.77	0	20.18	0	0	1.73	2.92	5.83
ENSG00000201595	0	0	0	0	0	0	0	0.58	0	0
ENSG00000164082	241.14	671.69	275.24	2959.68	1019.22	1559.43	346.85	439.53	313.15	542.44
ENSG00000214686	2.19	26.25	0	0	5.05	0	0	0.58	4.09	0.45
ENSG00000230732	12.03	13.13	3.41	48.52	32.8	59.79	6.8	1.15	5.26	8.52
ENSG00000114503	714.67	1391.5	899.31	4063.5	2404.25	4144.94	779.85	835.91	784.04	531.23
ENSG00000225578	0.55	0	0	60.65	2.52	0	0	1.73	4.67	2.24
ENSG00000270170	54.13	65.64	101.51	185.99	191.73	428.13	110.33	71.34	56.09	65.06
ENSG00000119227	25.15	15.32	39.51	533.71	287.6	597.94	24.94	17.26	10.52	51.15
ENSG00000286017	0	17.5	2.04	36.39	0	7.18	3.78	2.88	1.17	2.24
ENSG00000233487	0	0	0	0	0	0	0	0	0	0
ENSG00000163602	431.42	367.57	515.06	1443.45	1069.68	1700.55	563.73	703.59	560.86	308.69
ENSG00000196428	360.34	588.55	440.8	2070.16	1120.13	1183.93	453.4	598.89	498.93	236.9
ENSG00000206384	14.22	70.01	7.49	48.52	70.64	9.57	16.62	16.68	13.44	12.11
ENSG00000273328	3.83	10.94	2.04	4.04	2.52	11.96	0.76	5.18	1.17	0
ENSG00000273291	0	0	0	0	0	0	0	0	0	0
ENSG00000182983	0.55	45.95	4.77	0	116.05	7.18	2.27	8.63	4.09	3.14
ENSG00000206552	0.55	17.5	1.36	44.48	27.75	0	0	0.58	0	1.79
ENSG00000232375	0	0	0	0	0	0	0	0	0	0
ENSG00000227245	0	0	0	0	0	0	0	0	0	0
ENSG00000285766	0.55	15.32	2.73	76.82	10.09	0	0.76	1.73	0	1.35
ENSG00000163788	312.22	474.77	379.48	1787.13	1284.12	2303.27	211.59	246.8	212.08	239.59
ENSG00000241939	0	0	0	0	0	0	0	0.58	0	0.45
ENSG00000234617	24.61	105.02	19.08	347.72	108.48	176.99	11.33	23.01	28.04	27.37
ENSG00000251811	0	0	0	0	0	0	0	0	0	0
ENSG00000223916	0.55	13.13	2.04	0	0	0	1.51	4.6	0.58	2.69
ENSG00000144649	4.37	87.52	6.13	121.3	22.71	0	0	7.48	7.59	5.83
ENSG00000196639	3.83	56.89	0.68	0	27.75	9.57	9.07	13.23	4.67	11.22
ENSG00000285906	0	4.38	0	0	0	0	0	1.15	0	0.45
ENSG00000213964	0	4.38	0	0	0	0	0	0	0	0
ENSG00000197548	56.32	89.7	58.59	222.38	244.71	301.36	64.99	88.02	53.16	37.69
ENSG00000226621	0	0	0	0	20.18	0	0.76	0.58	0	0
ENSG00000235240	0	0	0	0	0	0	0	0	0	0
ENSG00000270531	1.64	2.19	2.73	0	0	0	0	2.3	0.58	0
ENSG00000144560	246.61	549.16	335.2	452.85	524.75	547.72	487.4	575.3	518.21	115.31
ENSG00000271716	2.19	0	0	0	0	0	0.76	2.88	0.58	1.79
ENSG00000272483	0.55	0	1.36	0	0	16.74	0.76	1.15	0	0.45
ENSG00000228791	1.64	32.82	0.68	97.04	17.66	0	0.76	6.33	4.09	4.94
ENSG00000265028	0	0	0	0	0	0	0	0	0	0
ENSG00000233544	0.55	0	0	0	10.09	4.78	3.78	1.73	0	0.9
ENSG00000244404	0	0	0	0	0	0	0	0	0	0
ENSG00000201713	0	6.56	0	8.09	0	66.97	3.78	2.3	0.58	0.45
ENSG00000213877	0	4.38	0	0	2.52	0	0	0	2.34	0.9
ENSG00000201962	0	0	0	0	0	0	0	0	0	0
ENSG00000229421	0	2.19	0	0	0	0	0	1.73	0	0
ENSG00000077092	68.35	159.72	89.25	307.29	196.78	205.69	83.88	71.34	65.43	91.98
ENSG00000249474	0	0	0	0	0	0	0	0	0	0
ENSG00000287682	0.55	30.63	2.73	0	7.57	0	1.51	4.03	0	3.59
ENSG00000214407	0	8.75	0	0	0	0	0	0.58	0	0.45
ENSG00000202177	0.55	0	4.09	0	20.18	4.78	2.27	2.88	0.58	4.04
ENSG00000241280	0	0	0	0	0	0	0	0	0	0
ENSG00000174173	265.74	126.9	264.34	1322.15	713.96	1399.18	274.31	246.23	261.15	157.48
ENSG00000133657	445.64	1323.68	585.23	1742.66	1412.78	2200.43	558.44	794.49	585.98	353.55
ENSG00000244675	0.55	26.25	2.73	0	12.61	2.39	0.76	3.45	2.34	3.59
ENSG00000244730	2.19	17.5	0	12.13	2.52	0	1.51	2.3	2.92	0.45
ENSG00000187492	0.55	17.5	1.36	28.3	15.14	88.5	2.27	4.6	2.92	4.49
ENSG00000185614	13.67	17.5	27.93	40.43	78.21	121.98	28.72	32.22	25.71	22.88
ENSG00000182179	2.19	63.45	1.36	16.17	25.23	7.18	7.56	20.71	9.35	13.46
ENSG00000283726	0	0	0	0	0	0	0	0	0	0
ENSG00000183763	13.12	87.52	29.98	157.69	126.14	294.19	22.67	32.79	54.33	24.68
ENSG00000164076	342.3	538.22	427.17	1839.69	736.67	1394.4	872.79	922.2	806.82	1002.78
ENSG00000264706	0	0	0.68	0	5.05	0	2.27	4.03	1.17	1.79
ENSG00000234667	0	52.51	2.04	0	12.61	4.78	0.76	3.45	4.09	2.69
ENSG00000164078	2.73	63.45	5.45	80.87	7.57	23.92	1.51	6.33	8.18	4.04
ENSG00000230698	0	13.13	2.04	0	15.14	0	3.02	4.03	0	5.38
ENSG00000228008	0.55	4.38	0.68	0	2.52	7.18	0	0	3.51	1.35
ENSG00000164077	129.59	220.98	164.87	505.41	406.17	837.12	117.13	165.11	92.89	91.53
ENSG00000004534	1967.93	2754.57	1899.44	12368.41	5726.81	7579.51	1872.54	2213.17	2259.21	1168.34
ENSG00000003756	2449.66	4196.39	2883.91	13658.22	8239.55	9820.6	2033.49	2550.88	2362.04	1693.29
ENSG00000281691	10.94	10.94	2.73	145.56	12.61	7.18	2.27	5.75	0	4.04
ENSG00000235016	17.5	39.38	12.94	40.43	100.91	181.77	24.94	22.44	16.36	13.01
ENSG00000207922	0	0	0	0	0	0	0	0	0	0
ENSG00000114013	2.19	50.32	0	56.61	30.27	0	2.27	2.3	1.75	4.94
ENSG00000287977	0	2.19	0	0	0	0	0.76	2.3	0	0.45
ENSG00000036828	2.19	87.52	4.09	185.99	27.75	0	7.56	21.86	7.01	10.77
ENSG00000240236	0.55	26.25	4.09	0	2.52	0	0	14.96	4.67	5.38
ENSG00000121552	0	4.38	0	0	0	0	0	1.73	0.58	1.79
ENSG00000160124	213.25	164.09	253.44	557.97	285.08	655.34	302.27	273.27	290.95	78.97
ENSG00000114023	368.54	433.2	500.75	679.27	509.61	1002.15	1043.57	865.82	1046.35	201
ENSG00000196981	45.38	131.27	45.65	412.42	211.92	346.81	32.49	58.11	47.32	36.79
ENSG00000242531	1.09	0	4.77	20.22	0	0	0	0.58	0.58	0
ENSG00000114030	581.25	1463.71	707.86	3768.34	2015.74	2970.58	632.49	740.99	793.97	389
ENSG00000275348	1.09	43.76	2.73	32.35	30.27	0	1.51	2.3	5.84	8.08
ENSG00000287207	0	0	2.73	28.3	2.52	0	3.02	1.73	5.84	0
ENSG00000138496	3.28	124.71	10.9	109.17	78.21	35.88	18.14	30.49	20.45	7.18
ENSG00000163840	8.2	39.38	4.77	4.04	15.14	2.39	19.65	32.22	27.46	3.59
ENSG00000173200	1.64	15.32	4.77	0	17.66	0	6.8	11.51	5.26	5.83
ENSG00000243918	1.09	43.76	0.68	0	5.05	4.78	0	2.88	0.58	0.9
ENSG00000125037	228.02	223.17	290.23	913.78	726.57	1217.41	230.48	200.78	252.39	157.93
ENSG00000144867	206.69	216.6	247.99	820.79	620.62	1045.2	287.91	290.53	270.5	121.59
ENSG00000244153	0	8.75	1.36	0	2.52	0	0	0.58	0	2.24
ENSG00000239445	7.66	100.64	14.31	303.25	95.87	69.36	32.49	52.93	13.44	15.25
ENSG00000249274	0.55	4.38	0.68	28.3	17.66	2.39	0	3.45	0	1.35
ENSG00000057019	2230.94	4415.18	2390.65	6445	3413.38	6749.57	1611.83	2044.61	1690.17	875.81
ENSG00000206712	2.73	6.56	7.49	0	10.09	0	4.53	3.45	1.17	3.59
ENSG00000207331	0	2.19	0	0	5.05	0	1.51	0	0	0.9
ENSG00000064225	65.07	170.66	56.55	206.21	113.53	258.31	69.52	100.68	87.63	48.46
ENSG00000163820	52.49	273.49	54.5	88.95	118.57	59.79	102.77	144.4	91.14	17.95
ENSG00000244119	49.21	144.4	64.04	331.55	254.81	571.63	37.03	56.95	46.15	42.62
ENSG00000224237	0	6.56	0.68	0	0	0	3.78	0.58	2.92	2.69
ENSG00000207251	0	0	0	0	0	0	0	0	0	0
ENSG00000287348	1.09	10.94	1.36	0	5.05	0	0	2.3	0	4.49
ENSG00000227523	0.55	0	0	0	0	0	0	0	0	0.45
ENSG00000230807	0	10.94	0	0	5.05	0	0	1.15	0	0.9
ENSG00000201033	0	0	0	0	0	0	0	0	0	0
ENSG00000163491	41.01	105.02	36.11	562.02	181.64	117.2	21.16	32.79	36.22	32.3
ENSG00000158234	286.52	361	282.05	1868	1198.34	1406.36	272.04	254.86	355.8	336.06
ENSG00000151276	1114.38	2166.02	1216.79	6869.54	3478.98	4618.51	819.14	1131.04	997.86	662.69
ENSG00000144559	55.77	100.64	55.18	84.91	189.21	375.51	48.36	87.45	67.77	53.39
ENSG00000065371	0.55	24.07	1.36	0	7.57	4.78	0	5.75	0	3.59
ENSG00000033867	463.14	1085.2	516.42	2664.52	1460.72	2580.72	333.25	440.68	394.94	240.94
ENSG00000163689	41.01	179.41	59.27	157.69	184.17	210.48	61.21	75.94	49.08	64.61
ENSG00000114656	18.59	155.34	29.3	331.55	113.53	198.52	30.98	69.61	34.47	31.86
ENSG00000163673	15.86	59.07	8.18	105.13	22.71	50.23	9.82	13.23	20.45	6.28
ENSG00000160791	1.64	52.51	0	48.52	32.8	0	3.02	5.18	0	4.04
ENSG00000170364	78.74	102.83	83.8	258.77	330.49	813.2	71.03	83.99	53.75	80.31
ENSG00000121570	180.99	179.41	217.33	84.91	30.27	110.02	213.85	191	266.99	6.28
ENSG00000145022	202.86	196.91	245.95	804.61	769.46	1078.69	173.05	182.95	150.15	164.21
ENSG00000070087	1990.89	1658.43	2587.55	7637.76	5451.83	9138.95	1869.51	1806.44	1812.86	1521.45
ENSG00000179407	1.64	65.64	2.04	16.17	35.32	0	6.05	14.96	2.92	6.73
ENSG00000171121	18.04	32.82	18.39	60.65	75.68	174.6	15.11	30.49	32.13	8.97
ENSG00000288787	1.64	39.38	1.36	16.17	42.89	0	1.51	7.48	0	3.14
ENSG00000288979	9.3	45.95	16.35	93	25.23	40.66	3.78	6.33	7.01	4.04
ENSG00000288988	7.11	4.38	5.45	97.04	0	23.92	11.33	9.78	1.17	0.9
ENSG00000214145	2.19	61.26	5.45	121.3	17.66	0	5.29	19.56	1.75	7.18
ENSG00000289043	8.2	26.25	8.86	185.99	83.25	31.09	24.18	19.56	16.36	13.46
ENSG00000225764	1.64	54.7	5.45	109.17	2.52	2.39	36.27	51.78	49.08	6.28
ENSG00000225790	0.55	26.25	0.68	8.09	15.14	0	0	5.18	0	5.38
ENSG00000289385	0	0	1.36	0	2.52	0	1.51	4.03	0	1.35
ENSG00000189229	1.09	43.76	4.77	109.17	58.02	95.67	17.38	30.49	17.53	22.43
ENSG00000289641	0	0	0	0	0	0	0	0.58	0	0.45
ENSG00000286329	1.64	19.69	8.18	262.81	171.55	119.59	28.72	29.92	12.27	28.71
ENSG00000229155	0	10.94	0	0	0	0	0	1.15	0	0
ENSG00000238097	0	10.94	2.04	40.43	2.52	0	2.27	1.15	0	1.35
ENSG00000289118	0.55	0	0	0	5.05	0	1.51	1.15	2.34	1.35
ENSG00000250934	0	8.75	0.68	56.61	10.09	4.78	1.51	6.33	0.58	1.35
ENSG00000289420	0	4.38	0	0	0	0	0	0	0	0
ENSG00000289460	1.64	2.19	3.41	64.69	10.09	0	1.51	5.75	3.51	1.79
ENSG00000289358	1.09	30.63	0.68	0	37.84	2.39	5.29	12.08	1.17	8.52
ENSG00000239213	43.74	113.77	36.79	121.3	126.14	188.95	12.09	43.15	38.56	24.23
ENSG00000243273	0.55	15.32	0	0	5.05	0	2.27	0	0	0.45
ENSG00000289435	0	4.38	0	0	0	0	0	1.73	0	0
ENSG00000232065	2.73	8.75	1.36	28.3	7.57	31.09	0	0.58	1.17	1.79
ENSG00000243926	2.19	0	5.45	0	22.71	23.92	5.29	8.63	11.68	1.35
ENSG00000272758	9.84	41.57	5.45	52.56	50.46	9.57	3.02	8.63	5.84	9.87
ENSG00000289069	2.73	30.63	2.73	0	0	0	163.22	224.94	172.35	26.02
ENSG00000288794	0	15.32	2.04	0	30.27	0	3.78	8.63	0.58	0.9
ENSG00000288969	2.73	24.07	2.73	0	15.14	31.09	13.6	10.93	4.09	3.59
ENSG00000289507	12.58	21.88	12.26	64.69	50.46	179.38	12.85	14.38	7.01	6.28
ENSG00000288972	1.64	8.75	0.68	0	2.52	40.66	0.76	2.3	0	3.59
ENSG00000289233	0	2.19	0.68	0	0	0	2.27	1.15	1.17	2.69
ENSG00000289632	0.55	28.44	4.09	0	25.23	11.96	0	4.6	7.59	3.59
ENSG00000289504	8.2	39.38	5.45	0	42.89	23.92	18.89	17.83	7.01	4.94
ENSG00000289138	57.96	212.23	54.5	436.67	322.92	413.78	25.69	35.09	46.15	59.67
ENSG00000288780	0	8.75	0	0	0	0	0.76	2.88	0	0.45
ENSG00000289574	40.46	102.83	40.88	137.47	184.17	361.16	16.62	42	29.8	13.46
ENSG00000289134	2.73	24.07	6.81	0	27.75	0	3.78	6.33	0.58	5.38
ENSG00000240138	0	6.56	0.68	0	2.52	0	0	2.3	0	0.9
ENSG00000243838	0.55	37.19	1.36	16.17	7.57	9.57	0	2.3	5.84	4.94
ENSG00000196542	26.25	30.63	39.51	129.39	163.98	232	26.45	44.3	25.71	60.57
ENSG00000240567	0	15.32	1.36	8.09	22.71	0	6.05	10.36	3.51	8.52
ENSG00000269888	6.01	4.38	7.49	4.04	10.09	45.44	8.31	6.33	5.26	2.24
ENSG00000234851	1.64	6.56	0.68	32.35	0	0	3.02	4.6	4.09	1.35
ENSG00000182447	1.09	24.07	0	12.13	12.61	0	0	1.73	0	2.69
ENSG00000156990	297.46	411.33	331.11	1447.5	794.69	1437.45	265.99	250.26	276.92	200.56
ENSG00000228874	0	0	0	0	0	0	0	0	0	0
ENSG00000227578	0	2.19	0.68	0	2.52	0	0	0.58	0.58	0.45
ENSG00000177463	126.31	286.61	134.21	764.18	431.4	597.94	95.97	163.38	140.8	72.68
ENSG00000237645	0	0	0	0	0	0	0	1.73	0	0
ENSG00000289417	0	43.76	4.09	0	20.18	9.57	1.51	4.03	1.75	5.38
ENSG00000228213	1.09	6.56	0	0	2.52	0	0	0	0	2.24
ENSG00000252982	2.19	0	0.68	0	0	0	0	0	0	0
ENSG00000232601	0.55	4.38	1.36	28.3	7.57	0	3.02	7.48	0	0.45
ENSG00000213169	0.55	4.38	1.36	0	5.05	2.39	3.02	5.75	0.58	2.69
ENSG00000285614	0.55	30.63	4.09	88.95	10.09	16.74	3.78	11.51	1.75	3.59
ENSG00000183185	0.55	59.07	0	0	15.14	9.57	0.76	6.9	4.09	7.18
ENSG00000250750	0	0	0	0	2.52	0	0	0	0	0
ENSG00000231362	0.55	0	0	0	2.52	4.78	1.51	1.15	0.58	1.79
ENSG00000132182	158.02	212.23	219.38	719.7	587.82	612.29	210.07	310.09	219.09	112.17
ENSG00000238138	0	0	0	0	0	0	0	0	0	0
ENSG00000223398	0	0	0	0	2.52	0	0	0.58	0	0
ENSG00000244502	0	4.38	0	0	0	7.18	0	0	0	0.45
ENSG00000163517	105.53	210.04	114.46	436.67	502.04	789.28	98.24	127.72	107.5	69.54
ENSG00000163520	45.38	129.09	51.1	133.43	15.14	0	145.09	193.3	166.51	6.28
ENSG00000114204	27.34	24.07	40.88	101.08	68.12	28.7	34.76	40.85	30.38	20.64
ENSG00000234742	25.15	4.38	23.85	60.65	63.07	88.5	22.67	39.7	44.99	16.15
ENSG00000114473	144.9	284.43	141.71	1479.84	623.14	1004.54	120.91	168.56	130.87	163.77
ENSG00000199306	0	0	0	0	0	0	0	1.15	0	0
ENSG00000182899	2895.85	1890.35	3794.8	5571.65	5318.12	11949.28	5882.09	4144.45	5404.7	1846.28
ENSG00000201622	0.55	6.56	0.68	125.34	12.61	0	0.76	0	1.17	0.9
ENSG00000286755	1.09	39.38	7.49	0	47.93	38.27	0.76	8.05	2.92	8.52
ENSG00000232832	0.55	2.19	0	0	0	0	0	1.15	1.17	2.24
ENSG00000212297	0	0	0	0	0	0	0	0	0	0
ENSG00000213113	0	0	0	0	0	0	0	1.15	0	0
ENSG00000236246	0.55	13.13	0	0	0	0	0	2.88	0	0
ENSG00000222792	0	0	0	0	0	0	0	0	0	0
ENSG00000230304	0	0	0	0	0	0	0	0	0	0
ENSG00000226008	0	0	0	0	0	0	0	0	0	0
ENSG00000185621	136.7	236.29	149.88	1026.99	398.61	636.21	153.4	212.29	207.99	71.79
ENSG00000114745	147.64	319.43	148.52	667.14	433.93	648.17	178.34	192.15	162.42	104.09
ENSG00000289446	1.64	10.94	5.45	0	17.66	14.35	3.02	1.73	5.84	4.49
ENSG00000119231	313.86	540.41	350.18	1900.34	1092.38	985.41	327.2	314.69	364.56	188.44
ENSG00000163975	23.51	159.72	35.43	181.95	93.34	215.26	27.96	47.75	27.46	36.79
ENSG00000075711	462.59	1144.27	553.21	1625.4	900.65	1205.45	920.4	1116.66	1056.87	208.18
ENSG00000289396	4.92	6.56	5.45	0	25.23	38.27	3.78	16.68	17.53	2.24
