Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm
WDR76	100.737	-2.78512	0.30583	-9.10676	8.48788e-20	4.15885e-19	199	228	18	24	167.34	185.04	22.43	28.14
WDR77	226.049	-1.95762	0.183921	-10.6438	1.86359e-26	1.11447e-25	428	443	73	80	359.9	359.52	90.97	93.8
WDR78	6.80181	0.416815	0.889206	0.46875	0.639248	0.698571	8	6	5	8	6.73	4.87	6.23	9.38
WDR8	155.163	-0.336349	0.200246	-1.67967	0.0930206	0.130843	219	200	109	118	184.16	162.31	135.83	138.36
WDR81	398.754	-0.340462	0.12803	-2.65924	0.00783169	0.0134234	524	555	293	289	440.63	450.42	365.11	338.86
WDR82	896.075	0.788643	0.0894828	8.81334	1.21469e-18	5.70015e-18	781	810	895	985	656.74	657.37	1115.26	1154.93
WDR83	138.622	0.73383	0.215439	3.40621	0.000658709	0.00129237	115	137	153	133	96.7	111.18	190.65	155.94
WDR85	198.722	-0.292717	0.176709	-1.65649	0.0976221	0.136659	262	268	136	160	220.31	217.5	169.47	187.6
WDR86	35.1228	-0.301874	0.406827	-0.742021	0.458074	0.528241	45	49	26	26	37.84	39.77	32.4	30.49
WDR87	3.27116	-0.726981	1.26643	-0.574039	0.565941	0.632968	7	3	1	3	5.89	2.43	1.25	3.52
WDR88	4.37528	0.68366	1.08429	0.630514	0.528358	0.597677	3	5	5	4	2.52	4.06	6.23	4.69
WDR89	45.1494	-0.775973	0.370004	-2.0972	0.0359759	0.055043	75	63	26	29	63.07	51.13	32.4	34
WDR90	417.013	-1.6452	0.144548	-11.3816	5.16177e-30	3.39081e-29	793	737	140	195	666.83	598.13	174.45	228.64
WDR91	215.698	0.0962624	0.183736	0.523915	0.600337	0.663153	210	296	181	188	176.59	240.22	225.54	220.43
WDR92	45.173	-0.575852	0.363566	-1.5839	0.113216	0.156392	67	64	28	32	56.34	51.94	34.89	37.52
WDR93	1.95235	1.63136	1.57514	1.03569	0.300347	NA	1	1	4	1	0.84	0.81	4.98	1.17
WDSUB1	30.2552	0.280577	0.436895	0.642206	0.520739	0.590052	36	30	26	29	30.27	24.35	32.4	34
WDTC1	766.321	0.986068	0.0960112	10.2703	9.58624e-25	5.47527e-24	608	637	802	885	511.27	516.97	999.37	1037.68
WDYHV1	47.7717	-0.178173	0.356782	-0.499389	0.617505	0.679252	53	70	40	34	44.57	56.81	49.84	39.87
WEE1	167.387	-3.71177	0.283104	-13.111	2.84987e-39	2.35423e-38	368	386	15	24	309.45	313.27	18.69	28.14
WEE2	1.92691	-0.169232	1.50835	-0.112197	0.910667	NA	2	3	1	2	1.68	2.43	1.25	2.35
WFDC1	127.032	-0.632138	0.22112	-2.8588	0.00425245	0.00756959	189	185	76	89	158.93	150.14	94.7	104.35
WFDC10B	1.22799	-0.0342266	1.75579	-0.0194936	0.984447	NA	2	1	1	1	1.68	0.81	1.25	1.17
WFDC13	1.22066	-0.0247955	1.75776	-0.0141064	0.988745	NA	1	2	1	1	0.84	1.62	1.25	1.17
WFDC2	23.2755	-0.130606	0.506982	-0.257616	0.796704	0.834017	30	29	13	24	25.23	23.54	16.2	28.14
WFDC3	3.08306	-0.555975	1.2781	-0.435002	0.663561	0.720116	4	5	3	1	3.36	4.06	3.74	1.17
WFIKKN1	83.2498	0.720622	0.271612	2.65313	0.00797495	0.0136543	81	71	76	96	68.11	57.62	94.7	112.56
WFIKKN2	28.5226	4.91711	0.776467	6.33267	2.40958e-10	7.77605e-10	1	3	40	52	0.84	2.43	49.84	60.97
WFS1	780.14	1.41614	0.0987472	14.3411	1.21138e-46	1.15893e-45	528	501	892	988	443.99	406.6	1111.52	1158.45
WHAMM	95.8089	0.634958	0.260052	2.44166	0.0146199	0.0239046	74	108	96	97	62.23	87.65	119.63	113.73
WHAMML1	7.00237	1.62715	0.943201	1.72514	0.084503	0.120046	4	4	4	14	3.36	3.25	4.98	16.42
WHAMML2	3.16224	-0.127503	1.24365	-0.102523	0.918342	0.933721	5	3	2	3	4.2	2.43	2.49	3.52
WHSC1	1128.08	-1.24233	0.0852512	-14.5726	4.19419e-48	4.10894e-47	1906	1934	523	587	1602.75	1569.57	651.71	688.27
WHSC1L1	332.197	0.19006	0.140074	1.35685	0.174828	0.230296	358	394	268	319	301.04	319.76	333.96	374.03
WHSC2	357.936	-0.346816	0.137704	-2.51856	0.0117837	0.019635	452	519	266	255	380.09	421.2	331.46	298.99
WIBG	121.7	-1.11665	0.232566	-4.80141	1.57555e-06	3.95432e-06	186	218	62	65	156.41	176.92	77.26	76.21
WIF1	44.9736	6.43807	0.933843	6.89417	5.41804e-12	1.91124e-11	1	1	64	84	0.84	0.81	79.75	98.49
WIPF1	252.066	0.0876682	0.156228	0.561156	0.574691	0.640069	284	308	208	222	238.81	249.96	259.19	260.3
WIPF2	374.637	1.06486	0.136271	7.81433	5.52551e-15	2.23131e-14	279	308	379	462	234.61	249.96	472.27	541.7
WIPF3	43.0766	3.05642	0.4452	6.86527	6.63655e-12	2.3331e-11	11	11	55	73	9.25	8.93	68.54	85.59
WIPI1	139.621	-1.53314	0.239051	-6.41345	1.42264e-10	4.6553e-10	228	276	44	75	191.72	223.99	54.83	87.94
WIPI2	740.691	0.509667	0.0985282	5.1728	2.3061e-07	6.15123e-07	758	721	688	753	637.4	585.14	857.32	882.9
WISP1	6.34718	-1.27254	0.965628	-1.31784	0.187558	0.244949	12	10	2	4	10.09	8.12	2.49	4.69
WISP2	158.67	-3.79114	0.298611	-12.6959	6.22771e-37	4.84144e-36	383	333	18	17	322.06	270.25	22.43	19.93
WISP3	1.62243	1.3203	1.63162	0.809196	0.418402	NA	1	1	2	2	0.84	0.81	2.49	2.35
WIT1	9.49032	-3.63408	1.09428	-3.32099	0.000896982	0.00173503	22	21	1	1	18.5	17.04	1.25	1.17
WIZ	526.83	-0.241077	0.113821	-2.11804	0.0341713	0.0525063	656	727	376	424	551.63	590.01	468.53	497.15
WLS	365.291	-0.29666	0.132972	-2.231	0.025681	0.040268	490	485	256	287	412.04	393.61	319	336.51
WNK1	2122.9	0.472271	0.0664445	7.10775	1.17951e-12	4.308e-12	2110	2197	1917	2171	1774.29	1783.02	2388.78	2545.53
WNK2	885.003	2.39884	0.100035	23.98	4.49897e-127	1.21258e-125	327	356	1151	1315	274.97	288.92	1434.26	1541.86
WNK3	33.1715	0.551992	0.430289	1.28284	0.199548	0.25888	29	36	39	26	24.39	29.22	48.6	30.49
WNK4	158.579	-4.48689	0.348419	-12.8779	5.99809e-38	4.77507e-37	347	389	14	8	291.79	315.7	17.45	9.38
WNT1	4.30675	1.21054	1.12802	1.07315	0.283202	0.35117	4	2	7	3	3.36	1.62	8.72	3.52
WNT10A	9.62509	-0.338264	0.766708	-0.44119	0.659076	0.71609	16	10	7	7	13.45	8.12	8.72	8.21
WNT10B	88.803	2.14253	0.280067	7.65009	2.00839e-14	7.94034e-14	42	37	115	125	35.32	30.03	143.3	146.56
WNT11	22.3855	0.596703	0.520198	1.14707	0.251353	0.316577	24	19	16	29	20.18	15.42	19.94	34
WNT16	5.5843	2.02756	1.05698	1.91826	0.0550784	0.0814638	1	4	9	6	0.84	3.25	11.21	7.04
WNT2	6.69935	3.09842	1.08073	2.86697	0.00414428	0.00738904	1	2	12	8	0.84	1.62	14.95	9.38
WNT2B	22.876	1.6817	0.521986	3.22173	0.00127418	0.00242245	14	12	27	31	11.77	9.74	33.64	36.35
WNT3	27.8762	0.671702	0.457539	1.46808	0.142083	0.191872	24	28	24	33	20.18	22.72	29.91	38.69
WNT3A	1.43089	-0.380266	1.67543	-0.226967	0.82045	NA	2	2	1	1	1.68	1.62	1.25	1.17
WNT4	11.4589	0.918724	0.700568	1.3114	0.189723	0.247353	10	9	11	14	8.41	7.3	13.71	16.42
WNT5A	131.339	-3.00369	0.282025	-10.6504	1.73553e-26	1.0386e-25	289	277	17	31	243.02	224.8	21.18	36.35
WNT5B	58.5075	-1.15445	0.33227	-3.47444	0.000511912	0.00101791	92	104	26	34	77.36	84.4	32.4	39.87
WNT6	17.9253	-0.851237	0.575864	-1.47819	0.139357	0.188495	28	28	11	10	23.55	22.72	13.71	11.73
WNT7A	19.4712	4.34899	0.820229	5.30217	1.14433e-07	3.127e-07	1	3	26	36	0.84	2.43	32.4	42.21
WNT7B	56.3696	0.55618	0.336339	1.65363	0.0982034	0.137341	66	44	56	55	55.5	35.71	69.78	64.49
WNT8A	1.62243	1.3203	1.63162	0.809196	0.418402	NA	1	1	2	2	0.84	0.81	2.49	2.35
WNT8B	2.0469	-1.0985	1.51962	-0.722878	0.469755	NA	3	4	1	1	2.52	3.25	1.25	1.17
WNT9A	12.5738	-0.524162	0.67259	-0.779319	0.435792	0.507797	19	17	8	9	15.98	13.8	9.97	10.55
WNT9B	3.9876	2.24556	1.2453	1.80323	0.0713526	0.102914	1	2	8	3	0.84	1.62	9.97	3.52
WRAP53	80.7637	-1.01746	0.284537	-3.57585	0.000349091	0.000706476	124	138	49	39	104.27	112	61.06	45.73
WRB	186.361	1.07909	0.187894	5.74305	9.29869e-09	2.72789e-08	137	153	185	235	115.2	124.17	230.53	275.54
WRN	68.7488	-2.21404	0.33962	-6.51917	7.06977e-11	2.3565e-10	140	134	22	18	117.73	108.75	27.41	21.11
WRNIP1	553.133	0.0188566	0.110772	0.170229	0.86483	0.89058	677	653	438	484	569.29	529.95	545.79	567.5
WSB1	464.78	-0.608699	0.120118	-5.06752	4.03034e-07	1.05855e-06	679	680	302	307	570.97	551.87	376.32	359.96
WSB2	736.302	1.53527	0.1055	14.5523	5.64824e-48	5.5119e-47	433	482	824	992	364.11	391.18	1026.79	1163.14
WSCD1	339.141	3.14902	0.167377	18.8139	5.80863e-79	9.33318e-78	83	83	462	549	69.79	67.36	575.7	643.71
WSCD2	487.879	7.40698	0.726101	10.201	1.96171e-24	1.11176e-23	10	2	778	829	8.41	1.62	969.47	972.02
WT1	30.965	-5.37444	0.959888	-5.59903	2.15554e-08	6.16782e-08	73	74	1	1	61.39	60.06	1.25	1.17
WTAP	213.243	-0.186338	0.171416	-1.08705	0.277014	0.344276	257	293	165	165	216.11	237.79	205.61	193.47
WTIP	93.5344	0.104188	0.255539	0.407721	0.683479	0.736991	112	106	86	74	94.18	86.03	107.16	86.77
WWC1	254.288	1.07587	0.157456	6.83282	8.3259e-12	2.91182e-11	193	203	280	291	162.29	164.75	348.91	341.2
WWC2	141.556	-1.31453	0.218506	-6.016	1.78784e-09	5.48992e-09	242	247	70	64	203.5	200.46	87.23	75.04
WWC3	261.939	0.0278117	0.162141	0.171528	0.863809	0.889825	292	337	190	249	245.54	273.5	236.76	291.96
WWOX	133.248	1.0397	0.213963	4.85924	1.17839e-06	2.98527e-06	102	109	143	154	85.77	88.46	178.19	180.57
WWP1	147.483	-0.396192	0.203936	-1.94272	0.0520497	0.0774215	201	205	97	114	169.02	166.37	120.87	133.67
WWP2	439.883	0.507467	0.122476	4.14338	3.4222e-05	7.61327e-05	425	455	397	459	357.38	369.26	494.7	538.18
WWTR1	237.708	-1.51729	0.17705	-8.56987	1.03606e-17	4.68887e-17	417	437	86	118	350.65	354.66	107.16	138.36
XAB2	646.457	-0.0474915	0.102391	-0.463827	0.642771	0.701572	790	801	500	553	664.31	650.07	623.05	648.4
XAF1	27.8286	0.306513	0.463084	0.661896	0.508038	0.577297	36	24	24	27	30.27	19.48	29.91	31.66
XAGE3	1.83667	-0.891115	1.56925	-0.567861	0.570129	NA	2	4	1	1	1.68	3.25	1.25	1.17
XBP1	582.343	-2.42709	0.126842	-19.1348	1.29663e-81	2.12623e-80	1125	1255	146	156	946.01	1018.52	181.93	182.91
XCL1	1.72402	0.108848	1.56401	0.0695956	0.944516	NA	2	2	1	2	1.68	1.62	1.25	2.35
XCL2	1.3293	0.949875	1.72791	0.549726	0.582507	NA	1	1	2	1	0.84	0.81	2.49	1.17
XDH	6.20739	-2.97449	1.18415	-2.51192	0.0120075	0.019987	17	10	1	1	14.3	8.12	1.25	1.17
XG	1.43089	-0.380266	1.67543	-0.226967	0.82045	NA	2	2	1	1	1.68	1.62	1.25	1.17
XIAP	165.985	0.731517	0.190875	3.83244	0.000126876	0.000268214	147	155	168	175	123.61	125.79	209.35	205.19
XIRP1	3.97711	0.165731	1.13072	0.146571	0.883471	0.905983	6	3	3	4	5.05	2.43	3.74	4.69
XIST	198.79	0.505507	0.177923	2.84116	0.00449494	0.00797454	193	205	173	214	162.29	166.37	215.58	250.92
XK	88.5705	0.406546	0.263191	1.54468	0.122423	0.167871	101	83	84	83	84.93	67.36	104.67	97.32
XKR3	4.94604	-2.61751	1.23083	-2.12663	0.0334511	0.0514944	11	10	1	1	9.25	8.12	1.25	1.17
XKR4	14.5047	4.29181	0.925885	4.63536	3.56312e-06	8.68072e-06	1	2	22	24	0.84	1.62	27.41	28.14
XKR5	7.39139	-2.24113	0.984411	-2.27662	0.0228087	0.0360802	13	17	2	2	10.93	13.8	2.49	2.35
XKR6	18.01	0.780852	0.568816	1.37277	0.169825	0.224395	14	18	15	23	11.77	14.61	18.69	26.97
XKR7	46.6789	6.00574	0.814325	7.37511	1.64207e-13	6.23632e-13	1	2	66	87	0.84	1.62	82.24	102.01
XKR8	87.4802	0.325587	0.259703	1.25369	0.209955	0.270984	89	99	81	80	74.84	80.35	100.93	93.8
XKR9	6.0809	0.52393	0.933331	0.561355	0.574555	0.640032	5	7	5	7	4.2	5.68	6.23	8.21
XKRX	2.24577	0.200312	1.41683	0.14138	0.887569	0.909177	3	2	2	2	2.52	1.62	2.49	2.35
XPA	59.3935	0.733279	0.315796	2.322	0.0202328	0.0323348	49	59	58	65	41.2	47.88	72.27	76.21
XPC	309.82	-0.0621093	0.144113	-0.430976	0.666486	0.722129	357	410	241	261	300.2	332.74	300.31	306.03
XPNPEP1	217.405	-0.611044	0.172162	-3.54924	0.000386348	0.000779	299	338	132	153	251.43	274.31	164.49	179.39
XPNPEP2	3.38381	-1.33863	1.27182	-1.05253	0.292557	0.361022	7	5	1	2	5.89	4.06	1.25	2.35
XPNPEP3	32.6871	-0.475344	0.43038	-1.10448	0.269387	0.335892	48	44	26	19	40.36	35.71	32.4	22.28
XPO1	700.027	-1.38416	0.110296	-12.5495	4.0027e-36	3.05088e-35	1184	1269	281	362	995.62	1029.88	350.15	424.45
XPO4	147.039	-0.604585	0.206189	-2.93219	0.00336578	0.00606699	201	229	95	98	169.02	185.85	118.38	114.91
XPO5	471.52	-2.33463	0.136147	-17.1479	6.51924e-66	8.63947e-65	941	965	124	134	791.28	783.16	154.52	157.12
XPO6	992.795	-0.666226	0.087848	-7.58385	3.35452e-14	1.31351e-13	1411	1540	606	665	1186.5	1249.82	755.14	779.72
XPO7	606.68	-0.37818	0.106289	-3.55805	0.000373624	0.000754385	810	851	410	464	681.13	690.65	510.9	544.05
XPOT	293.283	-1.43764	0.157374	-9.13518	6.52987e-20	3.21203e-19	511	527	116	146	429.7	427.7	144.55	171.19
XPR1	184.656	-0.403459	0.183283	-2.20129	0.0277154	0.0432684	259	250	130	133	217.79	202.89	161.99	155.94
XRCC1	256.524	-0.509393	0.15995	-3.18471	0.00144899	0.00273641	362	368	156	195	304.4	298.66	194.39	228.64
XRCC2	33.0912	-4.27694	0.704993	-6.06664	1.30611e-09	4.04965e-09	72	81	3	2	60.54	65.74	3.74	2.35
XRCC3	248.277	-1.42415	0.167847	-8.48479	2.16105e-17	9.62702e-17	440	436	106	117	369.99	353.84	132.09	137.18
XRCC4	15.7116	-1.43091	0.661092	-2.16447	0.0304283	0.0471763	26	30	3	11	21.86	24.35	3.74	12.9
XRCC5	983.587	-1.21118	0.0920651	-13.1556	1.57933e-39	1.31332e-38	1588	1741	455	528	1335.34	1412.94	566.98	619.09
XRCC6	796.264	-0.895725	0.0967667	-9.25654	2.11162e-20	1.05467e-19	1252	1256	433	489	1052.8	1019.33	539.56	573.36
XRCC6BP1	19.6827	-0.956064	0.555281	-1.72177	0.0851119	0.120823	34	29	11	11	28.59	23.54	13.71	12.9
XRN1	120.071	-0.16082	0.225226	-0.714037	0.475204	0.544963	154	153	84	104	129.5	124.17	104.67	121.94
XRN2	307.738	-1.97793	0.159217	-12.4229	1.96307e-35	1.47323e-34	583	606	100	106	490.24	491.81	124.61	124.29
XRRA1	73.2428	-0.71768	0.299218	-2.39852	0.0164616	0.026702	108	113	35	57	90.82	91.71	43.61	66.83
XYLB	50.2843	-2.3478	0.401914	-5.84155	5.17169e-09	1.54534e-08	96	108	15	12	80.73	87.65	18.69	14.07
XYLT1	221.409	0.476941	0.167858	2.84134	0.00449247	0.00797096	230	218	199	228	193.41	176.92	247.97	267.33
XYLT2	406.419	-0.551259	0.131554	-4.19036	2.78516e-05	6.24835e-05	611	558	256	290	513.79	452.86	319	340.03
YAF2	5.8316	1.0413	0.977583	1.06517	0.286798	0.355097	4	5	9	4	3.36	4.06	11.21	4.69
YAP1	288.624	-1.64039	0.159274	-10.2991	7.10877e-25	4.06951e-24	514	545	108	124	432.22	442.3	134.58	145.39
YARS	969.56	-0.344449	0.0917075	-3.75595	0.000172683	0.000360445	1217	1412	693	721	1023.37	1145.94	863.55	845.38
YARS2	101.632	-1.15514	0.25298	-4.56614	4.96799e-06	1.1936e-05	162	178	53	51	136.23	144.46	66.04	59.8
YBX1	539.492	-2.83709	0.137618	-20.6157	1.98448e-94	3.78063e-93	1142	1150	103	116	960.3	933.3	128.35	136.01
YBX2	23.9703	-2.19847	0.572706	-3.83874	0.000123666	0.000261784	43	53	4	10	36.16	43.01	4.98	11.73
YDJC	370.608	-1.99853	0.148439	-13.4636	2.56053e-41	2.20555e-40	721	714	128	117	606.29	579.46	159.5	137.18
YEATS2	545.278	-0.438207	0.11133	-3.93612	8.28111e-05	0.000177999	753	766	382	384	633.2	621.66	476.01	450.25
YEATS4	49.3396	-0.823686	0.354198	-2.32549	0.0200456	0.0320532	74	79	25	34	62.23	64.11	31.15	39.87
YES1	126.4	-1.6594	0.24502	-6.7725	1.26576e-11	4.3848e-11	226	239	59	41	190.04	193.96	73.52	48.07
YIF1A	370.501	-1.15249	0.140131	-8.22436	1.96232e-16	8.41418e-16	585	654	171	210	491.92	530.77	213.08	246.23
YIF1B	481.588	-0.47216	0.117878	-4.00552	6.18824e-05	0.00013483	648	708	321	347	544.9	574.59	400	406.86
YIPF1	86.194	-0.0579109	0.262166	-0.220894	0.825175	0.858037	104	109	64	76	87.45	88.46	79.75	89.11
YIPF2	304.707	-0.586594	0.145096	-4.04281	5.28145e-05	0.000115893	430	456	199	204	361.59	370.08	247.97	239.19
YIPF3	553.574	0.0223181	0.11111	0.200865	0.840804	0.871573	627	704	439	485	527.24	571.34	547.04	568.67
YIPF4	85.8345	-0.379217	0.279158	-1.35843	0.174328	0.229722	126	109	48	76	105.95	88.46	59.81	89.11
YIPF5	116.116	-0.686785	0.231672	-2.96447	0.00303203	0.00549303	167	180	76	71	140.43	146.08	94.7	83.25
YIPF6	50.0449	-1.0831	0.354736	-3.05325	0.00226378	0.00416748	78	87	25	28	65.59	70.61	31.15	32.83
YIPF7	1.93395	1.62706	1.55916	1.04354	0.296696	NA	1	1	3	2	0.84	0.81	3.74	2.35
YJEFN3	207.68	2.44284	0.199467	12.2469	1.74641e-34	1.28104e-33	73	83	250	333	61.39	67.36	311.53	390.45
YKT6	723.768	-0.846937	0.103956	-8.1471	3.72766e-16	1.57376e-15	1057	1198	396	461	888.83	972.26	493.46	540.53
YLPM1	598.21	0.24487	0.108833	2.24995	0.0244519	0.0384645	618	709	507	568	519.67	575.4	631.77	665.99
YME1L1	341.694	-1.19287	0.142177	-8.39001	4.86094e-17	2.12959e-16	578	573	168	176	486.04	465.03	209.35	206.36
YOD1	86.1309	-0.624692	0.266035	-2.34816	0.0188666	0.030331	128	125	56	56	107.63	101.45	69.78	65.66
YPEL1	165.28	1.21543	0.198294	6.1294	8.82087e-10	2.76426e-09	107	134	181	202	89.98	108.75	225.54	236.85
YPEL2	257.378	2.40828	0.173791	13.8573	1.14843e-43	1.03547e-42	106	91	351	366	89.14	73.85	437.38	429.14
YPEL3	1071.81	2.83172	0.0975472	29.0292	2.8161e-185	1.26049e-183	311	328	1440	1676	261.52	266.19	1794.39	1965.14
YPEL4	234.392	3.53099	0.209053	16.8904	5.29327e-64	6.80408e-63	42	48	339	376	35.32	38.96	422.43	440.87
YPEL5	373.303	1.72558	0.144725	11.9232	8.96532e-33	6.33275e-32	185	235	433	518	155.57	190.72	539.56	607.36
YRDC	114.798	-1.04253	0.240905	-4.32753	1.50788e-05	3.46299e-05	167	208	62	62	140.43	168.81	77.26	72.7
YSK4	2.11845	1.13603	1.4755	0.769933	0.441339	0.512729	1	2	2	3	0.84	1.62	2.49	3.52
YTHDC1	382.313	0.488926	0.128842	3.79478	0.000147773	0.00031037	385	385	361	378	323.75	312.45	449.84	443.21
YTHDC2	138.551	-0.22295	0.213767	-1.04296	0.296968	0.365707	163	199	96	116	137.07	161.5	119.63	136.01
YTHDF1	539.839	-0.103269	0.111362	-0.927321	0.35376	0.424764	656	698	431	430	551.63	566.48	537.07	504.18
YTHDF2	256.476	-0.923047	0.161522	-5.7147	1.09896e-08	3.20625e-08	380	434	144	149	319.54	352.22	179.44	174.7
YTHDF3	270.757	-0.421959	0.152265	-2.77121	0.0055849	0.00979436	365	386	187	196	306.93	313.27	233.02	229.81
YWHAB	1662.86	0.677237	0.0709591	9.54404	1.37373e-21	7.14601e-21	1502	1597	1613	1776	1263.03	1296.08	2009.96	2082.39
YWHAE	2236.1	0.385318	0.0671817	5.73545	9.72521e-09	2.84825e-08	2284	2413	1947	2251	1920.61	1958.32	2426.16	2639.33
YWHAG	3857.97	1.83768	0.0582152	31.567	1.04925e-218	5.97734e-217	2043	2040	4719	5269	1717.95	1655.6	5880.36	6177.99
YWHAH	3080.16	2.90117	0.0656854	44.1676	0	0	889	871	4277	4722	747.56	706.88	5329.58	5536.62
YWHAQ	1319.81	0.170805	0.0764785	2.23338	0.0255242	0.0400364	1477	1530	1103	1212	1242	1241.7	1374.45	1421.09
YWHAZ	785.331	0.0729966	0.0972539	0.750577	0.452907	0.523292	870	985	628	706	731.58	799.4	782.55	827.8
YY1	474.293	-0.398169	0.123444	-3.2255	0.00125752	0.00239258	682	623	314	364	573.49	505.61	391.28	426.8
YY1AP1	286.762	0.215748	0.152052	1.4189	0.155927	0.207911	321	321	269	240	269.93	260.51	335.2	281.4
YY2	17.2469	-0.770628	0.591343	-1.30318	0.192513	0.250599	21	32	10	11	17.66	25.97	12.46	12.9
ZADH2	251.519	0.570596	0.156582	3.64406	0.00026837	0.000549581	243	247	236	262	204.34	200.46	294.08	307.2
ZAK	146.155	-1.07706	0.223419	-4.82081	1.42975e-06	3.60127e-06	211	270	86	69	177.43	219.12	107.16	80.9
ZAN	2.25712	-1.27975	1.48001	-0.864686	0.387211	0.458528	4	4	1	1	3.36	3.25	1.25	1.17
ZAP70	295.419	-5.17022	0.307075	-16.837	1.30749e-63	1.67088e-62	695	697	15	11	584.42	565.66	18.69	12.9
ZAR1	2.52783	0.468668	1.39687	0.335513	0.737238	0.783832	4	1	1	4	3.36	0.81	1.25	4.69
ZAR1L	1.22799	-0.0342266	1.75579	-0.0194936	0.984447	NA	2	1	1	1	1.68	0.81	1.25	1.17
ZBBX	5.08454	2.20881	1.10929	1.9912	0.0464587	0.0696901	3	1	8	6	2.52	0.81	9.97	7.04
ZBED2	1.72402	0.108848	1.56401	0.0695956	0.944516	NA	2	2	1	2	1.68	1.62	1.25	2.35
ZBED3	59.2365	-0.00724019	0.316256	-0.0228934	0.981735	0.984822	66	78	44	54	55.5	63.3	54.83	63.32
ZBED4	256.345	-1.32867	0.168438	-7.8882	3.06588e-15	1.25102e-14	426	463	104	138	358.22	375.76	129.59	161.81
ZBED5	119.646	-0.197264	0.229457	-0.859702	0.389953	0.461526	143	167	80	105	120.25	135.53	99.69	123.11
ZBED6	67.0256	0.25896	0.300823	0.86084	0.389326	0.460815	63	85	58	63	52.98	68.98	72.27	73.87
ZBP1	4.59714	-0.977363	1.08817	-0.898172	0.369094	0.440673	7	8	2	3	5.89	6.49	2.49	3.52
ZBTB1	126.576	-0.890659	0.232626	-3.82872	0.000128811	0.00027214	215	183	63	84	180.79	148.52	78.5	98.49
ZBTB10	117.57	0.622189	0.225094	2.76413	0.00570753	0.00998994	113	111	115	121	95.02	90.08	143.3	141.87
ZBTB11	133.357	0.475496	0.211617	2.24696	0.0246425	0.0387435	136	134	122	135	114.36	108.75	152.02	158.29
ZBTB12	78.2544	-1.18284	0.289402	-4.08718	4.36647e-05	9.63214e-05	139	124	39	40	116.88	100.63	48.6	46.9
ZBTB16	264.155	6.55167	0.412943	15.8658	1.09308e-56	1.2519e-55	7	6	414	452	5.89	4.87	515.89	529.98
ZBTB17	321.175	0.444715	0.140386	3.1678	0.00153595	0.00289286	311	348	299	314	261.52	282.43	372.58	368.17
ZBTB2	83.4621	-1.38704	0.292133	-4.74798	2.05454e-06	5.10681e-06	129	164	43	33	108.48	133.1	53.58	38.69
ZBTB20	22.3494	2.82332	0.589323	4.79078	1.66135e-06	4.15775e-06	7	6	33	32	5.89	4.87	41.12	37.52
ZBTB22	273.318	0.922447	0.152137	6.06324	1.33403e-09	4.13258e-09	226	231	278	315	190.04	187.47	346.42	369.34
ZBTB24	77.0607	-0.267864	0.28045	-0.955123	0.339516	0.410611	102	102	50	66	85.77	82.78	62.31	77.39
ZBTB25	36.5773	-0.696525	0.419217	-1.66149	0.096615	0.135411	43	67	25	21	36.16	54.38	31.15	24.62
ZBTB26	29.3193	-0.875633	0.45713	-1.9155	0.0554284	0.0819331	46	46	19	15	38.68	37.33	23.68	17.59
ZBTB3	48.5357	0.715673	0.354557	2.0185	0.0435396	0.0656254	36	53	49	51	30.27	43.01	61.06	59.8
ZBTB32	4.99129	0.253507	1.0215	0.24817	0.804003	0.840205	4	7	5	4	3.36	5.68	6.23	4.69
ZBTB33	132.916	-0.0362018	0.213942	-0.169213	0.865629	0.891076	153	173	111	106	128.66	140.4	138.32	124.29
ZBTB34	118.366	0.126588	0.227787	0.55573	0.578395	0.642989	140	134	90	115	117.73	108.75	112.15	134.84
ZBTB37	12.6709	0.158809	0.680399	0.233406	0.815447	0.850138	11	18	14	8	9.25	14.61	17.45	9.38
ZBTB38	467.368	0.493159	0.117537	4.19578	2.71937e-05	6.10466e-05	464	476	433	472	390.18	386.31	539.56	553.43
ZBTB39	114.953	-1.4236	0.244675	-5.81834	5.94347e-09	1.76813e-08	190	216	54	49	159.77	175.3	67.29	57.45
ZBTB4	1375.27	2.17373	0.0873621	24.8818	1.17107e-136	3.47087e-135	552	657	1738	1994	464.17	533.2	2165.73	2338
ZBTB40	320.068	-0.274238	0.149687	-1.83208	0.0669395	0.097301	418	431	204	277	351.49	349.79	254.2	324.79
ZBTB41	80.5034	1.01588	0.278846	3.64316	0.000269309	0.000551376	58	71	78	101	48.77	57.62	97.2	118.42
ZBTB42	64.4745	-2.76638	0.380848	-7.26373	3.76566e-13	1.40729e-12	122	151	15	12	102.59	122.55	18.69	14.07
ZBTB43	146.776	0.363066	0.204531	1.77512	0.0758786	0.108896	152	159	122	152	127.82	129.04	152.02	178.22
ZBTB44	220.578	0.456569	0.17494	2.60986	0.00905805	0.0154052	196	255	198	225	164.82	206.95	246.73	263.82
ZBTB45	235.296	0.531875	0.162072	3.28172	0.00103178	0.00198265	224	242	216	245	188.36	196.4	269.16	287.27
ZBTB46	234.031	1.80497	0.171098	10.5494	5.11457e-26	3.03279e-25	118	134	287	316	99.23	108.75	357.63	370.52
