Gene	UHR_1	UHR_2	brain_1	brain_2
CYP26A1	48	41	9	12
CYP26B1	42	57	485	499
CYP26C1	1	2	2	2
CYP27A1	532	552	323	362
CYP27B1	26	30	3	1
CYP27C1	22	25	3	3
CYP2A6	1	1	5	6
CYP2A7	2	1	3	4
CYP2B7P1	1	3	4	6
CYP2C18	1	1	1	2
CYP2C8	3	1	10	8
CYP2D6	11	7	17	12
CYP2D7P1	17	17	23	14
CYP2E1	15	26	60	67
CYP2J2	13	7	56	71
CYP2R1	40	36	6	11
CYP2S1	164	214	14	16
CYP2U1	60	94	82	85
CYP2W1	77	79	2	3
CYP39A1	5	7	7	8
CYP3A4	1	3	2	2
CYP3A43	3	6	1	3
CYP3A5	13	13	2	3
CYP3A7	1	3	1	1
CYP46A1	2	2	501	553
CYP4A11	1	1	2	1
CYP4B1	2	5	1	5
CYP4F11	36	34	47	37
CYP4F12	29	24	4	8
CYP4F2	9	6	1	1
CYP4F22	3	4	1	1
CYP4F3	11	18	9	2
CYP4F8	1	2	1	1
CYP4V2	40	51	72	87
CYP4X1	4	6	61	56
CYP4Z1	1	1	2	2
CYP4Z2P	1	1	1	2
CYP51A1	334	361	174	207
CYP7A1	1	3	1	1
CYP7B1	6	4	21	22
CYP8B1	8	11	3	1
CYR61	894	992	150	172
CYS1	13	10	76	88
CYSLTR1	11	16	1	2
CYSLTR2	12	16	4	7
CYTH1	336	347	579	627
CYTH2	759	763	363	425
CYTH3	304	309	371	413
CYTH4	38	34	32	37
CYTIP	21	29	6	3
CYTL1	31	23	10	6
CYTSA	503	552	407	451
CYTSB	228	227	309	345
CYYR1	16	25	26	16
CYorf15A	19	17	10	6
CYorf15B	31	47	12	10
D2HGDH	359	330	183	226
D4S234E	60	63	1035	1089
DAAM1	102	66	78	76
DAAM2	341	374	1367	1376
DAB1	11	7	56	52
DAB2	325	333	70	64
DAB2IP	530	491	2153	2542
DACH1	4	2	24	39
DACH2	4	5	17	14
DACT1	16	23	172	196
DACT2	3	2	35	43
DACT3	29	34	597	697
DAD1	573	548	210	241
DAD1L	15	12	4	5
DAG1	1271	1376	521	614
DAGLA	131	151	597	666
DAGLB	263	256	182	198
DAK	532	551	123	145
DALRD3	168	141	86	91
DAND5	5	9	1	4
DAO	2	2	99	109
DAP	1475	1468	186	213
DAP3	518	615	122	137
DAPK1	305	308	347	396
DAPK2	21	37	47	44
DAPK3	607	598	552	633
DAPL1	3	1	1	1
DAPP1	17	17	2	2
DARC	3	4	246	269
DARS	445	481	102	111
DARS2	303	298	27	36
DAXX	688	716	209	260
DAZAP1	1171	1224	295	380
DAZAP2	732	839	607	737
DBC1	35	33	627	638
DBF4	76	85	8	4
DBF4B	115	119	45	51
DBH	25	27	22	23
DBI	348	381	328	323
DBN1	1252	1268	729	832
DBNDD1	386	428	526	659
DBNDD2	13	16	223	297
DBNL	833	936	407	458
DBP	157	151	447	550
DBR1	96	99	30	33
DBT	78	86	104	92
DBX1	2	1	1	1
DBX2	1	1	6	9
DCAF10	187	197	116	99
DCAF11	626	636	431	526
DCAF12	407	401	82	96
DCAF12L2	6	5	22	11
DCAF13	203	225	24	25
DCAF15	530	539	221	226
DCAF16	255	292	97	118
DCAF17	98	121	55	71
DCAF4	99	110	41	52
DCAF4L1	7	8	6	9
DCAF5	430	483	307	352
DCAF6	193	196	236	268
DCAF7	1256	1403	482	520
DCAF8	747	765	811	859
DCAF8L1	11	10	9	16
DCAF8L2	7	11	2	4
DCAKD	358	400	384	407
DCBLD1	28	39	11	15
DCBLD2	568	603	94	93
DCC	1	2	26	49
DCDC1	1	1	2	1
DCDC2	68	83	9	8
DCDC2B	12	15	10	5
DCHS1	409	394	327	360
DCHS2	17	11	36	29
DCI	565	568	197	208
DCK	113	120	74	98
DCLK1	82	88	920	1036
DCLK2	70	80	436	453
DCLK3	3	9	14	18
DCLRE1A	98	105	47	39
DCLRE1B	194	226	53	53
DCLRE1C	40	65	20	21
DCN	228	289	132	152
DCP1A	222	247	141	151
DCP1B	98	113	46	45
DCP2	291	316	146	155
DCPS	217	264	52	58
DCST1	30	34	6	9
DCST2	24	22	11	16
DCT	1804	1791	10	6
DCTD	462	521	187	188
DCTN1	4	4	124	155
DCTN2	716	782	832	834
DCTN3	269	302	360	436
DCTN4	309	315	327	368
DCTN5	535	568	221	229
DCTN6	74	89	82	110
DCTPP1	454	500	92	141
DCUN1D1	51	62	38	56
DCUN1D2	133	150	187	223
DCUN1D3	51	45	32	37
DCUN1D4	151	162	160	127
DCUN1D5	237	281	183	189
DCX	5	5	30	36
DCXR	514	479	440	495
DDA1	372	364	324	375
DDAH1	167	180	604	700
DDAH2	489	555	175	168
DDB1	2576	2687	1090	1189
DDB2	414	401	69	59
DDC	23	29	1	2
DDHD1	166	168	175	162
DDHD2	220	268	367	432
DDI2	65	44	21	21
DDIT3	119	124	131	133
DDIT4	3119	3128	618	687
DDIT4L	2	3	15	24
DDN	50	69	1591	1750
DDO	14	17	14	11
DDOST	2159	2222	370	375
DDR1	1187	1251	1585	1797
DDR2	86	82	35	43
DDRGK1	432	442	364	388
DDTL	29	24	12	12
DDX1	463	553	251	297
DDX10	131	173	62	56
DDX11	311	323	31	49
DDX11L2	20	12	8	8
DDX12	90	100	3	3
DDX17	2773	2980	2151	2413
DDX18	329	356	95	114
DDX19A	352	370	139	148
DDX19B	84	116	40	31
DDX20	114	106	33	32
DDX21	826	908	93	93
DDX23	936	959	410	450
DDX24	890	979	1388	1533
DDX25	13	12	65	88
DDX26B	60	57	51	58
DDX27	527	552	143	169
DDX28	180	174	59	55
DDX31	140	155	59	48
DDX39	927	1005	143	138
DDX3X	1172	1241	566	624
DDX3Y	233	238	179	215
DDX4	1	1	1	2
DDX41	904	921	422	469
DDX42	1191	1242	630	687
DDX43	7	8	4	3
DDX46	485	585	188	178
DDX47	340	342	108	111
DDX49	423	391	186	222
DDX5	2532	2694	1477	1566
DDX50	163	190	62	69
DDX51	377	365	228	284
DDX52	132	137	25	39
DDX53	4	6	1	1
DDX54	1008	1081	229	273
DDX55	221	209	42	46
DDX56	625	631	278	278
DDX58	35	40	29	20
DDX59	96	103	35	38
DDX6	632	694	661	741
DDX60	25	37	11	20
DDX60L	37	41	7	10
DEAF1	577	599	1102	1237
DECR1	126	123	46	37
DECR2	296	286	80	104
DEDD	180	189	134	124
DEDD2	220	238	253	286
DEF6	231	260	35	20
DEF8	434	477	696	696
DEFB1	4	3	7	1
DEFB124	2	2	1	1
DEFB126	2	1	1	1
DEFB133	1	2	1	1
DEGS1	304	291	137	116
DEGS2	58	47	173	231
DEK	643	705	149	151
DEM1	52	46	22	25
DENND1A	403	369	447	562
DENND1B	26	20	9	18
DENND1C	52	61	16	14
DENND2A	106	117	155	200
DENND2C	5	5	7	7
DENND2D	53	48	13	9
DENND3	163	158	231	262
DENND4A	119	113	123	108
DENND4B	974	973	939	1000
DENND4C	131	142	74	94
DENND5A	611	668	973	1178
DENND5B	176	156	281	327
DENR	257	245	94	97
DEPDC1	109	97	1	1
DEPDC1B	161	130	3	1
DEPDC4	2	2	1	1
DEPDC5	100	115	135	161
DEPDC6	81	111	70	75
DEPDC7	26	31	1	3
DERA	183	184	27	41
DERL1	486	467	179	215
DERL2	96	88	35	30
DERL3	168	189	18	26
DES	26	31	70	81
DET1	50	48	30	30
DEXI	221	221	312	339
DFFA	269	311	105	116
DFFB	64	60	48	51
DFNA5	142	164	94	118
DFNB31	510	525	383	422
DFNB59	11	11	9	11
DGAT1	370	373	290	319
DGAT2	121	125	50	51
DGCR10	2	3	39	42
DGCR11	18	22	9	10
DGCR14	240	228	169	196
DGCR2	1013	1037	1610	1811
DGCR5	24	18	568	616
DGCR6	24	26	125	134
DGCR6L	148	145	116	144
DGCR8	686	708	353	337
DGCR9	9	12	141	186
DGKA	146	178	98	107
DGKB	1	3	110	109
DGKD	536	523	706	800
DGKE	74	93	112	173
DGKG	28	27	419	478
DGKH	18	15	29	30
DGKI	5	1	49	61
DGKK	14	20	1	1
DGKQ	277	307	444	455
DGKZ	264	298	895	1032
DGUOK	268	287	109	116
DHCR24	3185	3346	2130	2340
DHCR7	1622	1624	552	588
DHDDS	272	267	273	300
DHDH	8	8	10	9
DHDPSL	16	20	33	38
DHFR	58	56	6	8
DHFRL1	32	36	34	44
DHH	13	14	5	3
DHODH	119	116	25	31
DHPS	506	527	421	470
DHRS1	155	155	82	61
DHRS11	176	181	140	130
DHRS12	30	31	50	35
DHRS13	250	287	171	158
DHRS2	1967	2132	8	7
DHRS3	247	244	131	151
DHRS4	71	49	19	25
DHRS4L1	4	5	2	2
DHRS4L2	22	19	9	10
DHRS7	214	233	210	231
DHRS7B	92	87	69	67
DHRS7C	3	1	3	6
DHRS9	7	7	10	10
DHTKD1	252	308	99	93
DHX15	981	1064	272	323
DHX16	536	533	187	227
DHX29	166	187	70	62
DHX30	1434	1502	1060	1229
DHX32	169	199	66	67
DHX33	370	377	123	122
DHX34	413	354	154	186
DHX36	255	272	130	146
DHX37	571	581	123	158
DHX38	1055	1008	491	517
DHX40	268	344	102	107
DHX40P1	2	2	1	1
DHX57	148	145	70	94
DHX58	91	87	48	60
DHX8	399	424	165	213
DHX9	1438	1521	474	525
DIABLO	323	325	155	164
DIAPH1	1807	1851	267	338
DIAPH2	70	65	8	7
DIAPH3	140	141	2	2
DICER1	315	348	311	303
DIDO1	1252	1290	526	568
DIMT1L	111	128	46	46
DIO1	7	8	1	1
DIO2	59	52	96	92
DIO3	2	9	11	8
DIO3OS	2	1	3	2
DIP2A	592	609	342	332
DIP2B	456	485	780	831
DIP2C	271	279	570	654
DIRAS1	232	263	1634	1840
DIRAS2	2	3	2225	2341
DIRAS3	6	10	15	26
DIRC2	70	82	39	36
DIRC3	3	3	3	5
DIS3	228	240	98	123
DIS3L	205	220	134	129
DIS3L2	215	214	126	148
DISC1	2	2	2	1
DISP1	49	59	31	32
DISP2	35	44	638	729
DIXDC1	88	119	357	358
DKC1	762	856	96	126
DKFZP434H168	1	1	11	5
DKFZP434I0714	33	39	26	30
DKFZP434K028	1	1	2	2
DKFZP586I1420	104	91	40	49
DKFZP686I15217	29	45	45	41
DKFZp434J0226	2	3	9	8
DKFZp434L192	1	1	2	2
DKFZp566F0947	1	1	1	2
DKFZp686A1627	2	4	1	1
DKFZp686O24166	127	118	91	115
DKFZp761E198	251	315	170	206
DKFZp779M0652	1	1	5	12
DKK1	157	161	5	7
DKK2	9	10	7	15
DKK3	687	715	4013	4557
DKK4	2	3	2	3
DKKL1	2	4	1	3
DLAT	360	390	166	157
DLC1	291	247	197	250
DLD	463	459	163	187
DLEC1	9	5	15	11
DLEU1	50	53	4	6
DLEU2	10	9	4	5
DLEU2L	7	4	1	4
DLEU7	5	3	20	17
DLG1	238	267	299	276
DLG2	11	8	752	868
DLG3	282	245	535	602
DLG4	198	214	2956	3410
DLG5	737	792	347	380
DLGAP1	23	12	767	880
DLGAP2	4	6	140	178
DLGAP3	17	6	701	772
DLGAP4	790	859	860	1009
DLGAP5	203	217	1	4
DLK1	1878	2073	6	7
DLK2	68	56	42	49
DLL1	41	38	91	97
DLL3	358	368	47	52
DLL4	6	9	86	87
DLST	646	728	262	334
DLX1	102	85	37	50
DLX2	62	58	10	11
DLX3	29	30	1	2
DLX4	55	56	3	3
DLX5	5	12	7	9
DLX6	25	16	5	10
DLX6AS	6	6	6	8
DMAP1	279	262	291	281
DMBT1	4	9	17	16
DMBX1	50	45	1	2
DMC1	7	9	5	2
DMD	65	70	142	187
DMGDH	9	6	10	7
DMKN	75	64	19	31
DMP1	2	1	1	1
DMPK	427	409	481	534
DMRT2	4	6	25	11
DMRT3	1	1	6	2
DMRTA1	7	6	3	3
DMRTA2	56	54	7	6
DMTF1	273	281	188	197
DMWD	383	351	628	704
DMXL1	179	179	170	219
DMXL2	294	319	382	418
DNA2	91	102	8	15
DNAH1	119	103	207	241
DNAH10	8	16	69	49
DNAH11	29	24	5	5
DNAH12	1	1	1	3
DNAH14	36	35	4	2
DNAH17	68	72	165	172
DNAH2	53	63	25	44
DNAH3	6	4	2	2
DNAH5	17	21	9	7
DNAH6	2	1	7	9
DNAH7	4	3	15	20
DNAH8	17	18	2	1
DNAH9	1	6	26	32
DNAI1	2	1	7	5
DNAI2	3	1	2	3
DNAJA1	859	852	435	500
DNAJA2	418	420	358	409
DNAJA3	685	692	349	391
DNAJA4	104	110	784	811
DNAJB1	847	898	623	644
DNAJB11	384	396	77	104
DNAJB12	308	322	290	304
DNAJB13	4	5	3	2
DNAJB14	24	42	62	55
DNAJB2	393	381	2371	2599
DNAJB4	53	56	55	57
DNAJB5	103	120	204	232
DNAJB6	360	449	136	149
DNAJB7	10	8	8	3
DNAJB8	1	1	2	1
DNAJB9	90	102	100	126
DNAJC1	153	167	32	23
DNAJC10	381	388	99	123
DNAJC11	317	342	154	194
DNAJC12	52	38	77	96
DNAJC13	276	286	108	133
DNAJC14	308	314	151	145
DNAJC15	49	47	70	62
DNAJC16	127	138	110	132
DNAJC17	63	57	39	39
DNAJC18	55	54	289	303
DNAJC19	42	61	46	52
DNAJC2	133	140	24	17
DNAJC21	231	234	95	85
DNAJC22	55	51	6	5
DNAJC24	27	48	31	42
DNAJC25	42	56	18	25
DNAJC27	25	21	107	106
DNAJC28	7	7	6	9
DNAJC3	337	327	101	126
DNAJC30	129	139	124	163
DNAJC4	298	324	200	201
DNAJC5	748	839	1458	1534
DNAJC5B	1	2	1	1
DNAJC5G	1	1	6	7
DNAJC6	73	84	1519	1683
DNAJC7	288	285	207	235
DNAJC8	367	393	196	198
DNAJC9	229	228	61	72
DNAL1	53	54	130	113
DNAL4	110	104	158	171
DNALI1	16	13	60	69
DNASE1	85	84	33	38
DNASE1L1	205	200	71	72
DNASE1L2	35	47	73	80
DNASE1L3	2	2	1	3
DNASE2	347	347	99	104
DNASE2B	1	1	4	1
DND1	62	67	42	37
DNER	201	219	1610	1746
DNHD1	372	360	109	156
DNLZ	123	99	86	107
DNM1	215	235	6116	6828
DNM1L	380	384	375	416
DNM1P35	12	14	24	38
DNM1P41	3	3	1	3
DNM2	1813	1850	763	902
DNM3	7	7	744	814
DNMBP	209	218	56	58
DNMT1	1737	1798	470	481
DNMT3A	408	428	166	160
DNMT3B	658	691	15	14
DNMT3L	3	2	1	1
DNPEP	465	487	131	160
DNTT	73	73	1	1
DNTTIP1	222	269	101	95
DNTTIP2	234	257	71	98
DOC2A	47	36	575	603
DOC2B	3	2	143	183
DOC2GP	8	3	3	3
DOCK1	277	315	277	356
DOCK10	71	58	152	186
DOCK11	90	63	14	19
DOCK2	224	271	28	26
DOCK3	44	44	1027	1069
DOCK4	102	82	363	413
DOCK5	173	204	159	166
DOCK6	398	397	130	122
DOCK7	302	277	75	92
DOCK8	72	96	28	20
DOCK9	171	168	590	641
DOHH	331	336	489	535
DOK1	103	120	40	47
DOK2	6	6	4	3
DOK3	97	97	43	52
DOK4	314	328	195	228
DOK5	9	11	47	50
DOK6	31	29	211	253
DOK7	32	34	49	54
DOLK	170	192	70	59
DOLPP1	208	239	111	137
DOM3Z	134	152	117	151
DONSON	211	198	48	44
DOPEY1	80	104	203	232
DOPEY2	145	198	315	310
DOT1L	1863	1794	418	483
DPAGT1	380	390	78	103
DPCD	104	100	52	60
DPEP1	32	29	1	1
DPEP2	5	7	3	5
DPEP3	3	1	6	2
DPF1	41	48	199	280
DPF2	470	473	280	351
DPF3	25	28	74	101
DPH1	178	160	199	219
DPH2	433	483	116	117
DPH3	112	115	57	80
DPH3B	17	20	6	11
DPH5	145	108	36	29
DPM1	142	171	43	39
DPM2	442	432	153	158
DPM3	248	230	120	137
DPP10	4	6	99	86
DPP3	474	536	101	116
DPP4	43	54	8	11
DPP6	14	20	1584	1716
DPP7	1262	1281	777	849
DPP8	102	126	103	107
DPP9	660	669	226	249
DPPA2	2	2	1	1
DPPA4	244	263	1	2
DPRXP4	2	1	1	1
DPT	2	7	4	6
DPY19L1	226	215	146	166
DPY19L2	8	6	11	21
DPY19L2P1	3	1	10	10
DPY19L2P2	24	21	18	21
DPY19L2P4	1	2	6	7
DPY19L3	156	145	138	152
DPY19L4	103	105	47	67
DPY30	96	93	44	62
DPYD	80	84	22	34
DPYS	1	1	4	2
DPYSL2	996	1122	6459	6942
DPYSL3	580	631	612	666
DPYSL4	168	196	355	406
DPYSL5	148	141	799	866
DQX1	39	41	6	5
DR1	314	332	167	189
DRAM1	125	117	11	16
DRAM2	90	96	39	36
DRAP1	690	718	475	531
DRD1	2	3	34	40
DRD2	19	21	14	32
DRD4	37	36	43	42
DRD5	1	1	11	24
DRG1	242	258	137	128
DRG2	271	236	151	177
DRGX	1	1	2	4
DRP2	11	21	208	197
DSC1	1	1	2	3
DSC2	48	58	13	9
DSC3	3	2	2	1
DSCAM	127	113	123	150
DSCAML1	17	20	241	277
DSCC1	89	82	10	16
DSCR10	8	6	1	1
DSCR3	278	310	114	108
DSCR4	7	10	1	1
DSCR6	4	10	1	1
DSCR8	10	14	1	1
DSCR9	3	1	3	2
DSE	71	60	50	47
DSEL	91	81	117	104
DSG1	2	1	2	2
DSG2	429	456	4	6
DSN1	207	197	18	15
DSP	1915	2005	49	52
DST	802	813	2025	2187
DSTN	580	639	636	635
DSTYK	217	205	332	382
DTD1	265	297	152	168
DTHD1	1	1	2	1
DTL	345	349	2	4
DTNA	110	100	1118	1226
DTNB	119	105	286	298
DTNBP1	167	147	149	181
DTWD1	52	45	19	25
DTWD2	20	28	14	20
DTX1	40	31	345	448
DTX2	127	126	31	27
DTX3	277	266	920	1056
DTX3L	145	182	52	34
DTX4	114	127	321	375
DTYMK	358	407	50	57
DULLARD	569	660	335	392
DUOX1	17	20	77	83
DUOX2	5	4	2	4
DUOXA1	4	6	2	2
DUOXA2	3	3	2	1
DUS1L	858	812	305	324
DUS2L	122	143	42	48
DUS3L	344	360	97	106
DUS4L	38	37	14	13
DUSP1	461	501	575	637
DUSP10	108	127	54	57
DUSP11	73	63	34	40
DUSP12	130	136	36	46
DUSP13	19	25	1	2
DUSP14	183	231	92	106
DUSP15	21	27	33	45
DUSP16	419	403	246	256
DUSP18	25	17	15	27
DUSP19	8	7	17	14
DUSP2	90	98	60	62
DUSP22	203	230	107	131
DUSP23	176	185	77	71
DUSP26	6	5	561	615
DUSP27	6	5	11	7
DUSP28	46	34	39	40
DUSP3	621	681	717	837
DUSP4	779	783	62	62
DUSP5	211	198	160	165
DUSP5P	25	17	6	10
DUSP6	396	344	128	139
DUSP7	259	277	368	416
DUSP8	83	94	1095	1132
DUSP9	1118	1149	25	32
DUT	461	429	190	217
DVL1	1060	1115	1139	1322
DVL2	528	593	183	260
DVL3	1081	1136	634	701
DYDC2	2	3	2	6
DYM	184	225	113	128
DYNC1H1	4038	4096	6660	7388
DYNC1I1	20	24	680	815
DYNC1I2	147	144	138	144
DYNC1LI1	185	152	139	159
DYNC1LI2	612	685	1104	1158
DYNC2H1	74	53	46	40
DYNC2LI1	23	22	20	20
DYNLL1	626	671	665	697
DYNLL2	747	749	1755	1936
DYNLRB1	645	645	848	910
DYNLRB2	1	4	2	6
DYNLT1	174	170	50	44
DYNLT3	108	102	105	125
DYRK1A	406	466	372	454
DYRK1B	99	130	207	253
DYRK2	229	217	74	60
DYRK3	75	62	11	7
DYRK4	88	66	56	57
DYSF	91	87	299	333
DYSFIP1	4	2	1	2
DYX1C1	8	5	2	6
DZIP1	253	293	269	281
DZIP1L	59	57	23	18
DZIP3	88	111	179	218
E2F1	866	898	87	83
E2F2	261	283	2	2
E2F3	228	248	48	45
E2F4	793	886	247	261
E2F5	38	34	10	10
E2F6	81	101	43	32
E2F7	188	228	1	2
E2F8	98	98	2	2
E4F1	493	436	331	398
EAF1	247	271	162	190
EAF2	13	9	13	7
EAPP	127	138	88	98
EARS2	390	412	150	160
EBAG9	65	83	48	43
EBF1	28	30	98	88
EBF2	2	2	1	1
EBF3	2	3	10	8
EBF4	80	99	116	138
EBI3	10	18	10	11
EBLN2	6	10	2	6
EBNA1BP2	486	466	159	171
EBP	736	802	133	144
EBPL	163	139	21	23
ECD	169	168	83	98
ECE1	1147	1148	421	449
ECE2	124	134	263	289
ECEL1	22	17	12	11
ECEL1P2	4	3	1	1
ECH1	817	832	352	416
ECHDC1	167	165	87	88
ECHDC2	50	48	109	120
ECHDC3	52	54	29	16
ECHS1	693	718	409	481
ECM1	430	421	98	139
ECM2	5	3	18	13
ECSCR	3	4	4	6
ECSIT	343	375	410	432
ECT2	266	280	19	19
ECT2L	1	1	2	2
EDA	56	61	20	14
EDA2R	22	29	6	9
EDAR	2	2	1	2
EDARADD	2278	2469	265	379
EDC3	491	531	171	226
EDC4	1276	1305	801	848
EDEM1	600	625	100	120
EDEM2	273	288	78	88
EDEM3	206	238	114	140
EDF1	1190	1151	857	888
EDIL3	18	9	543	616
EDN1	27	21	42	41
EDN2	8	13	2	3
EDN3	1	1	29	33
EDNRA	19	17	16	10
EDNRB	180	204	149	138
EEA1	112	137	90	91
EED	190	172	57	62
EEF1A1	1213	1441	245	187
EEF1A1P9	132	174	26	21
EEF1A2	1839	1824	7946	8856
EEF1B2	594	625	101	124
EEF1D	2400	2470	878	943
EEF1DP3	1	1	7	4
EEF1E1	142	137	39	35
EEF1G	2088	2161	363	428
EEF2	36986	37810	13485	15237
EEF2K	425	431	328	366
EEFSEC	277	278	132	151
EEPD1	130	111	131	159
EFCAB1	1	1	12	12
EFCAB10	4	1	1	4
EFCAB2	23	26	37	44
EFCAB4A	115	85	15	26
EFCAB4B	40	36	5	1
EFCAB5	7	4	2	3
EFCAB6	2	1	14	8
EFCAB7	29	18	14	34
EFCAB9	1	1	1	4
EFEMP1	70	65	171	255
EFEMP2	465	436	163	212
EFHA1	93	103	65	65
EFHA2	11	6	165	193
EFHB	1	2	4	3
EFHC1	96	89	47	54
EFHC2	3	12	5	10
EFHD1	122	156	911	1057
EFHD2	982	994	995	1188
EFNA1	394	395	196	176
EFNA2	26	31	2	7
EFNA3	163	158	142	174
EFNA4	70	92	1	6
EFNA5	125	138	131	140
EFNB1	453	408	58	66
EFNB2	121	147	221	224
EFNB3	127	153	266	262
EFR3A	160	181	446	486
EFR3B	200	186	967	951
EFS	219	209	339	396
EFTUD1	147	159	33	31
EFTUD2	1137	1254	319	339
EGF	34	32	6	3
EGFL6	2	2	4	4
EGFL7	605	647	276	400
EGFL8	203	205	67	80
EGFLAM	3	2	6	10
EGFR	202	227	87	101
EGLN1	775	698	356	408
EGLN2	671	678	771	850
EGLN3	369	420	146	130
EGR1	2194	2283	423	431
EGR2	12	15	11	17
EGR3	59	66	236	227
EGR4	3	2	81	91
EHBP1	243	282	255	265
EHBP1L1	1138	1115	214	243
EHD1	806	783	862	1029
EHD2	1077	1147	265	316
EHD3	118	106	1218	1338
EHD4	288	270	72	83
EHF	1	1	5	8
EHHADH	72	88	19	16
EHMT1	713	737	289	352
EHMT2	1180	1248	776	876
EI24	680	689	185	229
EID1	656	684	1096	1213
EID2	114	147	138	182
EID2B	34	43	98	107
EID3	12	10	14	15
EIF1	2143	2360	1870	1996
EIF1AD	217	224	76	95
EIF1AX	165	179	203	230
EIF1AY	27	38	26	26
EIF1B	148	162	289	293
EIF2A	344	367	145	146
EIF2AK1	1247	1322	426	493
EIF2AK2	75	61	31	30
EIF2AK3	128	143	48	66
EIF2AK4	414	416	145	187
EIF2B1	383	412	172	189
EIF2B2	240	219	132	141
EIF2B3	204	222	79	77
EIF2B4	283	370	131	161
EIF2B5	446	446	268	312
EIF2C1	533	560	313	284
EIF2C2	229	251	91	74
EIF2C3	57	67	31	23
EIF2C4	103	108	72	69
EIF2S1	477	505	133	170
EIF2S2	403	423	103	108
EIF2S3	888	929	167	197
EIF3A	1828	1914	704	758
EIF3B	2798	2789	455	583
EIF3D	1543	1775	335	401
EIF3E	697	736	128	152
EIF3F	586	589	163	172
EIF3G	1041	1020	353	409
EIF3H	1257	1316	320	373
EIF3I	1266	1175	250	338
EIF3IP1	148	161	39	43
EIF3J	272	265	120	128
EIF3K	824	823	411	487
EIF3L	1715	1772	782	844
EIF3M	492	535	98	90
EIF4A1	2156	2239	269	364
EIF4A2	1022	1125	1647	1797
EIF4A3	798	818	153	191
EIF4B	871	940	318	303
EIF4E	37	54	52	46
EIF4E1B	1	1	49	55
EIF4E2	234	270	55	58
EIF4E3	53	39	179	181
EIF4EBP1	838	872	32	36
EIF4EBP2	724	805	523	534
EIF4EBP3	6	1	4	4
EIF4ENIF1	201	228	241	283
EIF4G1	4635	4937	1308	1529
EIF4G2	3385	3618	1513	1639
EIF4G3	534	558	495	592
EIF4H	1180	1274	809	844
EIF5	848	950	773	827
EIF5A	2433	2479	534	585
EIF5A2	21	32	50	36
EIF5AL1	58	66	7	17
EIF5B	564	670	183	195
EIF6	1360	1402	284	296
ELAC1	20	27	14	22
ELAC2	803	867	335	360
ELANE	4	4	4	3
ELAVL1	856	937	373	422
ELAVL2	3	2	151	139
ELAVL3	7	11	2518	2868
ELAVL4	1	1	167	205
ELF1	201	225	42	34
ELF2	136	119	61	56
ELF3	404	411	6	4
ELF4	302	338	15	12
ELF5	4	2	1	1
ELFN1	119	143	51	48
ELFN2	124	117	582	661
ELK1	421	415	484	521
ELK3	151	155	33	38
ELK4	78	82	35	39
ELL	254	298	188	216
ELL2	270	302	181	198
ELL3	20	26	16	11
ELMO1	107	111	1071	1145
ELMO2	293	309	520	563
ELMO3	95	97	33	33
ELMOD1	4	7	280	311
ELMOD2	78	94	36	31
ELMOD3	102	110	104	111
ELN	55	59	213	246
ELOF1	408	419	266	265
ELOVL1	509	514	414	463
ELOVL2	130	132	84	71
ELOVL3	7	3	2	2
ELOVL4	30	31	138	161
ELOVL5	623	701	347	386
ELOVL6	182	203	75	79
ELOVL7	25	39	56	50
ELP2	342	343	86	116
ELP2P	8	5	10	10
ELP3	236	257	166	227
ELP4	58	54	39	57
ELSPBP1	7	5	1	1
ELTD1	2	1	21	25
EMB	67	75	9	10
EMCN	1	3	9	8
EMD	625	602	251	285
EME1	161	148	4	4
EME2	38	38	48	58
EMG1	279	351	48	49
EMID1	44	62	121	126
EMID2	148	146	163	210
EMILIN1	639	603	139	140
EMILIN2	65	85	44	42
EMILIN3	64	79	53	60
EML1	205	204	111	119
EML2	98	72	181	210
EML3	589	508	220	249
EML4	827	859	73	61
EML5	8	16	85	96
EML6	55	55	102	124
EMP1	342	364	132	118
EMP2	691	678	94	103
EMP3	841	957	68	53
EMR1	33	30	4	3
EMR2	72	65	11	14
EMR3	1	2	1	1
EMR4P	6	2	1	2
EMX1	4	3	111	140
EMX2	1	1	93	94
EMX2OS	1	1	186	221
EN1	19	6	2	3
EN2	46	51	312	352
ENAH	549	650	291	258
ENAM	1	2	1	2
ENC1	405	444	2754	3021
ENDOD1	219	245	595	663
ENDOG	195	179	163	179
ENDOU	1	1	7	5
ENG	1147	1309	352	408
ENGASE	375	359	215	250
ENHO	12	20	694	792
ENKUR	1	3	12	9
ENO1	22512	23433	3032	3484
ENO2	2027	2304	7218	7787
ENO3	169	174	35	40
ENOPH1	344	328	396	409
ENOSF1	147	152	34	37
ENOX1	19	20	54	46
ENOX2	75	70	49	43
ENPEP	4	7	5	13
ENPP1	196	232	5	10
ENPP2	50	40	724	757
ENPP3	34	27	5	3
ENPP4	26	24	162	164
ENPP5	7	4	78	97
ENPP6	2	1	79	85
ENPP7	10	9	1	1
ENSA	578	614	597	665
ENTHD1	3	1	1	1
ENTPD1	133	153	133	140
ENTPD2	69	69	71	78
ENTPD3	4	1	76	73
ENTPD4	151	213	119	145
ENTPD5	58	55	20	23
ENTPD6	917	903	1329	1420
ENTPD7	45	72	15	27
ENTPD8	15	23	1	1
ENY2	151	132	36	40
EOMES	2	4	59	61
