Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm	UHR_1.rlog	UHR_2.rlog	brain_1.rlog	brain_2.rlog
SPINT1	97.0344	-1.48789	0.263536	-5.64224	1.67851e-08	4.87682e-08	171	176	41	43	143.79	142.84	51.09	50.42	7.16	7.15	5.69	5.67
SPINT2	583.455	0.292014	0.106416	2.74408	0.00606815	0.0106079	625	645	522	541	525.56	523.46	650.47	634.33	9.04	9.03	9.34	9.31
SPIRE1	406.205	1.69794	0.132201	12.8424	9.49108e-38	7.5799e-37	216	247	508	520	181.63	200.46	633.02	609.71	7.51	7.65	9.3	9.25
SPIRE2	245.934	0.289207	0.157594	1.83515	0.0664837	0.0967587	260	276	215	233	218.63	223.99	267.91	273.2	7.77	7.81	8.06	8.09
SPN	119.05	-3.96662	0.350917	-11.1973	4.20324e-29	2.7114e-28	269	274	9	14	226.2	222.37	11.21	16.42	7.8	7.77	3.64	4.12
SPNS1	428.843	-1.17098	0.134866	-8.6818	3.89564e-18	1.80876e-17	744	694	192	245	625.63	563.23	239.25	287.27	9.29	9.14	7.91	8.17
SPNS2	333.403	4.77586	0.226651	20.9722	1.17732e-97	2.35277e-96	25	31	510	556	21.02	25.16	635.51	651.92	4.46	4.7	9.3	9.34
SPNS3	18.1932	-1.63551	0.630569	-2.58342	0.00978251	0.0165808	40	27	11	3	33.64	21.91	13.71	3.52	4.99	4.41	3.78	2.2
SPOCD1	26.1568	-2.0791	0.528208	-3.91538	9.02605e-05	0.000194177	55	48	9	7	46.25	38.96	11.21	8.21	5.47	5.24	3.57	3.18
SPOCK1	1627.11	3.24438	0.0850996	38.1177	0	0	379	372	2303	2574	318.7	301.9	2869.77	3018.06	8.32	8.24	11.48	11.56
SPOCK2	4506.54	6.10143	0.175511	34.7362	2.23631e-264	1.71709e-262	131	179	6948	7772	110.16	145.27	8657.92	9112.8	6.8	7.19	13.08	13.15
SPOCK3	210.452	6.97733	0.519576	12.662	9.60303e-37	7.47537e-36	3	4	351	340	2.52	3.25	437.38	398.66	1.88	2.11	8.75	8.61
SPON1	169.711	3.23701	0.232604	13.8909	7.19234e-44	6.57617e-43	39	39	239	270	32.79	31.65	297.82	316.58	5.07	5.02	8.2	8.29
SPON2	133.673	0.277588	0.216454	1.28245	0.199686	0.259147	130	163	111	132	109.32	132.29	138.32	154.77	6.78	7.05	7.11	7.27
SPOP	288.759	0.66143	0.154145	4.29094	1.77922e-05	4.07868e-05	285	256	263	324	239.66	207.76	327.72	379.9	7.91	7.7	8.35	8.57
SPOPL	85.9948	0.519346	0.261034	1.98958	0.0466374	0.070012	82	89	79	89	68.95	72.23	98.44	104.35	6.11	6.18	6.62	6.7
SPP1	1178.25	1.05989	0.0824932	12.8481	8.81258e-38	7.05087e-37	874	976	1294	1342	734.94	792.09	1612.46	1573.52	9.52	9.63	10.65	10.62
SPPL2A	49.6342	-1.34645	0.360705	-3.72903	0.000192218	0.000401173	88	85	22	24	74	68.98	27.41	28.14	6.19	6.09	4.81	4.84
SPPL2B	557.052	0.109335	0.11071	0.987579	0.323359	0.394894	650	647	484	472	546.58	525.08	603.11	553.43	9.09	9.04	9.24	9.11
SPPL3	318.091	0.774136	0.140645	5.50413	3.71004e-08	1.05436e-07	282	286	318	347	237.13	232.11	396.26	406.86	7.89	7.86	8.63	8.67
SPR	148.13	-1.6482	0.220112	-7.48405	7.20641e-14	2.80425e-13	279	265	61	57	234.61	215.07	76.01	66.83	7.87	7.74	6.26	6.08
SPRED1	195.602	0.722627	0.178991	4.03718	5.40974e-05	0.000119096	183	174	185	219	153.88	141.21	230.53	256.78	7.27	7.15	7.85	8
SPRED2	332.503	0.0498991	0.137216	0.363653	0.716117	0.765878	395	396	270	290	332.15	321.38	336.45	340.03	8.38	8.33	8.39	8.41
SPRED3	19.4985	1.93097	0.581423	3.31139	0.000928345	0.00179768	7	12	19	33	5.89	9.74	23.68	38.69	2.72	3.35	4.52	5.18
SPRN	255.203	2.40075	0.171747	13.9723	2.29991e-44	2.12056e-43	97	99	343	368	81.57	80.35	427.41	431.49	6.36	6.34	8.73	8.75
SPRR1A	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA	2	1	1	1	1.68	0.81	1.25	1.17	0.49	0.05	0.29	0.25
SPRR1B	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA	2	1	1	1	1.68	0.81	1.25	1.17	0.49	0.05	0.29	0.25
SPRR2D	1.42356	-0.320149	1.45673	-0.219263	0.826445	NA	1	3	1	1	0.84	2.43	1.25	1.17	0.16	0.89	0.39	0.36
SPRR2F	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA	2	1	1	1	1.68	0.81	1.25	1.17	0.49	0.05	0.29	0.25
SPRR3	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA	2	1	1	1	1.68	0.81	1.25	1.17	0.49	0.05	0.29	0.25
SPRY1	65.0102	-1.30348	0.33048	-3.94138	8.10128e-05	0.000175293	109	116	21	41	91.66	94.14	26.17	48.07	6.5	6.54	4.76	5.6
SPRY2	353.768	0.761279	0.138122	5.51158	3.55628e-08	1.01214e-07	295	341	339	399	248.06	276.74	422.43	467.83	7.96	8.11	8.72	8.87
SPRY4	280.886	-0.893809	0.15292	-5.84448	5.08146e-09	1.53247e-08	425	460	160	165	357.38	373.32	199.38	193.47	8.48	8.54	7.64	7.6
SPRYD3	1370.57	3.08874	0.088041	35.0766	1.53105e-269	1.23797e-267	351	346	1967	2094	295.15	280.8	2451.08	2455.25	8.21	8.14	11.26	11.26
SPRYD4	68.5992	-1.01548	0.303902	-3.34005	0.000837626	0.00162956	104	119	33	42	87.45	96.58	41.12	49.25	6.44	6.58	5.38	5.63
SPRYD5	2.26445	-1.148	1.32216	-0.856355	0.391801	0.463667	5	3	1	1	4.2	2.43	1.25	1.17	1.69	1.2	0.71	0.67
SPSB1	143.312	-0.389995	0.207988	-1.875	0.060792	0.0892974	184	210	105	100	154.72	170.43	130.84	117.25	7.27	7.41	7.03	6.88
SPSB2	62.5457	-0.434739	0.314665	-1.38144	0.167143	0.221202	97	77	40	48	81.57	62.49	49.84	56.28	6.34	5.97	5.65	5.82
SPSB3	595.25	1.11875	0.110249	10.1473	3.40649e-24	1.94059e-23	466	442	630	721	391.86	358.71	785.04	845.38	8.62	8.49	9.61	9.72
SPSB4	27.119	-0.627395	0.463764	-1.35223	0.176301	0.232184	38	42	19	16	31.95	34.09	23.68	18.76	4.98	5.07	4.58	4.26
SPTA1	45.5977	-5.69679	0.847538	-5.83244	5.46232e-09	1.64281e-08	104	114	1	1	87.45	92.52	1.25	1.17	6.37	6.45	1.35	1.29
SPTAN1	5445.34	2.12305	0.0530381	40.0284	0	0	2385	2538	6986	7685	2005.54	2059.76	8705.27	9010.79	10.97	11.01	13.09	13.14
SPTB	1132.12	3.56221	0.102512	34.7362	2.24105e-264	1.71709e-262	211	216	1631	1828	177.43	175.3	2032.39	2143.36	7.48	7.46	10.99	11.06
SPTBN1	5371.31	1.48165	0.0506385	29.2592	3.42555e-188	1.58588e-186	3344	3514	6335	6761	2811.96	2851.85	7894.06	7927.38	11.46	11.48	12.95	12.95
SPTBN2	2677.67	2.27928	0.0673165	33.8582	2.75184e-251	1.93135e-249	1090	1124	3427	3933	916.58	912.2	4270.39	4611.51	9.84	9.83	12.06	12.17
SPTBN4	1128.61	6.84813	0.222332	30.5159	1.60587e-204	8.36103e-203	22	24	1782	1924	18.5	19.48	2220.55	2255.92	4.3	4.36	11.11	11.13
SPTBN5	147.019	4.19546	0.295648	14.1053	3.52235e-45	3.30498e-44	18	18	226	236	15.14	14.61	281.62	276.71	4	3.95	8.12	8.09
SPTLC1	183.861	-0.30687	0.184909	-1.65953	0.0970085	0.136035	226	267	133	139	190.04	216.69	165.73	162.98	7.57	7.76	7.37	7.35
SPTLC2	254.45	0.903435	0.157133	5.74937	8.95759e-09	2.65176e-08	204	225	271	278	171.54	182.6	337.69	325.96	7.43	7.52	8.4	8.35
SPTLC3	41.8903	-2.78448	0.465765	-5.93269	2.98004e-09	9.10145e-09	93	85	6	11	78.2	68.98	7.48	12.9	6.24	6.07	3.1	3.77
SPTY2D1	93.2384	-0.802798	0.260201	-3.08469	0.00203768	0.00378339	149	138	59	53	125.29	112	73.52	62.14	6.96	6.8	6.21	5.97
SQLE	374.326	-1.40909	0.139721	-10.0836	6.52775e-24	3.6852e-23	645	673	153	186	542.38	546.19	190.65	218.09	9.08	9.09	7.58	7.77
SQRDL	46.9933	-1.3249	0.371931	-3.55852	0.000372944	0.000755882	87	76	21	23	73.16	61.68	26.17	26.97	6.17	5.93	4.74	4.78
SQSTM1	2185.14	0.317074	0.0661549	4.7929	1.64384e-06	4.13873e-06	2257	2457	1900	2116	1897.9	1994.02	2367.59	2481.04	10.89	10.96	11.21	11.28
SR140	268.296	-0.816972	0.159512	-5.12131	3.03415e-07	8.08338e-07	395	435	142	180	332.15	353.03	176.95	211.05	8.37	8.46	7.47	7.72
SRA1	189.557	0.140879	0.188358	0.74794	0.454497	0.525059	221	215	181	147	185.84	174.49	225.54	172.36	7.54	7.45	7.81	7.43
SRBD1	44.7721	-2.19595	0.414123	-5.28368	1.26614e-07	3.47121e-07	81	98	13	13	68.11	79.53	16.2	15.24	6.06	6.28	4.09	4
SRC	376.261	-0.187804	0.131982	-1.42294	0.154752	0.207258	465	506	269	314	391.02	410.65	335.2	368.17	8.61	8.68	8.39	8.52
SRCAP	1532.41	-0.111164	0.0722371	-1.53888	0.123834	0.169677	1909	1944	1181	1258	1605.27	1577.69	1471.65	1475.03	10.65	10.62	10.52	10.53
SRCIN1	1134.01	5.5999	0.155797	35.8365	2.98059e-281	2.6547e-279	52	58	1756	1925	43.73	47.07	2188.16	2257.09	5.48	5.59	11.09	11.14
SRCRB4D	31.4468	-1.49267	0.464961	-3.20393	0.00135566	0.00257428	60	53	9	18	50.45	43.01	11.21	21.11	5.62	5.4	3.6	4.42
SRD5A1	124.691	-0.377289	0.22399	-1.68433	0.0921188	0.129845	173	168	96	83	145.48	136.34	119.63	97.32	7.18	7.09	6.9	6.61
SRD5A1P1	9.36502	-0.424901	0.776697	-0.546749	0.584551	0.648409	18	8	8	5	15.14	6.49	9.97	5.86	3.82	2.77	3.29	2.66
SRD5A2	1.3109	0.797385	1.48044	0.536937	0.591311	NA	1	1	1	2	0.84	0.81	1.25	2.35	0.07	0.05	0.3	0.75
SRD5A3	89.8841	-0.515304	0.263024	-1.95896	0.0501175	0.074833	132	124	66	56	111	100.63	82.24	65.66	6.79	6.65	6.36	6.05
SREBF1	1080.14	-0.584228	0.0942471	-6.19884	5.68824e-10	1.81432e-09	1554	1585	626	808	1306.75	1286.34	780.06	947.39	10.35	10.33	9.61	9.89
SREBF2	2459.24	0.723183	0.0661775	10.9279	8.47721e-28	5.28763e-27	2264	2227	2366	2710	1903.79	1807.36	2948.28	3177.52	10.9	10.82	11.53	11.63
SRF	598.708	-0.164343	0.110151	-1.49197	0.135706	0.184082	776	756	425	511	652.54	613.55	529.59	599.16	9.35	9.26	9.05	9.23
SRFBP1	24.7191	-1.15075	0.498329	-2.30585	0.0211188	0.0336863	40	43	14	11	33.64	34.9	17.45	12.9	5.04	5.09	4.16	3.76
SRGAP1	99.466	-0.212906	0.251412	-0.846817	0.397097	0.469031	124	135	63	90	104.27	109.56	78.5	105.53	6.7	6.77	6.3	6.72
SRGAP2	830.239	1.89937	0.0966757	19.6456	6.30833e-86	1.09265e-84	424	425	1053	1115	356.54	344.92	1312.15	1307.36	8.48	8.43	10.36	10.35
SRGAP3	585.324	5.10776	0.187753	27.1049	8.62463e-162	3.25436e-160	36	43	896	989	30.27	34.9	1116.51	1159.62	4.97	5.16	10.12	10.17
SRGN	21.1581	0.00357456	0.51907	0.00688659	0.994505	0.995527	30	21	18	17	25.23	17.04	22.43	19.93	4.64	4.11	4.48	4.32
SRI	253.787	0.830806	0.162379	5.11639	3.11431e-07	8.29066e-07	206	236	282	255	173.22	191.53	351.4	298.99	7.44	7.58	8.45	8.22
SRL	15.6661	4.23259	0.857337	4.63054	3.64722e-06	8.93024e-06	2	1	21	29	1.68	0.81	26.17	34	1.26	0.72	4.55	4.91
SRM	904.214	-1.58014	0.0948255	-16.6624	2.46119e-62	3.12024e-61	1624	1658	357	393	1365.62	1345.58	444.86	460.8	10.41	10.39	8.8	8.85
SRMS	3.13651	-0.122825	1.16647	-0.105226	0.916197	0.932134	4	4	1	4	3.36	3.25	1.25	4.69	1.69	1.65	0.9	2.01
SRP14	535.547	0.36483	0.111668	3.26711	0.00108652	0.00208898	546	588	469	530	459.13	477.2	584.42	621.43	8.84	8.9	9.19	9.28
SRP19	70.8691	-0.857758	0.303581	-2.82465	0.00473326	0.00839565	124	97	43	40	104.27	78.72	53.58	46.9	6.69	6.29	5.75	5.57
SRP54	180.878	-0.816022	0.189503	-4.30564	1.66502e-05	3.82789e-05	282	277	97	120	237.13	224.8	120.87	140.7	7.89	7.81	6.92	7.14
SRP68	576.201	-0.277194	0.108426	-2.55651	0.0105728	0.017817	758	771	405	458	637.4	625.72	504.67	537.01	9.32	9.29	8.98	9.07
SRP72	272.568	-1.09534	0.15838	-6.91506	4.67654e-12	1.67356e-11	455	444	147	140	382.61	360.34	183.18	164.15	8.58	8.49	7.52	7.36
SRP9	119.764	-0.0673934	0.225078	-0.29942	0.76462	0.80761	144	153	86	108	121.09	124.17	107.16	126.63	6.92	6.96	6.75	6.98
SRPK2	371.85	1.44666	0.135523	10.6739	1.3481e-26	8.16208e-26	225	258	440	461	189.2	209.38	548.28	540.53	7.57	7.71	9.1	9.07
SRPK3	31.6679	2.06169	0.476564	4.31681	1.583e-05	3.64696e-05	8	21	44	41	6.73	17.04	54.83	48.07	2.92	4.12	5.72	5.54
SRPR	920.219	-1.14208	0.0915132	-12.4795	9.66236e-36	7.32336e-35	1497	1571	451	499	1258.82	1274.97	561.99	585.09	10.3	10.32	9.14	9.19
SRPRB	239.252	-0.894206	0.164806	-5.42528	5.78638e-08	1.626e-07	366	388	130	147	307.77	314.89	161.99	172.36	8.26	8.3	7.34	7.43
SRPX	136.823	-1.56598	0.225118	-6.9527	3.58352e-12	1.28898e-11	245	251	53	61	206.02	203.7	66.04	71.52	7.68	7.66	6.06	6.17
SRPX2	12.8405	-1.79789	0.708822	-2.51766	0.0118137	0.0197412	23	26	5	4	19.34	21.1	6.23	4.69	4.19	4.3	2.77	2.45
SRR	24.71	-0.242963	0.513897	-0.472746	0.636394	0.696276	27	38	26	11	22.7	30.84	32.4	12.9	4.51	4.92	4.99	3.76
SRRD	65.716	-0.123969	0.297521	-0.416667	0.676922	0.730912	81	85	52	52	68.11	68.98	64.8	60.97	6.09	6.11	6.02	5.93
SRRM1	322.533	-0.312516	0.143096	-2.18394	0.0289667	0.0451616	416	450	215	262	349.81	365.21	267.91	307.2	8.45	8.51	8.07	8.26
SRRM2	6570.4	-0.312767	0.0493955	-6.33189	2.4217e-10	7.88626e-10	8730	8896	4610	5097	7341.03	7219.72	5744.53	5976.31	12.84	12.82	12.49	12.55
SRRM3	563.382	3.519	0.137526	25.5689	3.38476e-144	1.10594e-142	109	109	834	882	91.66	88.46	1039.25	1034.16	6.53	6.48	10.02	10.01
SRRM4	488.158	8.01061	0.478746	15.7486	7.01949e-56	8.01327e-55	4	4	760	852	3.36	3.25	947.04	998.98	2.21	2.16	9.87	9.95
SRRM5	11.0092	0.700958	0.711055	0.985581	0.324339	0.395857	11	9	7	16	9.25	7.3	8.72	18.76	3.23	2.94	3.16	4.13
SRRT	871.902	-0.75765	0.0917994	-8.25317	1.54252e-16	6.71091e-16	1298	1356	510	563	1091.48	1100.49	635.51	660.13	10.09	10.1	9.31	9.37
SRSF10	7.52343	-0.554239	0.83632	-0.661801	0.508099	0.577403	10	12	3	7	8.41	9.74	3.74	8.21	3.03	3.21	2.14	3
SRXN1	371.04	-0.271742	0.132294	-2.05406	0.0399703	0.0607623	488	495	258	299	410.36	401.73	321.49	350.58	8.68	8.65	8.33	8.45
SRY	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
SS18	226.413	-0.962737	0.169717	-5.67194	1.41187e-08	4.11915e-08	362	363	120	134	304.4	294.6	149.53	157.12	8.25	8.2	7.23	7.3
SS18L1	375.33	0.442247	0.132243	3.34421	0.000825158	0.00160655	357	414	348	368	300.2	335.99	433.64	431.49	8.23	8.39	8.76	8.75
SS18L2	73.7863	0.0651374	0.289157	0.225268	0.821771	0.855512	73	102	60	65	61.39	82.78	74.77	76.21	5.95	6.37	6.22	6.25
SSB	155.291	-1.23436	0.207035	-5.96048	2.51501e-09	7.71474e-09	269	259	73	80	226.2	210.2	90.97	93.8	7.81	7.71	6.52	6.56
SSBP1	128.732	-1.43492	0.235596	-6.08789	1.14408e-09	3.58912e-09	226	230	46	69	190.04	186.66	57.32	80.9	7.56	7.54	5.86	6.35
SSBP2	131.41	0.49511	0.213602	2.31792	0.0204539	0.03273	129	135	117	138	108.48	109.56	145.79	161.81	6.76	6.78	7.19	7.33
SSBP3	288.232	1.09917	0.158232	6.94632	3.74934e-12	1.34752e-11	216	228	280	373	181.63	185.04	348.91	437.35	7.51	7.54	8.44	8.77
SSBP4	282.321	0.142784	0.151523	0.94233	0.346024	0.41736	339	310	246	244	285.06	251.59	306.54	286.09	8.16	7.98	8.26	8.16
SSC5D	60.3736	0.916698	0.315081	2.90913	0.00362441	0.0065238	44	57	63	68	37	46.26	78.5	79.73	5.23	5.54	6.28	6.3
SSFA2	532.66	0.140167	0.111094	1.2617	0.207055	0.267841	610	617	440	485	512.95	500.74	548.28	568.67	9	8.97	9.1	9.15
SSH1	496.377	0.106208	0.114603	0.926749	0.354057	0.425208	557	601	413	439	468.38	487.75	514.64	514.73	8.87	8.93	9.01	9.01
SSH2	225.412	0.28646	0.166376	1.72177	0.0851106	0.120974	228	264	203	207	191.72	214.25	252.96	242.71	7.58	7.74	7.98	7.92
SSH3	308.513	0.287375	0.142591	2.01538	0.0438644	0.066132	326	347	263	299	274.13	281.61	327.72	350.58	8.1	8.14	8.36	8.45
SSNA1	363.697	0.0155734	0.132092	0.117899	0.906148	0.923571	423	453	300	305	355.7	367.64	373.83	357.62	8.47	8.52	8.55	8.48
SSPN	64.1537	2.25971	0.335095	6.73382	1.65261e-11	5.74306e-11	21	32	90	86	17.66	25.97	112.15	100.84	4.2	4.73	6.78	6.63
SSPO	195.772	2.49516	0.197198	12.6449	1.19346e-36	9.26572e-36	73	69	267	284	61.39	56	332.71	332.99	5.96	5.83	8.37	8.37
SSR1	555.65	-1.05254	0.117325	-8.97066	2.94739e-19	1.4278e-18	914	902	267	332	768.58	732.04	332.71	389.28	9.58	9.51	8.38	8.61
SSR2	565.49	-1.46146	0.115418	-12.6611	9.71743e-37	7.56106e-36	1001	1008	248	250	841.74	818.06	309.03	293.13	9.71	9.67	8.27	8.2
SSR3	422.137	-1.7015	0.135238	-12.5791	2.75208e-36	2.11697e-35	743	822	164	164	624.79	667.11	204.36	192.29	9.28	9.38	7.68	7.59
SSR4	580.102	-1.83425	0.120413	-15.2305	2.21944e-52	2.37598e-51	1131	1062	204	216	951.05	861.89	254.2	253.26	9.89	9.75	7.99	7.99
SSRP1	1256.01	-1.74308	0.0866782	-20.1085	6.22103e-90	1.13113e-88	2282	2404	435	522	1918.93	1951.01	542.05	612.05	10.9	10.93	9.08	9.26
SSSCA1	154.109	-0.515221	0.202075	-2.54951	0.0107875	0.0181561	229	210	98	112	192.57	170.43	122.12	131.32	7.59	7.41	6.94	7.04
SST	71.5428	6.83611	0.81784	7.05914	1.67541e-12	6.1256e-12	1	1	122	113	0.84	0.81	152.02	132.49	0.92	0.88	7.18	6.99
SSTR1	103.788	1.41996	0.248364	5.71602	1.0905e-08	3.20717e-08	71	65	130	120	59.7	52.75	161.99	140.7	5.91	5.74	7.33	7.13
SSTR2	108.282	5.3096	0.445487	11.6242	3.10533e-31	2.13336e-30	7	5	174	176	5.89	4.06	216.82	206.36	2.76	2.33	7.72	7.65
SSTR3	48.7134	1.59644	0.362289	4.40361	1.06463e-05	2.49433e-05	31	27	52	70	26.07	21.91	64.8	82.08	4.73	4.49	6	6.33
SSTR4	6.16653	3.28565	1.08126	2.86059	0.00422859	0.00755318	1	1	10	9	0.84	0.81	12.46	10.55	0.6	0.56	3.32	3.11
SSTR5	18.5139	-3.95061	0.837821	-4.42632	9.58529e-06	2.25719e-05	48	37	2	1	40.36	30.03	2.49	1.17	5.2	4.79	1.77	1.19
SSU72	660.329	0.0958983	0.101163	0.947963	0.343148	0.414461	756	790	537	593	635.72	641.14	669.16	695.3	9.31	9.32	9.39	9.44
SSX1	3.10535	-1.66707	1.25049	-1.30132	0.193148	0.251426	9	3	1	1	7.57	2.43	1.25	1.17	2.48	1.3	0.8	0.75
SSX2IP	198.431	1.08268	0.178793	6.05522	1.4023e-09	4.38129e-09	143	165	210	237	120.25	133.91	261.68	277.89	6.92	7.07	8.03	8.11
SSX5	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA	2	1	1	1	1.68	0.81	1.25	1.17	0.49	0.05	0.29	0.25
SSX6	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA	2	1	1	1	1.68	0.81	1.25	1.17	0.49	0.05	0.29	0.25
ST13	224.598	-0.128883	0.16515	-0.780398	0.435156	0.507259	283	285	175	180	237.97	231.3	218.07	211.05	7.89	7.85	7.77	7.72
ST14	162.599	-3.30069	0.266952	-12.3223	6.87446e-35	5.12837e-34	329	388	19	30	276.65	314.89	23.68	35.18	8.1	8.28	4.63	5.17
ST18	184.354	8.14512	0.781993	8.51548	1.65902e-17	7.52954e-17	1	1	279	331	0.84	0.81	347.66	388.1	1.05	1.01	8.41	8.57
ST20	7.59328	-0.544798	0.827769	-0.657395	0.510927	0.580207	12	10	6	4	10.09	8.12	7.48	4.69	3.26	3	2.9	2.38
ST3GAL1	307.039	-1.03161	0.151438	-6.81142	9.66426e-12	3.40022e-11	510	488	174	159	428.86	396.05	216.82	186.43	8.74	8.63	7.76	7.55
ST3GAL2	411.64	-0.395973	0.127461	-3.10659	0.00189258	0.0035323	580	552	291	297	487.72	447.99	362.62	348.24	8.93	8.81	8.5	8.45
ST3GAL3	242.449	1.36479	0.166239	8.20912	2.22811e-16	9.62679e-16	150	178	292	286	126.13	144.46	363.86	335.34	6.99	7.18	8.5	8.39
ST3GAL4	311.165	-1.16047	0.148104	-7.83458	4.70395e-15	1.92256e-14	500	542	156	162	420.45	439.87	194.39	189.95	8.71	8.78	7.61	7.57
ST3GAL5	217.481	1.46987	0.174174	8.43814	3.22418e-17	1.44315e-16	130	149	248	282	109.32	120.92	309.03	330.65	6.78	6.92	8.27	8.36
ST3GAL6	56.3897	-0.51548	0.332264	-1.55116	0.120863	0.166144	82	79	30	47	68.95	64.11	37.38	55.11	6.1	6	5.25	5.78
ST5	291.91	0.912042	0.147053	6.202	5.57492e-10	1.77979e-09	244	246	312	319	205.18	199.65	388.78	374.03	7.68	7.64	8.6	8.54
ST6GAL1	442.586	-1.03933	0.130243	-7.97938	1.47073e-15	6.13684e-15	673	771	216	264	565.92	625.72	269.16	309.54	9.14	9.29	8.08	8.28
ST6GAL2	34.2393	2.58286	0.487744	5.27405	1.33449e-07	3.65401e-07	5	18	44	54	4.2	14.61	54.83	63.32	2.36	3.91	5.72	5.92
ST6GALNAC1	33.0438	-1.71207	0.459216	-3.71871	0.000200242	0.000416779	66	57	15	10	55.5	46.26	18.69	11.73	5.75	5.5	4.26	3.65
ST6GALNAC2	103.778	-3.96047	0.374377	-10.4652	1.24804e-25	7.39299e-25	238	235	11	9	200.13	190.72	13.71	10.55	7.62	7.55	3.88	3.55
ST6GALNAC3	45.404	-0.266384	0.359675	-0.740571	0.458953	0.529128	63	57	36	32	52.98	46.26	44.86	37.52	5.72	5.53	5.49	5.24
ST6GALNAC4	215.103	-0.948444	0.178404	-5.31566	1.06274e-07	2.93005e-07	361	325	111	132	303.56	263.76	138.32	154.77	8.24	8.04	7.12	7.28
ST6GALNAC5	40.4057	2.72311	0.435101	6.23216	4.60042e-10	1.47675e-09	11	14	52	65	9.25	11.36	64.8	76.21	3.32	3.59	5.97	6.2
ST6GALNAC6	848.643	2.49953	0.102316	24.4259	9.08089e-132	2.56989e-130	285	332	1162	1226	239.66	269.44	1447.97	1437.5	7.91	8.08	10.5	10.49
ST7	114.593	-0.342993	0.232839	-1.47303	0.140743	0.190237	166	144	83	84	139.59	116.87	103.43	98.49	7.12	6.87	6.69	6.63
ST7L	59.1638	0.0841002	0.314644	0.267289	0.789246	0.827346	72	67	45	56	60.54	54.38	56.07	65.66	5.92	5.77	5.81	6.03
ST7OT1	14.4559	-0.00522932	0.623969	-0.00838057	0.993313	0.99456	21	14	9	15	17.66	11.36	11.21	17.59	4.11	3.54	3.53	4.1
ST7OT2	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
ST7OT3	2.13684	1.02804	1.31975	0.775838	0.437845	0.509783	1	2	3	2	0.84	1.62	3.74	2.35	0.38	0.81	1.52	1.11
ST7OT4	2.43759	-0.044689	1.26417	-0.035338	0.97181	0.977493	4	2	1	3	3.36	1.62	1.25	3.52	1.55	0.92	0.76	1.58
ST8SIA1	126.46	2.98068	0.259011	11.4869	1.53552e-30	1.03544e-29	37	31	182	190	31.11	25.16	226.79	222.78	4.99	4.7	7.81	7.78
ST8SIA2	22.0789	-0.352738	0.509275	-0.692472	0.488641	0.558402	34	26	15	17	28.59	21.1	18.69	19.93	4.81	4.4	4.24	4.33
ST8SIA3	373.467	7.34455	0.442024	15.8889	7.5653e-57	8.81413e-56	5	5	574	657	4.2	4.06	715.26	770.34	2.43	2.38	9.47	9.57
ST8SIA4	36.1817	-1.25701	0.417719	-3.0056	0.00265058	0.00485105	64	60	16	19	53.82	48.69	19.94	22.28	5.72	5.58	4.36	4.51
ST8SIA5	137.882	5.45275	0.413643	12.8919	4.99865e-38	4.02322e-37	8	6	199	249	6.73	4.87	247.97	291.96	2.93	2.55	7.93	8.16
ST8SIA6	7.75909	-0.175534	0.807164	-0.217419	0.827882	0.860495	10	10	6	6	8.41	8.12	7.48	7.04	3.05	3.01	2.91	2.84
STAB1	109.159	4.68002	0.381087	12.1179	8.48693e-34	6.18918e-33	8	11	160	189	6.73	8.93	199.38	221.61	2.94	3.28	7.61	7.76
STAB2	4.80708	-0.30445	0.98769	-0.308023	0.758065	0.802087	6	7	4	3	5.05	5.68	4.98	3.52	2.31	2.45	2.3	1.94
STAC	32.7463	0.411874	0.420806	0.978795	0.327681	0.39891	28	40	31	31	23.55	32.46	38.63	36.35	4.58	5.02	5.26	5.17
STAC2	397.773	5.88923	0.27871	20.8914	6.40809e-97	1.2719e-95	17	14	655	639	14.3	11.36	816.2	749.24	3.93	3.63	9.66	9.54
STAC3	16.2672	-0.318089	0.589436	-0.539487	0.589551	0.652882	19	25	9	15	15.98	20.29	11.21	17.59	4	4.31	3.55	4.12
STAG1	124.57	-0.276345	0.225811	-1.22375	0.221047	0.283101	156	175	79	108	131.18	142.02	98.44	126.63	7.03	7.15	6.63	6.98
STAG2	343.44	-0.680359	0.138473	-4.9131	8.96461e-07	2.30466e-06	492	533	205	232	413.72	432.57	255.45	272.02	8.69	8.75	8	8.09
STAG3	37.8259	-0.128718	0.396676	-0.324477	0.745577	0.791322	41	55	25	35	34.48	44.64	31.15	41.04	5.11	5.47	4.97	5.35
