Feature.ID	baseMean	log2(brain/UHR)	lfcSE	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm	UHR_1.rlog	UHR_2.rlog	brain_1.rlog	brain_2.rlog
TMEM63A	680.363	0.767208	0.102582	5.60325e-14	2.19159e-13	572	645	707	713	480.99	523.46	880.99	836	8.91	9.03	9.78	9.71
TMEM63B	499.515	0.599569	0.115317	1.64853e-07	4.4755e-07	469	490	503	494	394.38	397.67	626.79	579.22	8.62	8.64	9.29	9.18
TMEM63C	369.855	4.08098	0.1892	7.40302e-104	1.59378e-102	46	53	527	632	38.68	43.01	656.7	741.03	5.31	5.45	9.35	9.52
TMEM64	136.544	-1.45127	0.227088	6.13962e-11	2.0713e-10	226	262	54	65	190.04	212.63	67.29	76.21	7.56	7.72	6.09	6.26
TMEM65	109.789	0.723825	0.233009	0.00139055	0.00263682	91	107	115	113	76.52	86.84	143.3	132.49	6.27	6.44	7.16	7.04
TMEM66	1425.79	1.5472	0.0765875	3.33377e-91	6.16378e-90	859	898	1680	1841	722.33	728.79	2093.45	2158.6	9.5	9.51	11.03	11.07
TMEM67	21.4675	-0.48873	0.493632	0.257514	0.323689	25	38	16	12	21.02	30.84	19.94	14.07	4.39	4.91	4.32	3.87
TMEM68	35.7179	-0.670671	0.405299	0.0708067	0.102439	56	53	16	28	47.09	43.01	19.94	32.83	5.54	5.41	4.37	5.04
TMEM69	75.0043	-1.36536	0.31643	6.15842e-06	1.47758e-05	105	161	34	33	88.29	130.66	42.37	38.69	6.46	7.01	5.42	5.3
TMEM70	125.479	0.426199	0.218976	0.0461324	0.0692894	136	121	124	115	114.36	98.2	154.52	134.84	6.84	6.62	7.27	7.07
TMEM71	5.42007	-1.34673	1.1346	0.0575882	0.0849683	8	14	1	2	6.73	11.36	1.25	2.35	2.61	3.24	1.05	1.51
TMEM74	15.7952	3.23152	0.802234	8.94162e-06	2.11261e-05	4	2	26	22	3.36	1.62	32.4	25.8	1.99	1.29	4.86	4.56
TMEM79	75.7681	-0.864409	0.284385	0.00151362	0.00286062	114	126	40	47	95.86	102.26	49.84	55.11	6.57	6.67	5.65	5.79
TMEM80	89.6049	0.225475	0.253501	0.359188	0.43025	102	97	70	91	85.77	78.72	87.23	106.7	6.42	6.3	6.45	6.73
TMEM81	37.3834	1.04937	0.406384	0.0049867	0.00882022	28	28	33	53	23.55	22.72	41.12	62.14	4.58	4.53	5.35	5.92
TMEM82	2.05423	-0.337721	0.930464	0.471148	0.541054	4	3	1	1	3.36	2.43	1.25	1.17	1.44	1.15	0.66	0.62
TMEM84	10.1733	-0.692916	0.688324	0.192313	0.250578	17	16	7	4	14.3	12.99	8.72	4.69	3.76	3.64	3.14	2.43
TMEM85	308.737	0.261933	0.143462	0.0652488	0.0952142	353	325	273	285	296.84	263.76	340.19	334.17	8.21	8.04	8.41	8.38
TMEM86A	28.9061	0.990495	0.452259	0.0150338	0.0245929	21	23	26	40	17.66	18.67	32.4	46.9	4.18	4.25	5	5.51
TMEM86B	93.7116	0.27983	0.259049	0.26434	0.331151	119	84	83	88	100.07	68.17	103.43	103.18	6.64	6.1	6.69	6.69
TMEM87A	162.25	0.0488269	0.190144	0.794763	0.832283	187	199	138	135	157.25	161.5	171.96	158.29	7.3	7.34	7.42	7.31
TMEM87B	92.6401	-0.857559	0.25736	0.000557727	0.00110675	144	148	53	54	121.09	120.11	66.04	63.32	6.91	6.9	6.05	6
TMEM88	14.5447	1.14296	0.636175	0.0291941	0.0454718	11	8	19	16	9.25	6.49	23.68	18.76	3.26	2.83	4.48	4.17
TMEM88B	93.4796	5.53239	0.524448	3.98831e-26	2.39326e-25	3	6	137	167	2.52	4.87	170.72	195.81	1.84	2.51	7.37	7.57
TMEM89	1.22066	-0.00535702	0.920198	0.988754	NA	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
TMEM8A	642.409	-1.49704	0.11256	8.00561e-41	6.87213e-40	1135	1165	290	263	954.42	945.48	361.37	308.37	9.9	9.88	8.5	8.27
TMEM8B	318.261	1.70535	0.147382	1.7279e-31	1.19408e-30	176	183	380	429	148	148.52	473.52	503.01	7.22	7.22	8.88	8.97
TMEM8C	2.16257	0.361424	0.935694	0.443555	0.514962	2	1	4	1	1.68	0.81	4.98	1.17	0.81	0.35	1.74	0.58
TMEM9	617.071	0.199837	0.106047	0.0587696	0.0865731	695	695	504	590	584.42	564.04	628.04	691.78	9.19	9.14	9.29	9.43
TMEM90A	67.9522	6.55746	0.833957	9.37159e-15	3.78706e-14	1	2	107	116	0.84	1.62	133.33	136.01	0.94	1.35	6.99	7.02
TMEM90B	299.758	4.56716	0.229434	1.13269e-88	2.02798e-87	24	34	460	493	20.18	27.59	573.21	578.05	4.4	4.83	9.15	9.16
TMEM91	63.8296	0.214219	0.292625	0.445502	0.516608	73	69	58	56	61.39	56	72.27	65.66	5.94	5.81	6.17	6.04
TMEM92	9.18915	-1.75215	0.941678	0.0133199	0.0220171	22	15	3	2	18.5	12.17	3.74	2.35	4.04	3.5	2.12	1.67
TMEM93	170.868	-0.420808	0.190146	0.0241014	0.0380359	229	247	107	134	192.57	200.46	133.33	157.12	7.59	7.64	7.06	7.3
TMEM97	251.757	-2.35104	0.184137	5.30495e-38	4.2678e-37	498	524	64	71	418.77	425.26	79.75	83.25	8.7	8.73	6.33	6.39
TMEM98	174.515	0.00664047	0.185576	0.972182	0.977811	199	223	132	158	167.34	180.98	164.49	185.26	7.39	7.5	7.36	7.53
TMEM99	40.0842	-1.7	0.448203	4.06858e-05	9.03752e-05	94	57	14	15	79.04	46.26	17.45	17.59	6.26	5.51	4.18	4.19
TMEM9B	176.36	1.30737	0.197745	1.6281e-11	5.66124e-11	106	137	188	231	89.14	111.18	234.27	270.85	6.49	6.8	7.87	8.07
TMF1	128.224	-0.153701	0.217367	0.467958	0.538427	150	178	106	94	126.13	144.46	132.09	110.22	6.98	7.17	7.04	6.79
TMIE	25.6929	4.08537	0.716387	2.85351e-09	8.72259e-09	2	4	39	42	1.68	3.25	48.6	49.25	1.36	1.98	5.49	5.51
TMIGD2	12.4382	-1.06787	0.708092	0.0550691	0.0816014	19	25	8	3	15.98	20.29	9.97	3.52	3.94	4.25	3.33	2.15
TMLHE	46.1982	-0.411928	0.359969	0.219731	0.281663	52	78	37	27	43.73	63.3	46.11	31.66	5.45	5.97	5.53	5.01
TMOD1	162.219	1.8598	0.206345	5.13962e-20	2.5663e-19	88	79	201	222	74	64.11	250.47	260.3	6.22	6.02	7.96	8.01
TMOD2	907.138	5.34212	0.162801	1.54412e-236	9.7457e-235	60	45	1426	1505	50.45	36.52	1776.94	1764.64	5.68	5.23	10.79	10.78
TMOD3	155.808	-1.64525	0.214877	6.03434e-15	2.4543e-14	281	294	56	67	236.29	238.6	69.78	78.56	7.88	7.89	6.14	6.31
TMOD4	3.57908	-0.172433	0.807293	0.729743	0.777418	4	6	3	2	3.36	4.87	3.74	2.35	1.77	2.15	1.87	1.45
TMPO	346.382	-2.06551	0.154098	1.31848e-41	1.1521e-40	680	676	113	106	571.81	548.62	140.81	124.29	9.15	9.1	7.15	6.97
TMPPE	24.541	0.419056	0.458692	0.306967	0.376711	27	22	18	30	22.7	17.85	22.43	35.18	4.51	4.19	4.49	5.1
TMPRSS11A	1.22066	-0.00535702	0.920198	0.988754	NA	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
TMPRSS11D	1.43822	-0.0943533	0.913551	0.819038	NA	3	1	1	1	2.52	0.81	1.25	1.17	0.92	0.14	0.39	0.36
TMPRSS11F	1.52112	0.11794	0.909041	0.781434	NA	2	1	1	2	1.68	0.81	1.25	2.35	0.64	0.18	0.44	0.89
TMPRSS13	10.193	-2.76011	1.04701	0.00150293	0.00284072	20	25	2	1	16.82	20.29	2.49	1.17	3.91	4.16	1.69	1.11
TMPRSS15	17.4224	-3.7859	0.938637	1.57993e-05	3.64038e-05	40	40	1	2	33.64	32.46	1.25	2.35	4.94	4.89	1.25	1.69
TMPRSS2	7.93183	-2.21978	1.1098	0.00787112	0.0135372	16	18	2	1	13.45	14.61	2.49	1.17	3.57	3.67	1.66	1.07
TMPRSS3	58.7901	-2.67171	0.397282	3.42776e-12	1.23422e-11	126	122	12	13	105.95	99.01	14.95	15.24	6.69	6.6	3.99	4.01
TMPRSS4	26.3774	-3.77739	0.758753	1.64761e-07	4.47437e-07	72	48	2	3	60.54	38.96	2.49	3.52	5.82	5.21	1.85	2.15
TMPRSS5	40.0322	2.27913	0.438825	3.87356e-08	1.09923e-07	14	17	44	68	11.77	13.8	54.83	79.73	3.64	3.85	5.74	6.27
TMPRSS6	13.5684	-1.11885	0.671614	0.0393361	0.059876	25	23	7	5	21.02	18.67	8.72	5.86	4.32	4.16	3.19	2.72
TMPRSS7	1.3109	0.220121	0.9436	0.591311	NA	1	1	1	2	0.84	0.81	1.25	2.35	0.07	0.05	0.3	0.75
TMPRSS9	21.017	-1.40416	0.565846	0.00440856	0.00785465	36	41	8	9	30.27	33.27	9.97	10.55	4.87	5	3.41	3.48
TMSB10	2502.37	-0.769086	0.0641395	2.88535e-33	2.08425e-32	3774	3868	1432	1631	3173.54	3139.15	1784.42	1912.37	11.63	11.62	10.8	10.9
TMSB15A	13.5881	-2.92043	0.905856	0.00023931	0.000494225	28	32	2	2	23.55	25.97	2.49	2.35	4.42	4.56	1.77	1.7
TMSB15B	8.0446	0.223974	0.66232	0.660088	0.716969	7	10	8	7	5.89	8.12	9.97	8.21	2.64	3.01	3.26	3.03
TMSB4Y	6.13178	1.22478	0.997018	0.0615885	0.0904067	3	3	11	5	2.52	2.43	13.71	5.86	1.59	1.55	3.5	2.49
TMSL3	123.805	-1.08328	0.232156	1.60682e-06	4.04902e-06	217	193	66	63	182.47	156.63	82.24	73.87	7.5	7.29	6.37	6.22
TMTC1	121.715	1.30342	0.227053	3.98207e-09	1.2086e-08	84	83	136	153	70.64	67.36	169.47	179.39	6.15	6.09	7.4	7.48
TMTC2	166.858	2.35593	0.217066	3.70134e-28	2.33191e-27	55	75	237	226	46.25	60.87	295.33	264.99	5.56	5.94	8.19	8.04
TMTC3	58.4467	-0.165282	0.318193	0.583874	0.647822	62	89	37	54	52.14	72.23	46.11	63.32	5.71	6.17	5.54	5.98
TMTC4	178.4	1.05883	0.187148	8.36025e-09	2.47911e-08	143	134	196	205	120.25	108.75	244.24	240.37	6.91	6.77	7.93	7.9
TMUB1	428.945	-1.07748	0.136513	1.61249e-15	6.71239e-15	725	688	194	261	609.65	558.36	241.74	306.03	9.25	9.12	7.92	8.26
TMUB2	305.884	0.323718	0.14503	0.0241606	0.0381191	300	357	275	289	252.27	289.73	342.68	338.86	7.98	8.18	8.42	8.4
TMX1	121.478	-2.03803	0.253132	1.98031e-16	8.57939e-16	230	246	35	42	193.41	199.65	43.61	49.25	7.58	7.63	5.47	5.64
TMX2	304.48	-0.175205	0.142168	0.212856	0.274454	383	400	226	247	322.06	324.63	281.62	289.61	8.33	8.34	8.14	8.18
TMX3	154.286	0.172289	0.197975	0.375648	0.447584	187	163	134	137	157.25	132.29	166.98	160.63	7.3	7.05	7.38	7.33
TMX4	251.415	0.779071	0.167558	2.38292e-06	5.92304e-06	192	254	242	287	161.45	206.14	301.56	336.51	7.34	7.69	8.23	8.39
TNC	1624.19	-4.35846	0.111989	0	0	3678	3823	127	122	3092.82	3102.63	158.25	143.05	11.59	11.6	7.32	7.17
TNF	2.76018	0.0992089	0.835384	0.838833	0.869816	3	3	3	2	2.52	2.43	3.74	2.35	1.38	1.34	1.73	1.32
TNFAIP1	389.055	0.556259	0.133471	2.60671e-05	5.89247e-05	387	373	343	427	325.43	302.72	427.41	500.66	8.35	8.24	8.74	8.97
TNFAIP2	198.475	-1.01782	0.194155	8.96646e-08	2.48618e-07	357	289	96	119	300.2	234.54	119.63	139.53	8.22	7.87	6.91	7.13
TNFAIP3	173.176	-3.85919	0.290504	6.92794e-41	5.95871e-40	377	409	21	15	317.02	331.93	26.17	17.59	8.29	8.36	4.76	4.23
TNFAIP6	4.57817	0.256162	0.776806	0.621308	0.682878	3	6	5	4	2.52	4.87	6.23	4.69	1.58	2.25	2.51	2.2
TNFAIP8	42.3565	-4.08392	0.623801	1.94871e-11	6.75332e-11	96	99	2	5	80.73	80.35	2.49	5.86	6.27	6.26	1.92	2.76
TNFAIP8L1	203.802	0.810258	0.181798	5.7703e-06	1.38807e-05	152	204	208	224	127.82	165.56	259.19	262.64	7	7.37	8.01	8.03
TNFAIP8L2	8.64465	1.53896	0.893601	0.0199164	0.0319544	3	5	14	9	2.52	4.06	17.45	10.55	1.68	2.17	3.93	3.3
TNFAIP8L3	27.7694	2.71277	0.554746	1.58913e-07	4.32292e-07	11	5	38	43	9.25	4.06	47.35	50.42	3.29	2.29	5.49	5.58
TNFRSF10A	27.4802	-2.65587	0.593166	1.39145e-06	3.524e-06	53	64	7	4	44.57	51.94	8.72	4.69	5.42	5.63	3.24	2.52
TNFRSF10B	309.178	-3.50227	0.202109	6.39366e-68	8.79867e-67	665	713	37	45	559.2	578.65	46.11	52.76	9.12	9.17	5.56	5.75
TNFRSF10C	10.3657	-1.48335	0.835386	0.0204475	0.0327226	22	18	2	5	18.5	14.61	2.49	5.86	4.08	3.77	1.78	2.65
TNFRSF10D	53.4021	-2.37219	0.646573	3.49771e-05	7.81097e-05	98	125	6	19	82.41	101.45	7.48	22.28	6.33	6.63	3.12	4.51
TNFRSF11A	30.5309	-1.52556	0.478809	0.000456274	0.000916308	50	63	11	13	42.04	51.13	13.71	15.24	5.36	5.63	3.85	3.99
TNFRSF11B	126.395	-4.18668	0.366223	9.79999e-31	6.64672e-30	274	308	8	13	230.41	249.96	9.97	15.24	7.83	7.94	3.49	4.02
TNFRSF12A	345.529	-4.12961	0.21882	6.01434e-80	9.74402e-79	782	802	29	32	657.58	650.88	36.14	37.52	9.35	9.34	5.22	5.27
TNFRSF13B	37.7851	-5.59116	1.00183	3.24713e-08	9.2671e-08	90	90	1	1	75.68	73.04	1.25	1.17	6.15	6.1	1.33	1.26
TNFRSF13C	13.6299	-0.0632859	0.565885	0.891167	0.91217	21	13	7	15	17.66	10.55	8.72	17.59	4.1	3.43	3.21	4.09
TNFRSF14	206.254	-1.98094	0.403334	1.81855e-07	4.92033e-07	366	444	45	86	307.77	360.34	56.07	100.84	8.26	8.48	5.84	6.66
TNFRSF17	5.96783	-2.13972	1.30778	0.0172066	0.0278929	12	14	1	1	10.09	11.36	1.25	1.17	3.11	3.25	1.03	0.97
TNFRSF18	57.3283	-2.15344	0.376383	2.28905e-09	7.03145e-09	115	114	19	14	96.7	92.52	23.68	16.42	6.57	6.51	4.61	4.12
TNFRSF19	126.947	-3.5039	0.314751	1.9017e-29	1.2418e-28	262	305	17	16	220.31	247.53	21.18	18.76	7.76	7.93	4.47	4.31
TNFRSF1A	485.945	-1.4282	0.126757	7.40834e-30	4.90146e-29	871	848	194	240	732.42	688.21	241.74	281.4	9.51	9.42	7.92	8.14
TNFRSF1B	145.397	-0.0776884	0.199515	0.690331	0.742463	177	185	112	122	148.84	150.14	139.56	143.05	7.22	7.23	7.13	7.16
TNFRSF21	446.323	0.558393	0.119927	2.71565e-06	6.71582e-06	420	452	423	459	353.18	366.83	527.1	538.18	8.47	8.52	9.04	9.07
TNFRSF25	404.577	3.6864	0.166356	1.44298e-109	3.2796e-108	73	67	613	630	61.39	54.38	763.86	738.69	5.96	5.79	9.57	9.52
TNFRSF4	2.11845	0.365609	0.932536	0.44289	0.51436	1	2	2	3	0.84	1.62	2.49	3.52	0.38	0.81	1.16	1.47
TNFRSF6B	213.532	2.00371	0.181817	7.17801e-29	4.60832e-28	100	104	267	301	84.09	84.4	332.71	352.93	6.41	6.41	8.37	8.46
TNFRSF8	38.7989	-4.16014	0.664856	1.35393e-10	4.47552e-10	91	88	3	3	76.52	71.42	3.74	3.52	6.19	6.09	2.27	2.2
TNFRSF9	2.06156	-0.334386	0.932095	0.472967	0.542681	5	2	1	1	4.2	1.62	1.25	1.17	1.64	0.8	0.63	0.59
TNFSF10	1.72402	0.0310489	0.888223	0.944543	NA	2	2	1	2	1.68	1.62	1.25	2.35	0.76	0.73	0.57	1.01
TNFSF11	1.43822	-0.0943533	0.913551	0.819038	NA	3	1	1	1	2.52	0.81	1.25	1.17	0.92	0.14	0.39	0.36
TNFSF12	118.82	2.43289	0.257944	7.52181e-22	3.98123e-21	36	52	152	182	30.27	42.2	189.41	213.4	4.96	5.42	7.55	7.72
TNFSF13	35.2772	1.23842	0.41445	0.0011716	0.00224395	22	26	41	43	18.5	21.1	51.09	50.42	4.25	4.43	5.64	5.63
TNFSF13B	4.26291	0.16387	0.774849	0.74955	0.7947	5	4	3	5	4.2	3.25	3.74	5.86	2.07	1.8	1.95	2.42
TNFSF14	6.71447	-1.82762	1.14581	0.0207409	0.0331464	16	12	2	1	13.45	9.74	2.49	1.17	3.52	3.12	1.62	1.04
TNFSF15	1.22066	-0.00535702	0.920198	0.988754	NA	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
TNFSF4	14.4108	-0.639604	0.58732	0.188763	0.246596	23	22	7	10	19.34	17.85	8.72	11.73	4.23	4.12	3.22	3.58
TNFSF8	1.22066	-0.00535702	0.920198	0.988754	NA	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
TNFSF9	82.0466	-1.58322	0.294332	2.44274e-08	7.01707e-08	152	149	28	38	127.82	120.92	34.89	44.56	6.98	6.9	5.16	5.5
TNIK	194.295	1.64736	0.191718	2.64166e-18	1.23508e-17	104	121	215	276	87.45	98.2	267.91	323.61	6.46	6.63	8.06	8.33
TNIP1	593.904	-0.708604	0.108691	5.35293e-11	1.81458e-10	871	917	346	399	732.42	744.21	431.15	467.83	9.52	9.54	8.75	8.87
TNIP2	184.894	-1.03997	0.193223	4.07037e-08	1.15396e-07	324	281	94	104	272.45	228.05	117.13	121.94	8.08	7.83	6.88	6.94
TNIP3	2.86853	0.955655	1.22806	0.115002	0.158721	1	1	6	2	0.84	0.81	7.48	2.35	0.38	0.35	2.34	1.16
TNK1	72.8854	0.437744	0.276567	0.0998014	0.13952	75	73	69	71	63.07	59.24	85.98	83.25	5.98	5.9	6.42	6.37
TNK2	1744	2.32234	0.0772242	2.05283e-199	1.00893e-197	713	691	2262	2556	599.56	560.79	2818.68	2996.95	9.23	9.13	11.46	11.55
TNKS	460.858	0.719056	0.119656	1.41114e-09	4.40567e-09	404	437	446	506	339.72	354.66	555.76	593.29	8.41	8.47	9.12	9.21
TNKS1BP1	707.729	-0.730583	0.0997004	1.74144e-13	6.66708e-13	1044	1098	425	454	877.9	891.1	529.59	532.32	9.78	9.8	9.05	9.06
TNKS2	307.414	0.357677	0.141226	0.0105523	0.0177841	320	331	273	300	269.09	268.63	340.19	351.75	8.07	8.07	8.41	8.46
TNMD	3.19558	-0.471023	0.922491	0.361381	0.432641	9	2	1	2	7.57	1.62	1.25	2.35	2.5	0.97	0.82	1.3
TNN	3.57506	0.220709	0.811891	0.6636	0.720381	4	3	4	3	3.36	2.43	4.98	3.52	1.76	1.46	2.16	1.81
TNNC1	11.1948	-0.590395	0.65241	0.250536	0.315866	16	19	9	4	13.45	15.42	11.21	4.69	3.71	3.88	3.47	2.45
TNNC2	9.21251	1.69223	0.87576	0.0113413	0.0190007	3	5	13	12	2.52	4.06	16.2	14.07	1.69	2.18	3.85	3.68
TNNI1	6.19272	-2.2254	1.30137	0.0146515	0.0240346	15	12	1	1	12.61	9.74	1.25	1.17	3.39	3.07	1.03	0.98
TNNI2	30.4297	-5.24074	1.02012	2.61591e-07	6.99038e-07	83	61	1	1	69.79	49.51	1.25	1.17	6.02	5.54	1.29	1.23
TNNI3	13.081	-3.26325	0.988594	0.000208234	0.000432336	29	30	1	2	24.39	24.35	1.25	2.35	4.45	4.45	1.21	1.66
TNNI3K	12.9193	3.46582	0.926728	3.24751e-05	7.27539e-05	2	2	20	20	1.68	1.62	24.92	23.45	1.27	1.23	4.46	4.38
TNNT1	114.51	-2.77635	0.291585	3.39726e-22	1.8201e-21	245	241	18	29	206.02	195.59	22.43	34	7.67	7.59	4.56	5.12
TNNT2	30.4353	2.97696	0.555857	1.30384e-08	3.81285e-08	10	5	35	56	8.41	4.06	43.61	65.66	3.17	2.29	5.38	5.95
TNNT3	4.9956	-0.59273	0.851282	0.285353	0.353638	6	11	2	3	5.05	8.93	2.49	3.52	2.3	2.96	1.61	1.93
TNPO1	369.643	-1.02943	0.135492	1.70356e-14	6.80416e-14	584	621	197	203	491.08	503.98	245.48	238.02	8.94	8.97	7.94	7.9
TNPO2	1877.16	1.16931	0.0706262	7.30754e-62	9.18468e-61	1329	1466	2040	2268	1117.55	1189.76	2542.05	2659.27	10.13	10.22	11.31	11.38
TNR	182.405	8.03203	0.812551	4.73348e-22	2.52596e-21	2	1	305	296	1.68	0.81	380.06	347.06	1.49	1.03	8.54	8.41
TNRC18	1281.93	0.179417	0.0866052	0.0376386	0.0575017	1509	1399	1031	1227	1268.91	1135.38	1284.73	1438.68	10.31	10.15	10.33	10.49
TNRC6A	542.884	0.595627	0.113131	1.17268e-07	3.22557e-07	501	544	497	588	421.29	441.49	619.31	689.44	8.72	8.79	9.27	9.43
TNRC6B	413.509	0.981123	0.128005	1.07326e-14	4.32411e-14	340	330	421	491	285.9	267.82	524.61	575.71	8.16	8.07	9.03	9.17
TNRC6C	469.44	1.99257	0.128948	1.7848e-54	1.97081e-53	226	228	567	679	190.04	185.04	706.54	796.14	7.58	7.54	9.46	9.63
TNS1	755.05	1.75424	0.105123	4.64664e-63	5.94242e-62	411	422	876	1058	345.61	342.48	1091.59	1240.52	8.44	8.42	10.09	10.27
TNS3	692.034	-0.477978	0.103414	3.35497e-06	8.23534e-06	985	968	437	520	828.28	785.6	544.55	609.71	9.69	9.62	9.09	9.25
TNS4	13.6142	-3.87586	1.10389	0.00014259	0.00030125	31	32	1	1	26.07	25.97	1.25	1.17	4.54	4.53	1.17	1.11
TNXB	301.004	3.31257	0.179914	1.7991e-76	2.79602e-75	63	69	429	478	52.98	56	534.58	560.46	5.75	5.83	9.05	9.12
TOB1	250.382	-0.783474	0.164063	1.27136e-06	3.22921e-06	359	412	136	167	301.88	334.37	169.47	195.81	8.24	8.38	7.41	7.62
TOB2	727.055	1.6173	0.105267	9.37514e-54	1.02554e-52	393	470	863	956	330.47	381.44	1075.39	1120.93	8.37	8.58	10.07	10.13
TOE1	111.695	-0.915082	0.239429	8.17394e-05	0.000176734	162	195	62	64	136.23	158.26	77.26	75.04	7.08	7.3	6.28	6.24
TOLLIP	1520.4	2.94603	0.0841926	4.86019e-269	3.91179e-267	405	439	2111	2349	340.56	356.28	2630.52	2754.24	8.42	8.48	11.36	11.43
TOM1	349.807	1.13606	0.139317	1.78466e-16	7.7509e-16	277	249	388	410	232.93	202.08	483.49	480.73	7.87	7.66	8.91	8.91
TOM1L1	52.6985	-1.70124	0.369085	1.16103e-06	2.95924e-06	99	99	20	19	83.25	80.35	24.92	22.28	6.35	6.31	4.68	4.53
TOM1L2	1475.86	2.98668	0.0860826	1.46775e-264	1.1345e-262	384	415	2043	2301	322.9	336.8	2545.79	2697.96	8.34	8.4	11.31	11.4
TOMM20	1275.84	-0.023791	0.0806733	0.766898	0.809658	1550	1565	966	1131	1303.39	1270.11	1203.73	1326.12	10.35	10.31	10.23	10.37
TOMM20L	3.18796	-0.0462571	0.818717	0.922815	0.937291	6	2	3	2	5.05	1.62	3.74	2.35	2.11	1.04	1.79	1.36
TOMM22	324.046	-0.606187	0.141605	1.5108e-05	3.48734e-05	467	483	195	229	392.7	391.99	242.99	268.51	8.62	8.61	7.93	8.07
TOMM34	376.617	-0.716278	0.13505	8.4972e-08	2.35979e-07	528	610	222	248	443.99	495.06	276.63	290.78	8.79	8.95	8.11	8.19
TOMM40	393.608	-1.10849	0.13381	6.2789e-17	2.77505e-16	643	663	187	224	540.7	538.07	233.02	262.64	9.08	9.07	7.87	8.04
TOMM40L	152.15	0.902939	0.203756	5.91556e-06	1.42145e-05	113	141	166	164	95.02	114.43	206.85	192.29	6.58	6.84	7.69	7.58
TOMM5	252.39	-1.35038	0.168087	3.86829e-16	1.65342e-15	410	472	116	117	344.77	383.06	144.55	137.18	8.43	8.58	7.18	7.11
TOMM6	390.046	-1.34759	0.135497	1.09229e-23	6.11722e-23	652	708	175	187	548.26	574.59	218.07	219.26	9.1	9.16	7.77	7.78
TOMM7	478.533	-0.0274413	0.122536	0.818603	0.852821	593	577	348	438	498.65	468.28	433.64	513.56	8.96	8.87	8.76	9
TOMM70A	369.429	0.170796	0.130247	0.186373	0.243892	404	437	320	328	339.72	354.66	398.75	384.59	8.41	8.47	8.64	8.59
TOP1	388.72	-1.16208	0.137475	1.40337e-17	6.39074e-17	601	705	193	202	505.38	572.16	240.5	236.85	8.98	9.16	7.91	7.89
TOP1MT	181.528	-2.78113	0.230629	3.42965e-34	2.52949e-33	367	403	34	41	308.61	327.06	42.37	48.07	8.26	8.34	5.44	5.61
TOP1P1	32.8127	-1.12259	0.437507	0.00481042	0.00852562	54	58	17	15	45.41	47.07	21.18	17.59	5.48	5.53	4.44	4.19
TOP2A	584.343	-7.68138	0.482652	3.45635e-56	3.96892e-55	1398	1418	6	3	1175.57	1150.8	7.48	3.52	10.19	10.16	3.19	2.43
TOP2B	552.723	-0.129018	0.112077	0.2451	0.309845	653	747	434	439	549.11	606.24	540.81	514.73	9.1	9.24	9.08	9.01
TOP3A	232.628	-0.698816	0.165579	1.84695e-05	4.22401e-05	347	353	134	158	291.79	286.48	166.98	185.26	8.19	8.16	7.39	7.54
TOP3B	230.832	-1.32597	0.180644	9.05295e-14	3.51035e-13	368	436	92	124	309.45	353.84	114.64	145.39	8.27	8.46	6.85	7.19
TOPBP1	227.412	-1.89205	0.184362	2.76951e-25	1.62412e-24	419	452	71	87	352.34	366.83	88.47	102.01	8.45	8.51	6.48	6.68
TOPORS	81.044	-0.251448	0.269924	0.333067	0.404094	96	119	52	70	80.73	96.58	64.8	82.08	6.33	6.59	6.03	6.36
TOR1A	223.488	-0.486114	0.17086	0.00385144	0.00691471	327	306	161	145	274.97	248.34	200.62	170.01	8.1	7.95	7.65	7.41
TOR1AIP1	198.752	0.41936	0.173176	0.013976	0.0230148	203	207	178	200	170.7	167.99	221.81	234.5	7.42	7.39	7.79	7.87
TOR1AIP2	117.785	-0.68068	0.226527	0.0020151	0.00374505	171	183	72	76	143.79	148.52	89.72	89.11	7.16	7.21	6.49	6.48
TOR1B	172.393	-0.583125	0.190105	0.00176396	0.00330633	257	246	104	123	216.11	199.65	129.59	144.22	7.75	7.64	7.02	7.17
TOR2A	128.766	-0.0987374	0.216207	0.638957	0.698513	165	158	89	117	138.75	128.23	110.9	137.18	7.11	7	6.8	7.1
TOR3A	198.066	-1.89668	0.196605	1.33912e-22	7.25863e-22	378	381	62	75	317.86	309.21	77.26	87.94	8.3	8.27	6.29	6.47
TOX	164.889	-0.707217	0.196956	0.000245546	0.000506568	239	259	109	96	200.97	210.2	135.83	112.56	7.65	7.71	7.09	6.82
TOX2	129.531	0.0573221	0.220691	0.791536	0.82935	147	160	123	95	123.61	129.85	153.27	111.39	6.95	7.02	7.26	6.8
TOX3	47.1934	-0.733896	0.367305	0.0318263	0.0492872	70	76	19	38	58.86	61.68	23.68	44.56	5.87	5.93	4.61	5.48
TOX4	360.676	0.146293	0.132868	0.267174	0.334225	412	416	319	308	346.45	337.61	397.51	361.13	8.44	8.4	8.63	8.5
