Gene	length
ENSMUSG00000108868	462
ENSMUSG00000108869	2598
ENSMUSG00000108870	443
ENSMUSG00000108871	857
ENSMUSG00000108872	1057
ENSMUSG00000108873	460
ENSMUSG00000108874	327
ENSMUSG00000108875	443
ENSMUSG00000108876	901
ENSMUSG00000108877	401
ENSMUSG00000108878	4136
ENSMUSG00000108879	568
ENSMUSG00000108880	3115
ENSMUSG00000108881	484
ENSMUSG00000108882	178
ENSMUSG00000108883	434
ENSMUSG00000108884	4268
ENSMUSG00000108885	1089
ENSMUSG00000108886	584
ENSMUSG00000108887	382
ENSMUSG00000108888	1064
ENSMUSG00000108889	966
ENSMUSG00000108890	1991
ENSMUSG00000108891	5403
ENSMUSG00000108892	1011
ENSMUSG00000108893	716
ENSMUSG00000108894	164
ENSMUSG00000108895	246
ENSMUSG00000108896	891
ENSMUSG00000108897	1220
ENSMUSG00000108899	228
ENSMUSG00000108900	1820
ENSMUSG00000108902	623
ENSMUSG00000108903	391
ENSMUSG00000108904	372
ENSMUSG00000108905	2262
ENSMUSG00000108906	1858
ENSMUSG00000108907	1848
ENSMUSG00000108908	3014
ENSMUSG00000108909	599
ENSMUSG00000108910	1561
ENSMUSG00000108911	165
ENSMUSG00000108912	5899
ENSMUSG00000108913	559
ENSMUSG00000108914	266
ENSMUSG00000108915	157
ENSMUSG00000108916	643
ENSMUSG00000108917	2646
ENSMUSG00000108918	1916
ENSMUSG00000108919	1166
ENSMUSG00000108920	2775
ENSMUSG00000108921	451
ENSMUSG00000108922	150
ENSMUSG00000108923	1266
ENSMUSG00000108924	1070
ENSMUSG00000108925	318
ENSMUSG00000108926	1088
ENSMUSG00000108928	889
ENSMUSG00000108929	681
ENSMUSG00000108930	2902
ENSMUSG00000108931	1419
ENSMUSG00000108932	1479
ENSMUSG00000108933	445
ENSMUSG00000108934	635
ENSMUSG00000108935	1474
ENSMUSG00000108936	782
ENSMUSG00000108937	1483
ENSMUSG00000108938	281
ENSMUSG00000108939	933
ENSMUSG00000108940	1662
ENSMUSG00000108941	587
ENSMUSG00000108942	2465
ENSMUSG00000108943	1012
ENSMUSG00000108944	521
ENSMUSG00000108945	134
ENSMUSG00000108946	597
ENSMUSG00000108947	743
ENSMUSG00000108948	3953
ENSMUSG00000108949	317
ENSMUSG00000108950	1932
ENSMUSG00000108952	1569
ENSMUSG00000108953	2224
ENSMUSG00000108954	3977
ENSMUSG00000108955	1456
ENSMUSG00000108956	4337
ENSMUSG00000108957	4465
ENSMUSG00000108958	2578
ENSMUSG00000108959	1679
ENSMUSG00000108960	300
ENSMUSG00000108961	1872
ENSMUSG00000108962	231
ENSMUSG00000108963	5084
ENSMUSG00000108964	505
ENSMUSG00000108965	171
ENSMUSG00000108966	199
ENSMUSG00000108967	449
ENSMUSG00000108968	2297
ENSMUSG00000108969	396
ENSMUSG00000108970	1430
ENSMUSG00000108971	1524
ENSMUSG00000108972	686
ENSMUSG00000108973	148
ENSMUSG00000108974	334
ENSMUSG00000108975	969
ENSMUSG00000108976	755
ENSMUSG00000108977	951
ENSMUSG00000108978	1372
ENSMUSG00000108979	733
ENSMUSG00000108980	596
ENSMUSG00000108981	1198
ENSMUSG00000108982	535
ENSMUSG00000108983	1826
ENSMUSG00000108984	2194
ENSMUSG00000108985	3965
ENSMUSG00000108986	3478
ENSMUSG00000108987	3462
ENSMUSG00000108988	238
ENSMUSG00000108989	394
ENSMUSG00000108990	329
ENSMUSG00000108991	2874
ENSMUSG00000108992	969
ENSMUSG00000108993	3243
ENSMUSG00000108994	1357
ENSMUSG00000108995	954
ENSMUSG00000108997	218
ENSMUSG00000108998	976
ENSMUSG00000109000	464
ENSMUSG00000109001	623
ENSMUSG00000109002	400
ENSMUSG00000109003	2719
ENSMUSG00000109004	407
ENSMUSG00000109005	2272
ENSMUSG00000109006	1000
ENSMUSG00000109007	824
ENSMUSG00000109008	451
ENSMUSG00000109009	1495
ENSMUSG00000109010	78
ENSMUSG00000109011	196
ENSMUSG00000109012	396
ENSMUSG00000109013	4000
ENSMUSG00000109014	368
ENSMUSG00000109015	2353
ENSMUSG00000109016	428
ENSMUSG00000109017	698
ENSMUSG00000109018	993
ENSMUSG00000109019	459
ENSMUSG00000109020	926
ENSMUSG00000109021	3317
ENSMUSG00000109022	1499
ENSMUSG00000109023	269
ENSMUSG00000109024	568
ENSMUSG00000109025	1468
ENSMUSG00000109026	484
ENSMUSG00000109027	1141
ENSMUSG00000109028	4464
ENSMUSG00000109029	578
ENSMUSG00000109030	208
ENSMUSG00000109031	2679
ENSMUSG00000109032	1137
ENSMUSG00000109033	1230
ENSMUSG00000109034	141
ENSMUSG00000109035	353
ENSMUSG00000109036	1108
ENSMUSG00000109037	740
ENSMUSG00000109038	408
ENSMUSG00000109039	1254
ENSMUSG00000109040	4314
ENSMUSG00000109041	369
ENSMUSG00000109042	479
ENSMUSG00000109043	564
ENSMUSG00000109044	2910
ENSMUSG00000109045	1957
ENSMUSG00000109046	533
ENSMUSG00000109047	58
ENSMUSG00000109049	292
ENSMUSG00000109050	1158
ENSMUSG00000109051	2990
ENSMUSG00000109052	1666
ENSMUSG00000109053	490
ENSMUSG00000109054	3101
ENSMUSG00000109055	606
ENSMUSG00000109056	2159
ENSMUSG00000109057	2127
ENSMUSG00000109058	3001
ENSMUSG00000109059	468
ENSMUSG00000109060	1438
ENSMUSG00000109061	2879
ENSMUSG00000109062	1033
ENSMUSG00000109063	196
ENSMUSG00000109064	1094
ENSMUSG00000109065	476
ENSMUSG00000109066	452
ENSMUSG00000109067	460
ENSMUSG00000109068	145
ENSMUSG00000109069	743
ENSMUSG00000109070	217
ENSMUSG00000109071	1168
ENSMUSG00000109072	439
ENSMUSG00000109073	1390
ENSMUSG00000109074	618
ENSMUSG00000109076	918
ENSMUSG00000109077	759
ENSMUSG00000109078	964
ENSMUSG00000109079	2102
ENSMUSG00000109080	512
ENSMUSG00000109081	355
ENSMUSG00000109082	2737
ENSMUSG00000109083	792
ENSMUSG00000109084	229
ENSMUSG00000109085	420
ENSMUSG00000109086	2421
ENSMUSG00000109087	397
ENSMUSG00000109088	1249
ENSMUSG00000109089	1450
ENSMUSG00000109090	1408
ENSMUSG00000109091	2229
ENSMUSG00000109092	503
ENSMUSG00000109093	498
ENSMUSG00000109094	1685
ENSMUSG00000109095	1202
ENSMUSG00000109096	2541
ENSMUSG00000109097	720
ENSMUSG00000109098	547
ENSMUSG00000109099	484
ENSMUSG00000109100	923
ENSMUSG00000109101	2542
ENSMUSG00000109102	196
ENSMUSG00000109103	539
ENSMUSG00000109104	367
ENSMUSG00000109105	3428
ENSMUSG00000109106	1319
ENSMUSG00000109107	601
ENSMUSG00000109108	1103
ENSMUSG00000109109	1286
ENSMUSG00000109110	405
ENSMUSG00000109111	596
ENSMUSG00000109112	1844
ENSMUSG00000109113	935
ENSMUSG00000109114	1448
ENSMUSG00000109115	1969
ENSMUSG00000109116	2768
ENSMUSG00000109117	1131
ENSMUSG00000109118	393
ENSMUSG00000109119	3305
ENSMUSG00000109121	1888
ENSMUSG00000109122	3872
ENSMUSG00000109123	424
ENSMUSG00000109124	833
ENSMUSG00000109125	25241
ENSMUSG00000109126	771
ENSMUSG00000109127	1468
ENSMUSG00000109128	545
ENSMUSG00000109129	1003
ENSMUSG00000109130	2646
ENSMUSG00000109131	1055
ENSMUSG00000109132	746
ENSMUSG00000109133	657
ENSMUSG00000109134	1517
ENSMUSG00000109135	473
ENSMUSG00000109136	1349
ENSMUSG00000109137	569
ENSMUSG00000109138	559
ENSMUSG00000109139	2410
ENSMUSG00000109140	2040
ENSMUSG00000109141	801
ENSMUSG00000109142	111
ENSMUSG00000109143	379
ENSMUSG00000109145	2626
ENSMUSG00000109147	1705
ENSMUSG00000109148	925
ENSMUSG00000109149	4610
ENSMUSG00000109150	1342
ENSMUSG00000109151	657
ENSMUSG00000109152	391
ENSMUSG00000109153	517
ENSMUSG00000109154	6389
ENSMUSG00000109155	3141
ENSMUSG00000109156	1280
ENSMUSG00000109157	3193
ENSMUSG00000109158	683
ENSMUSG00000109159	450
ENSMUSG00000109160	594
ENSMUSG00000109161	1021
ENSMUSG00000109162	4448
ENSMUSG00000109163	892
ENSMUSG00000109164	441
ENSMUSG00000109165	513
ENSMUSG00000109166	1336
ENSMUSG00000109167	2854
ENSMUSG00000109168	448
ENSMUSG00000109169	562
ENSMUSG00000109170	462
ENSMUSG00000109171	167
ENSMUSG00000109172	2608
ENSMUSG00000109173	2611
ENSMUSG00000109174	823
ENSMUSG00000109175	1981
ENSMUSG00000109176	2182
ENSMUSG00000109177	1223
ENSMUSG00000109178	675
ENSMUSG00000109179	5090
ENSMUSG00000109180	329
ENSMUSG00000109181	1305
ENSMUSG00000109182	706
ENSMUSG00000109183	440
ENSMUSG00000109184	391
ENSMUSG00000109185	943
ENSMUSG00000109186	1490
ENSMUSG00000109188	178
ENSMUSG00000109189	367
ENSMUSG00000109190	1166
ENSMUSG00000109191	2582
ENSMUSG00000109192	593
ENSMUSG00000109193	2942
ENSMUSG00000109194	2084
ENSMUSG00000109195	3838
ENSMUSG00000109196	3839
ENSMUSG00000109197	1035
ENSMUSG00000109198	3795
ENSMUSG00000109199	2980
ENSMUSG00000109200	549
ENSMUSG00000109201	342
ENSMUSG00000109202	2608
ENSMUSG00000109203	1798
ENSMUSG00000109204	1285
ENSMUSG00000109205	227
ENSMUSG00000109206	4415
ENSMUSG00000109207	162
ENSMUSG00000109209	4350
ENSMUSG00000109210	926
ENSMUSG00000109211	221
ENSMUSG00000109212	1859
ENSMUSG00000109213	930
ENSMUSG00000109214	436
ENSMUSG00000109215	1439
ENSMUSG00000109216	1633
ENSMUSG00000109217	3055
ENSMUSG00000109218	420
ENSMUSG00000109219	1730
ENSMUSG00000109220	160
ENSMUSG00000109221	903
ENSMUSG00000109222	651
ENSMUSG00000109223	275
ENSMUSG00000109224	456
ENSMUSG00000109225	1265
ENSMUSG00000109226	3477
ENSMUSG00000109227	374
ENSMUSG00000109228	1610
ENSMUSG00000109229	154
ENSMUSG00000109230	949
ENSMUSG00000109231	1612
ENSMUSG00000109232	1284
ENSMUSG00000109233	391
ENSMUSG00000109234	264
ENSMUSG00000109235	1864
ENSMUSG00000109236	331
ENSMUSG00000109237	1653
ENSMUSG00000109238	825
ENSMUSG00000109239	4096
ENSMUSG00000109240	150
ENSMUSG00000109241	408
ENSMUSG00000109242	1178
ENSMUSG00000109243	2317
ENSMUSG00000109244	4387
ENSMUSG00000109245	2346
ENSMUSG00000109246	950
ENSMUSG00000109247	2183
ENSMUSG00000109248	842
ENSMUSG00000109249	3827
ENSMUSG00000109250	1678
ENSMUSG00000109251	848
ENSMUSG00000109252	626
ENSMUSG00000109253	542
ENSMUSG00000109254	545
ENSMUSG00000109255	568
ENSMUSG00000109256	842
ENSMUSG00000109257	919
ENSMUSG00000109258	1416
ENSMUSG00000109259	547
ENSMUSG00000109260	1210
ENSMUSG00000109261	427
ENSMUSG00000109262	852
ENSMUSG00000109263	492
ENSMUSG00000109264	497
ENSMUSG00000109265	232
ENSMUSG00000109266	854
ENSMUSG00000109267	429
ENSMUSG00000109268	694
ENSMUSG00000109269	555
ENSMUSG00000109270	2628
ENSMUSG00000109271	806
ENSMUSG00000109272	551
ENSMUSG00000109273	232
ENSMUSG00000109274	2773
ENSMUSG00000109275	577
ENSMUSG00000109276	509
ENSMUSG00000109277	525
ENSMUSG00000109278	354
ENSMUSG00000109279	2509
ENSMUSG00000109280	771
ENSMUSG00000109281	372
ENSMUSG00000109282	1369
ENSMUSG00000109283	562
ENSMUSG00000109284	553
ENSMUSG00000109285	136
ENSMUSG00000109286	2907
ENSMUSG00000109287	125
ENSMUSG00000109288	532
ENSMUSG00000109289	846
ENSMUSG00000109290	754
ENSMUSG00000109291	1277
ENSMUSG00000109292	180
ENSMUSG00000109293	2285
ENSMUSG00000109294	264
ENSMUSG00000109295	1703
ENSMUSG00000109296	306
ENSMUSG00000109297	762
ENSMUSG00000109298	1304
ENSMUSG00000109299	896
ENSMUSG00000109300	417
ENSMUSG00000109301	322
ENSMUSG00000109302	631
ENSMUSG00000109303	577
ENSMUSG00000109304	5125
ENSMUSG00000109305	404
ENSMUSG00000109306	577
ENSMUSG00000109307	846
ENSMUSG00000109308	386
ENSMUSG00000109309	145
ENSMUSG00000109310	411
ENSMUSG00000109311	1452
ENSMUSG00000109312	2614
ENSMUSG00000109313	460
ENSMUSG00000109314	5083
ENSMUSG00000109315	673
ENSMUSG00000109316	3099
ENSMUSG00000109317	3108
ENSMUSG00000109318	612
ENSMUSG00000109319	178
ENSMUSG00000109320	2908
ENSMUSG00000109321	1836
ENSMUSG00000109322	1625
ENSMUSG00000109323	1171
ENSMUSG00000109324	742
ENSMUSG00000109325	945
ENSMUSG00000109326	2044
ENSMUSG00000109327	504
ENSMUSG00000109328	4761
ENSMUSG00000109329	357
ENSMUSG00000109330	400
ENSMUSG00000109331	1054
ENSMUSG00000109332	1412
ENSMUSG00000109333	884
ENSMUSG00000109334	2110
ENSMUSG00000109335	335
ENSMUSG00000109336	2336
ENSMUSG00000109337	309
ENSMUSG00000109338	1774
ENSMUSG00000109339	725
ENSMUSG00000109340	192
ENSMUSG00000109341	1222
ENSMUSG00000109342	505
ENSMUSG00000109343	220
ENSMUSG00000109344	997
ENSMUSG00000109345	542
ENSMUSG00000109346	379
ENSMUSG00000109347	1375
ENSMUSG00000109348	369
ENSMUSG00000109350	676
ENSMUSG00000109351	474
ENSMUSG00000109352	907
ENSMUSG00000109353	1497
ENSMUSG00000109354	2388
ENSMUSG00000109355	1696
ENSMUSG00000109356	825
ENSMUSG00000109357	229
ENSMUSG00000109358	710
ENSMUSG00000109359	1837
ENSMUSG00000109360	581
ENSMUSG00000109361	572
ENSMUSG00000109362	1347
ENSMUSG00000109363	3265
ENSMUSG00000109364	149
ENSMUSG00000109365	948
ENSMUSG00000109366	384
ENSMUSG00000109367	1399
ENSMUSG00000109368	1364
ENSMUSG00000109369	804
ENSMUSG00000109370	2927
ENSMUSG00000109371	2715
ENSMUSG00000109372	6352
ENSMUSG00000109373	382
ENSMUSG00000109374	557
ENSMUSG00000109375	178
ENSMUSG00000109376	1029
ENSMUSG00000109377	361
ENSMUSG00000109378	2806
ENSMUSG00000109379	2058
ENSMUSG00000109380	420
ENSMUSG00000109381	2332
ENSMUSG00000109382	1281
ENSMUSG00000109383	708
ENSMUSG00000109384	634
ENSMUSG00000109385	4370
ENSMUSG00000109387	2404
ENSMUSG00000109388	537
ENSMUSG00000109389	2235
ENSMUSG00000109390	3794
ENSMUSG00000109391	379
ENSMUSG00000109392	1272
ENSMUSG00000109393	735
ENSMUSG00000109394	3717
ENSMUSG00000109395	1507
ENSMUSG00000109396	1438
ENSMUSG00000109397	1774
ENSMUSG00000109398	2045
ENSMUSG00000109399	471
ENSMUSG00000109400	268
ENSMUSG00000109401	2112
ENSMUSG00000109402	590
ENSMUSG00000109403	2594
ENSMUSG00000109404	1255
ENSMUSG00000109405	2184
ENSMUSG00000109406	189
ENSMUSG00000109407	786
ENSMUSG00000109408	1740
ENSMUSG00000109409	2609
ENSMUSG00000109410	917
ENSMUSG00000109411	580
ENSMUSG00000109412	3136
ENSMUSG00000109413	1631
ENSMUSG00000109414	546
ENSMUSG00000109415	899
ENSMUSG00000109416	1422
ENSMUSG00000109417	94
ENSMUSG00000109418	1855
ENSMUSG00000109419	3987
ENSMUSG00000109420	592
ENSMUSG00000109421	1768
ENSMUSG00000109422	3065
ENSMUSG00000109423	189
ENSMUSG00000109424	637
ENSMUSG00000109425	452
ENSMUSG00000109426	915
ENSMUSG00000109427	582
ENSMUSG00000109428	1135
ENSMUSG00000109429	5138
ENSMUSG00000109430	607
ENSMUSG00000109431	2263
ENSMUSG00000109432	776
ENSMUSG00000109433	249
ENSMUSG00000109434	2691
ENSMUSG00000109435	1249
ENSMUSG00000109436	649
ENSMUSG00000109437	929
ENSMUSG00000109438	4247
ENSMUSG00000109439	250
ENSMUSG00000109440	318
ENSMUSG00000109441	463
ENSMUSG00000109442	417
ENSMUSG00000109443	120
ENSMUSG00000109444	499
ENSMUSG00000109445	1595
ENSMUSG00000109446	8870
ENSMUSG00000109447	1026
ENSMUSG00000109448	414
ENSMUSG00000109449	3488
ENSMUSG00000109450	2081
ENSMUSG00000109451	1044
ENSMUSG00000109452	3559
ENSMUSG00000109453	1060
ENSMUSG00000109454	303
ENSMUSG00000109455	471
ENSMUSG00000109456	2880
ENSMUSG00000109457	165
ENSMUSG00000109458	1019
ENSMUSG00000109459	1413
ENSMUSG00000109460	843
ENSMUSG00000109461	3234
ENSMUSG00000109462	228
ENSMUSG00000109463	815
ENSMUSG00000109464	481
ENSMUSG00000109465	592
ENSMUSG00000109466	1021
ENSMUSG00000109467	180
ENSMUSG00000109468	404
ENSMUSG00000109469	2171
ENSMUSG00000109471	2445
ENSMUSG00000109472	1216
ENSMUSG00000109473	2490
ENSMUSG00000109475	253
ENSMUSG00000109476	2608
ENSMUSG00000109477	569
ENSMUSG00000109478	704
ENSMUSG00000109479	1073
ENSMUSG00000109480	211
ENSMUSG00000109481	3388
ENSMUSG00000109482	1192
ENSMUSG00000109484	357
ENSMUSG00000109485	396
ENSMUSG00000109487	1527
ENSMUSG00000109488	1186
ENSMUSG00000109489	1392
ENSMUSG00000109490	509
ENSMUSG00000109491	1089
ENSMUSG00000109492	651
ENSMUSG00000109493	948
ENSMUSG00000109494	2608
ENSMUSG00000109495	1085
ENSMUSG00000109496	370
ENSMUSG00000109497	945
ENSMUSG00000109498	4307
ENSMUSG00000109499	505
ENSMUSG00000109500	1493
ENSMUSG00000109501	2094
ENSMUSG00000109502	270
ENSMUSG00000109503	1008
ENSMUSG00000109504	439
ENSMUSG00000109505	3739
ENSMUSG00000109506	998
ENSMUSG00000109507	604
ENSMUSG00000109508	2887
ENSMUSG00000109509	397
ENSMUSG00000109510	1270
ENSMUSG00000109511	2414
ENSMUSG00000109512	591
ENSMUSG00000109513	128
ENSMUSG00000109514	576
ENSMUSG00000109515	2454
ENSMUSG00000109516	1654
ENSMUSG00000109517	2019
ENSMUSG00000109518	1396
ENSMUSG00000109519	1775
ENSMUSG00000109520	1802
ENSMUSG00000109521	1430
ENSMUSG00000109522	274
ENSMUSG00000109523	1349
ENSMUSG00000109524	324
ENSMUSG00000109525	978
ENSMUSG00000109526	805
ENSMUSG00000109527	865
ENSMUSG00000109528	5202
ENSMUSG00000109529	2060
ENSMUSG00000109530	991
ENSMUSG00000109532	1054
ENSMUSG00000109533	1032
ENSMUSG00000109534	3372
ENSMUSG00000109535	2178
ENSMUSG00000109536	30942
ENSMUSG00000109537	874
ENSMUSG00000109538	396
ENSMUSG00000109539	3337
ENSMUSG00000109540	2002
ENSMUSG00000109541	629
ENSMUSG00000109542	946
ENSMUSG00000109543	336
ENSMUSG00000109544	925
ENSMUSG00000109545	385
ENSMUSG00000109546	369
ENSMUSG00000109547	1462
ENSMUSG00000109548	2551
ENSMUSG00000109549	529
ENSMUSG00000109550	488
ENSMUSG00000109551	2127
ENSMUSG00000109552	2000
ENSMUSG00000109553	1072
ENSMUSG00000109554	3357
ENSMUSG00000109555	2223
ENSMUSG00000109556	323
ENSMUSG00000109557	474
ENSMUSG00000109558	391
ENSMUSG00000109559	2114
ENSMUSG00000109560	613
ENSMUSG00000109561	5146
ENSMUSG00000109562	4110
ENSMUSG00000109563	1191
ENSMUSG00000109564	4400
ENSMUSG00000109565	865
ENSMUSG00000109566	734
ENSMUSG00000109567	434
ENSMUSG00000109568	1240
ENSMUSG00000109569	147
ENSMUSG00000109570	2278
ENSMUSG00000109571	423
ENSMUSG00000109572	2123
ENSMUSG00000109573	958
ENSMUSG00000109574	3191
ENSMUSG00000109575	2989
ENSMUSG00000109576	1990
ENSMUSG00000109577	396
ENSMUSG00000109578	520
ENSMUSG00000109579	440
ENSMUSG00000109580	458
ENSMUSG00000109581	1246
ENSMUSG00000109582	1087
ENSMUSG00000109583	1307
ENSMUSG00000109584	980
ENSMUSG00000109585	2305
ENSMUSG00000109586	2708
ENSMUSG00000109587	687
ENSMUSG00000109588	671
ENSMUSG00000109589	522
ENSMUSG00000109590	618
ENSMUSG00000109591	1024
ENSMUSG00000109592	758
ENSMUSG00000109593	588
ENSMUSG00000109594	743
ENSMUSG00000109595	793
ENSMUSG00000109596	944
ENSMUSG00000109597	288
ENSMUSG00000109598	2277
ENSMUSG00000109599	1170
ENSMUSG00000109600	889
ENSMUSG00000109601	2453
ENSMUSG00000109602	515
ENSMUSG00000109603	1621
ENSMUSG00000109604	1273
ENSMUSG00000109605	676
ENSMUSG00000109606	2708
ENSMUSG00000109607	552
ENSMUSG00000109608	1994
ENSMUSG00000109609	1254
ENSMUSG00000109610	879
ENSMUSG00000109611	616
ENSMUSG00000109612	2076
ENSMUSG00000109613	609
ENSMUSG00000109614	397
ENSMUSG00000109615	501
ENSMUSG00000109616	2631
ENSMUSG00000109617	1603
ENSMUSG00000109618	774
ENSMUSG00000109619	768
ENSMUSG00000109620	454
ENSMUSG00000109621	483
ENSMUSG00000109622	2468
ENSMUSG00000109623	2537
ENSMUSG00000109624	320
ENSMUSG00000109625	3477
ENSMUSG00000109626	1246
ENSMUSG00000109627	262
ENSMUSG00000109628	838
ENSMUSG00000109629	704
ENSMUSG00000109630	159
ENSMUSG00000109631	974
ENSMUSG00000109632	522
ENSMUSG00000109633	1385
ENSMUSG00000109634	408
ENSMUSG00000109635	711
ENSMUSG00000109636	2740
ENSMUSG00000109637	350
ENSMUSG00000109638	1911
ENSMUSG00000109639	967
ENSMUSG00000109640	3538
ENSMUSG00000109641	345
ENSMUSG00000109642	2577
ENSMUSG00000109643	1219
ENSMUSG00000109644	671
ENSMUSG00000109645	367
ENSMUSG00000109646	799
ENSMUSG00000109647	638
ENSMUSG00000109648	3940
ENSMUSG00000109649	676
ENSMUSG00000109650	209
ENSMUSG00000109651	977
ENSMUSG00000109652	2602
ENSMUSG00000109653	389
ENSMUSG00000109654	643
ENSMUSG00000109655	660
ENSMUSG00000109656	3167
ENSMUSG00000109657	636
ENSMUSG00000109658	151
ENSMUSG00000109659	2809
ENSMUSG00000109661	262
ENSMUSG00000109662	384
ENSMUSG00000109663	415
ENSMUSG00000109664	1253
ENSMUSG00000109665	522
ENSMUSG00000109666	560
ENSMUSG00000109667	217
ENSMUSG00000109668	757
ENSMUSG00000109669	1426
ENSMUSG00000109670	280
ENSMUSG00000109671	946
ENSMUSG00000109672	710
ENSMUSG00000109673	311
ENSMUSG00000109674	4618
ENSMUSG00000109675	956
ENSMUSG00000109676	641
ENSMUSG00000109677	689
ENSMUSG00000109678	361
ENSMUSG00000109679	1363
ENSMUSG00000109680	479
ENSMUSG00000109681	840
ENSMUSG00000109682	751
ENSMUSG00000109683	432
ENSMUSG00000109684	1180
ENSMUSG00000109685	543
ENSMUSG00000109686	1537
ENSMUSG00000109687	1697
ENSMUSG00000109688	633
ENSMUSG00000109689	441
ENSMUSG00000109690	580
ENSMUSG00000109691	1036
ENSMUSG00000109692	521
ENSMUSG00000109693	1682
ENSMUSG00000109694	803
ENSMUSG00000109695	300
ENSMUSG00000109696	1090
ENSMUSG00000109697	904
ENSMUSG00000109698	854
ENSMUSG00000109699	1695
ENSMUSG00000109700	1734
ENSMUSG00000109701	373
ENSMUSG00000109702	450
ENSMUSG00000109703	592
ENSMUSG00000109704	1446
ENSMUSG00000109705	766
ENSMUSG00000109706	358
ENSMUSG00000109707	406
ENSMUSG00000109708	3894
ENSMUSG00000109709	3890
ENSMUSG00000109710	875
ENSMUSG00000109711	232
ENSMUSG00000109712	449
ENSMUSG00000109713	1080
ENSMUSG00000109714	874
ENSMUSG00000109715	2795
ENSMUSG00000109716	730
ENSMUSG00000109717	1111
ENSMUSG00000109718	1197
ENSMUSG00000109719	2173
ENSMUSG00000109720	1769
ENSMUSG00000109721	2552
ENSMUSG00000109722	1756
ENSMUSG00000109723	2327
ENSMUSG00000109724	1962
ENSMUSG00000109725	2497
ENSMUSG00000109726	2878
ENSMUSG00000109727	2844
ENSMUSG00000109728	427
ENSMUSG00000109729	505
ENSMUSG00000109730	954
ENSMUSG00000109731	618
ENSMUSG00000109732	749
ENSMUSG00000109733	1601
ENSMUSG00000109734	502
ENSMUSG00000109735	1316
ENSMUSG00000109736	1312
ENSMUSG00000109737	3908
ENSMUSG00000109738	493
ENSMUSG00000109739	1179
ENSMUSG00000109740	886
ENSMUSG00000109741	556
ENSMUSG00000109742	1895
ENSMUSG00000109743	811
ENSMUSG00000109744	4535
ENSMUSG00000109745	386
ENSMUSG00000109746	813
ENSMUSG00000109747	564
ENSMUSG00000109748	2121
ENSMUSG00000109749	932
ENSMUSG00000109750	972
ENSMUSG00000109751	802
ENSMUSG00000109752	694
ENSMUSG00000109753	3253
ENSMUSG00000109754	1542
ENSMUSG00000109755	1152
ENSMUSG00000109756	1102
ENSMUSG00000109757	533
ENSMUSG00000109758	329
ENSMUSG00000109759	608
ENSMUSG00000109760	2225
ENSMUSG00000109761	2553
ENSMUSG00000109762	263
ENSMUSG00000109763	706
ENSMUSG00000109764	5249
ENSMUSG00000109765	1468
ENSMUSG00000109766	2074
ENSMUSG00000109767	1038
ENSMUSG00000109768	216
ENSMUSG00000109769	1012
ENSMUSG00000109770	396
ENSMUSG00000109771	3457
ENSMUSG00000109772	429
ENSMUSG00000109773	356
ENSMUSG00000109774	910
ENSMUSG00000109775	3483
ENSMUSG00000109776	2294
ENSMUSG00000109777	277
ENSMUSG00000109778	2107
ENSMUSG00000109779	574
ENSMUSG00000109780	1805
ENSMUSG00000109781	1229
ENSMUSG00000109782	2979
ENSMUSG00000109783	1105
ENSMUSG00000109784	3948
ENSMUSG00000109785	438
ENSMUSG00000109786	673
ENSMUSG00000109787	1350
ENSMUSG00000109788	936
ENSMUSG00000109789	2287
ENSMUSG00000109790	241
ENSMUSG00000109791	1064
ENSMUSG00000109792	3672
ENSMUSG00000109793	235
ENSMUSG00000109794	569
ENSMUSG00000109795	166
ENSMUSG00000109796	530
ENSMUSG00000109797	1208
ENSMUSG00000109798	718
ENSMUSG00000109799	2141
ENSMUSG00000109800	959
ENSMUSG00000109801	2564
ENSMUSG00000109802	845
ENSMUSG00000109803	550
ENSMUSG00000109805	342
ENSMUSG00000109806	959
ENSMUSG00000109807	2200
ENSMUSG00000109808	1143
ENSMUSG00000109809	825
ENSMUSG00000109810	1043
ENSMUSG00000109811	503
ENSMUSG00000109812	1896
ENSMUSG00000109813	3299
ENSMUSG00000109814	1271
ENSMUSG00000109815	969
ENSMUSG00000109816	1030
ENSMUSG00000109817	1374
ENSMUSG00000109818	199
ENSMUSG00000109819	2121
ENSMUSG00000109820	123
ENSMUSG00000109821	1135
ENSMUSG00000109822	664
ENSMUSG00000109823	974
ENSMUSG00000109824	1234
ENSMUSG00000109825	895
ENSMUSG00000109826	580
ENSMUSG00000109827	638
ENSMUSG00000109828	2098
ENSMUSG00000109829	4269
ENSMUSG00000109830	1105
ENSMUSG00000109831	720
ENSMUSG00000109832	396
ENSMUSG00000109833	237
ENSMUSG00000109834	598
ENSMUSG00000109835	2287
ENSMUSG00000109836	3416
ENSMUSG00000109837	160
ENSMUSG00000109838	1104
ENSMUSG00000109839	1341
ENSMUSG00000109840	218
ENSMUSG00000109841	1166
ENSMUSG00000109842	252
ENSMUSG00000109843	2425
ENSMUSG00000109844	1022
ENSMUSG00000109845	556
ENSMUSG00000109846	977
ENSMUSG00000109847	2414
ENSMUSG00000109848	576
ENSMUSG00000109849	1963
ENSMUSG00000109850	557
ENSMUSG00000109851	446
ENSMUSG00000109852	1405
ENSMUSG00000109853	949
ENSMUSG00000109854	555
ENSMUSG00000109855	443
ENSMUSG00000109856	249
ENSMUSG00000109857	689
