Feature.ID	baseMean	log2(brain/UHR)	lfcSE	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm	UHR_1.rlog	UHR_2.rlog	brain_1.rlog	brain_2.rlog
SECISBP2L	501.297	2.36979	0.126169	5.33867e-80	8.66534e-79	189	202	666	727	158.93	163.94	829.9	852.42	7.32	7.36	9.69	9.73
SECTM1	69.9418	-1.95697	0.335192	4.92171e-10	1.57757e-09	133	140	21	24	111.84	113.62	26.17	28.14	6.78	6.81	4.75	4.85
SEH1L	212.646	-0.195307	0.171516	0.245107	0.309845	278	273	145	183	233.77	221.56	180.68	214.57	7.87	7.79	7.5	7.75
SEL1L	371.545	0.345069	0.130426	0.00740729	0.0127896	377	414	328	362	317.02	335.99	408.72	424.45	8.31	8.39	8.67	8.73
SEL1L3	279.388	0.700427	0.148732	1.85655e-06	4.65558e-06	259	253	275	300	217.79	205.33	342.68	351.75	7.77	7.68	8.42	8.46
SELE	2.74883	0.825131	1.1313	0.244407	0.309072	2	1	4	3	1.68	0.81	4.98	3.52	0.95	0.45	1.95	1.6
SELENBP1	217.313	-0.18241	0.168692	0.269971	0.337123	293	267	166	170	246.38	216.69	206.85	199.33	7.94	7.76	7.69	7.64
SELK	119.724	0.618605	0.221038	0.00398962	0.00714377	104	122	118	124	87.45	99.01	147.04	145.39	6.46	6.63	7.2	7.18
SELL	13.5478	0.729972	0.595521	0.141314	0.190936	12	10	11	19	10.09	8.12	13.71	22.28	3.37	3.1	3.76	4.39
SELM	249.379	2.98347	0.18942	4.68295e-57	5.48512e-56	66	68	372	361	55.5	55.19	463.55	423.28	5.81	5.81	8.85	8.72
SELO	448.689	0.705913	0.124962	1.20621e-08	3.53739e-08	382	441	422	503	321.22	357.9	525.86	589.78	8.33	8.48	9.04	9.2
SELP	1.81425	0.361082	1.13568	0.59928	NA	2	1	1	3	1.68	0.81	1.25	3.52	0.73	0.26	0.53	1.35
SELPLG	122.707	-0.782015	0.223056	0.000309833	0.000633014	193	186	71	76	162.29	150.95	88.47	89.11	7.34	7.23	6.47	6.48
SELS	134.755	-0.805535	0.214188	0.000113033	0.000241128	197	222	76	84	165.66	180.17	94.7	98.49	7.37	7.49	6.57	6.63
SELT	220.011	0.563968	0.165598	0.000539301	0.00107237	213	214	218	218	179.11	173.68	271.65	255.61	7.49	7.44	8.08	8
SELV	3.1549	-0.0623363	0.918164	0.920666	0.93565	4	4	2	3	3.36	3.25	2.49	3.52	1.72	1.68	1.45	1.76
SEMA3A	59.2784	-1.5588	0.352944	2.01713e-06	5.04166e-06	103	116	17	30	86.61	94.14	21.18	35.18	6.42	6.54	4.47	5.16
SEMA3B	1159.97	0.716874	0.0823194	2.29627e-18	1.07613e-17	1045	1076	1115	1278	878.74	873.25	1389.4	1498.48	9.78	9.77	10.44	10.55
SEMA3C	155.673	-1.97726	0.226088	1.90957e-19	9.33035e-19	302	303	44	58	253.95	245.91	54.83	68.01	7.98	7.93	5.8	6.1
SEMA3D	9.82537	0.572914	0.659739	0.279991	0.347754	10	7	8	13	8.41	5.68	9.97	15.24	3.09	2.62	3.3	3.83
SEMA3E	22.329	3.23108	0.686728	1.65907e-07	4.50271e-07	5	4	29	39	4.2	3.25	36.14	45.73	2.29	2	5.08	5.41
SEMA3F	205.323	-0.771522	0.180519	1.33765e-05	3.10577e-05	294	337	133	115	247.22	273.5	165.73	134.84	7.95	8.09	7.38	7.08
SEMA3G	203.021	2.13883	0.193028	1.02302e-29	6.73544e-29	83	96	249	302	69.79	77.91	310.28	354.1	6.14	6.3	8.27	8.46
SEMA4A	99.5292	1.62473	0.258973	6.16665e-11	2.07997e-10	59	55	130	121	49.61	44.64	161.99	141.87	5.65	5.5	7.32	7.14
SEMA4B	486.825	-0.117256	0.115284	0.30377	0.373324	596	632	365	408	501.17	512.91	454.83	478.39	8.97	9	8.83	8.9
SEMA4C	883.198	0.529556	0.0912075	5.43124e-09	1.63431e-08	878	869	810	921	738.31	705.25	1009.34	1079.89	9.53	9.46	9.98	10.08
SEMA4D	810.075	2.39008	0.103408	1.71561e-119	4.31882e-118	291	335	1099	1155	244.7	271.88	1369.47	1354.26	7.94	8.09	10.42	10.4
SEMA4F	170.023	0.618954	0.192692	0.00103205	0.00198964	152	170	149	195	127.82	137.97	185.67	228.64	7	7.11	7.53	7.83
SEMA4G	264.602	-0.104245	0.151919	0.485361	0.55525	316	349	199	223	265.72	283.24	247.97	261.47	8.05	8.15	7.95	8.03
SEMA5A	307.357	-1.26544	0.150102	1.22954e-17	5.6152e-17	518	538	138	158	435.58	436.62	171.96	185.26	8.76	8.77	7.43	7.54
SEMA5B	78.1506	1.17614	0.279093	1.01731e-05	2.38845e-05	60	52	89	93	50.45	42.2	110.9	109.04	5.67	5.42	6.78	6.76
SEMA6A	617.102	0.7407	0.104294	8.94618e-13	3.32141e-12	557	558	614	667	468.38	452.86	765.11	782.07	8.87	8.82	9.58	9.61
SEMA6B	1257.38	2.1078	0.0861446	2.1452e-133	6.21117e-132	556	587	1569	1817	467.54	476.39	1955.13	2130.46	8.87	8.9	10.93	11.06
SEMA6C	269.088	2.45241	0.170264	2.43754e-48	2.41907e-47	96	103	364	391	80.73	83.59	453.58	458.45	6.35	6.4	8.82	8.83
SEMA6D	138.969	2.26926	0.231494	6.24452e-24	3.53212e-23	53	60	184	199	44.57	48.69	229.28	233.33	5.5	5.62	7.83	7.85
SEMA7A	690.445	2.62973	0.11198	2.97916e-123	7.69842e-122	226	237	945	1025	190.04	192.34	1177.57	1201.83	7.58	7.59	10.2	10.23
SENP1	83.4548	-1.52766	0.293234	4.03829e-08	1.14505e-07	156	148	38	30	131.18	120.11	47.35	35.18	7.02	6.9	5.58	5.17
SENP2	196.786	0.0920229	0.177631	0.59673	0.65975	243	217	173	163	204.34	176.11	215.58	191.12	7.67	7.46	7.75	7.58
SENP3	498.591	-0.0529314	0.113187	0.636566	0.69642	601	629	391	419	505.38	510.48	487.23	491.28	8.98	9	8.93	8.94
SENP5	265.511	0.285133	0.150812	0.054594	0.0809795	281	297	234	250	236.29	241.04	291.59	293.13	7.89	7.91	8.19	8.19
SENP6	206.045	0.187906	0.170114	0.25967	0.326022	238	227	177	187	200.13	184.23	220.56	219.26	7.65	7.53	7.78	7.78
SENP7	58.5383	0.498758	0.306358	0.0857487	0.121747	61	54	57	58	51.29	43.82	71.03	68.01	5.69	5.47	6.14	6.08
SENP8	16.3782	0.480673	0.535046	0.296357	0.365185	19	12	15	18	15.98	9.74	18.69	21.11	4	3.36	4.2	4.36
SEP15	231.886	-0.373411	0.162468	0.0193249	0.0310822	305	331	163	170	256.47	268.63	203.11	199.33	8	8.07	7.67	7.64
SEPHS1	180.777	-1.35077	0.19831	2.93411e-12	1.06083e-11	317	316	90	75	266.56	256.46	112.15	87.94	8.05	8	6.82	6.47
SEPHS2	482.445	-1.05846	0.123802	6.18816e-18	2.8543e-17	821	761	244	271	690.38	617.6	304.05	317.75	9.43	9.27	8.25	8.31
SEPN1	848.527	-0.269901	0.0917606	0.00305085	0.00553914	1118	1130	602	671	940.12	917.07	750.15	786.76	9.88	9.84	9.55	9.62
SEPP1	166.001	-0.240347	0.188822	0.192358	0.250603	207	230	122	129	174.07	186.66	152.02	151.25	7.44	7.54	7.25	7.24
SEPSECS	44.0483	-0.463374	0.354586	0.160821	0.213884	62	64	24	36	52.14	51.94	29.91	42.21	5.69	5.69	4.93	5.4
SEPT1	103.418	-0.277953	0.237365	0.225416	0.288108	140	136	68	86	117.73	110.37	84.73	100.84	6.88	6.78	6.41	6.66
SEPT10	84.3961	-1.44927	0.287927	1.20022e-07	3.29822e-07	137	167	33	39	115.2	135.53	41.12	45.73	6.84	7.07	5.39	5.53
SEPT11	410.581	-0.221791	0.125211	0.0728304	0.105067	519	553	314	312	436.43	448.8	391.28	365.83	8.77	8.81	8.61	8.52
SEPT12	6.40622	2.28671	1.23796	0.00678694	0.0117837	1	2	12	7	0.84	1.62	14.95	8.21	0.64	1.11	3.58	2.84
SEPT2	1226.79	-0.429598	0.0801575	7.42054e-08	2.07029e-07	1630	1784	834	895	1370.66	1447.84	1039.25	1049.4	10.42	10.5	10.02	10.04
SEPT3	1848.66	5.046	0.109234	0	0	122	140	2872	3070	102.59	113.62	3578.81	3599.62	6.7	6.84	11.8	11.81
SEPT4	1936.61	7.56887	0.21722	1.52205e-267	1.2139e-265	17	31	3076	3304	14.3	25.16	3833.01	3873.99	3.97	4.72	11.9	11.91
SEPT5	2794.67	2.72064	0.068036	0	0	915	864	3835	4204	769.42	701.2	4778.8	4929.26	9.59	9.46	12.22	12.27
SEPT6	339.666	-0.870224	0.143152	7.67673e-10	2.43441e-09	524	543	209	185	440.63	440.68	260.44	216.92	8.78	8.78	8.03	7.76
SEPT7	385.973	1.04579	0.130121	4.68897e-16	1.99691e-15	287	319	416	448	241.34	258.89	518.38	525.29	7.92	8.02	9.02	9.03
SEPT7L	1.22799	-0.0135537	1.2177	0.984455	NA	2	1	1	1	1.68	0.81	1.25	1.17	0.49	0.05	0.29	0.25
SEPT7P2	27.6109	0.393544	0.423326	0.305476	0.375106	27	29	28	25	22.7	23.54	34.89	29.31	4.52	4.57	5.1	4.87
SEPT8	1685.29	1.97829	0.0767072	9.45834e-148	3.17923e-146	829	818	2081	2377	697.1	663.86	2593.14	2787.07	9.45	9.38	11.34	11.44
SEPT9	3389.87	-1.05763	0.0600539	1.01703e-69	1.43102e-68	5428	5671	1695	1945	4564.39	4602.41	2112.14	2280.54	12.16	12.17	11.05	11.16
SEPW1	1203.45	2.84732	0.0908244	5.83855e-217	3.26253e-215	356	353	1671	1830	299.36	286.48	2082.24	2145.7	8.23	8.17	11.02	11.06
SEPX1	156.252	-0.76027	0.202788	0.000124066	0.00026383	224	256	83	107	188.36	207.76	103.43	125.46	7.55	7.69	6.7	6.97
SERAC1	57.2372	0.840767	0.313399	0.00455309	0.00808833	47	49	58	66	39.52	39.77	72.27	77.39	5.32	5.33	6.16	6.26
SERBP1	643.034	-1.79685	0.112532	2.57237e-58	3.07248e-57	1188	1235	221	252	998.98	1002.29	275.39	295.47	9.96	9.97	8.11	8.21
SERF2	952.017	-0.753356	0.0891205	2.04257e-17	9.22733e-17	1457	1440	560	611	1225.19	1168.66	697.82	716.41	10.26	10.19	9.45	9.49
SERGEF	179.082	0.956806	0.184137	1.15622e-07	3.18129e-07	146	145	189	205	122.77	117.68	235.51	240.37	6.94	6.88	7.88	7.9
SERHL	1.3109	0.381748	1.25039	0.591311	NA	1	1	1	2	0.84	0.81	1.25	2.35	0.07	0.05	0.3	0.75
SERHL2	6.02385	0.184006	0.79142	0.753077	0.797868	2	11	8	3	1.68	8.93	9.97	3.52	1.24	3	3.12	1.95
SERINC1	1480.09	2.82687	0.0844086	3.87518e-247	2.64568e-245	453	430	2052	2246	380.93	348.97	2557	2633.47	8.58	8.45	11.32	11.36
SERINC2	232.65	-4.53685	0.29566	1.02683e-53	1.12184e-52	525	557	10	21	441.47	452.04	12.46	24.62	8.77	8.81	3.8	4.68
SERINC3	578.139	0.967855	0.110951	1.53503e-18	7.24606e-18	490	452	606	664	412.04	366.83	755.14	778.55	8.69	8.52	9.56	9.6
SERINC4	29.1687	1.3934	0.47558	0.000919691	0.00178229	21	14	28	45	17.66	11.36	34.89	52.76	4.17	3.59	5.1	5.67
SERINC5	371.074	-0.591995	0.132695	6.60523e-06	1.58111e-05	514	570	235	253	432.22	462.59	292.83	296.65	8.75	8.85	8.2	8.21
SERP1	637.287	-1.17436	0.107525	3.81053e-28	2.39984e-27	1060	1083	323	321	891.35	878.93	402.49	376.38	9.8	9.78	8.65	8.56
SERP2	123.996	5.74251	0.491137	2.10155e-32	1.48266e-31	4	6	191	213	3.36	4.87	238.01	249.75	2.14	2.53	7.86	7.93
SERPINA1	1827.52	-5.29793	0.134859	0	0	4108	4529	73	76	3454.4	3675.59	90.97	89.11	11.75	11.84	6.53	6.5
SERPINA10	7.63496	-2.52118	1.32772	0.00510396	0.00901581	18	16	1	1	15.14	12.99	1.25	1.17	3.69	3.49	1.08	1.02
SERPINA11	57.5854	-5.90099	1.0127	5.4252e-10	1.73421e-09	134	142	1	1	112.68	115.24	1.25	1.17	6.75	6.78	1.39	1.32
SERPINA12	4.53293	-1.52955	1.26365	0.0541912	0.0804501	10	9	1	1	8.41	7.3	1.25	1.17	2.79	2.63	0.96	0.91
SERPINA3	960.893	0.873316	0.0865949	4.103e-24	2.33283e-23	801	838	997	1064	673.56	680.09	1242.36	1247.56	9.4	9.41	10.28	10.28
SERPINA4	21.2971	-4.45604	1.11388	5.04552e-06	1.21857e-05	55	45	1	1	46.25	36.52	1.25	1.17	5.4	5.07	1.24	1.18
SERPINA5	261.036	-5.48101	0.363435	3.96839e-52	4.22508e-51	602	636	9	9	506.22	516.16	11.21	10.55	8.97	9	3.65	3.57
SERPINA6	62.6783	-5.65125	0.852461	4.35749e-12	1.56129e-11	122	178	2	1	102.59	144.46	2.49	1.17	6.63	7.11	1.9	1.36
SERPINA7	35.8282	-4.85142	0.88236	5.44272e-09	1.6372e-08	85	84	2	1	71.48	68.17	2.49	1.17	6.07	6.01	1.84	1.28
SERPINA9	1.22066	-0.00980782	1.21882	0.988754	NA	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
SERPINB1	101.063	-1.64835	0.267208	1.14786e-10	3.80725e-10	188	187	40	38	158.09	151.76	49.84	44.56	7.29	7.23	5.66	5.5
SERPINB2	75.5376	-6.2736	1.00503	3.29343e-11	1.12776e-10	175	188	1	1	147.16	152.57	1.25	1.17	7.15	7.2	1.43	1.36
SERPINB3	1.844	-0.395064	1.14832	0.567686	NA	3	3	1	1	2.52	2.43	1.25	1.17	1.12	1.09	0.6	0.56
SERPINB4	2.06156	-0.500253	1.1531	0.472967	0.542681	5	2	1	1	4.2	1.62	1.25	1.17	1.64	0.8	0.63	0.59
SERPINB5	11.7295	-3.40043	1.26356	0.000402211	0.000812759	23	31	1	1	19.34	25.16	1.25	1.17	4.11	4.46	1.15	1.09
SERPINB6	465.039	-1.02312	0.122068	2.75148e-17	1.23598e-16	746	768	237	268	627.31	623.28	295.33	314.23	9.29	9.28	8.21	8.3
SERPINB7	2.06156	-0.500253	1.1531	0.472967	0.542681	5	2	1	1	4.2	1.62	1.25	1.17	1.64	0.8	0.63	0.59
SERPINB8	33.8499	-0.68567	0.401185	0.0616777	0.0905301	52	52	19	22	43.73	42.2	23.68	25.8	5.43	5.38	4.59	4.71
SERPINB9	152.648	-1.51348	0.214917	4.16046e-13	1.56718e-12	264	288	65	63	222	233.73	81	73.87	7.79	7.86	6.35	6.22
SERPINC1	22.3909	-4.12577	0.949488	1.24353e-06	3.16079e-06	51	53	2	1	42.89	43.01	2.49	1.17	5.31	5.31	1.79	1.22
SERPIND1	209.77	-4.52625	0.310328	9.24697e-49	9.2396e-48	498	476	16	12	418.77	386.31	19.94	14.07	8.69	8.58	4.4	3.94
SERPINE1	881.368	-5.9024	0.225124	2.32578e-152	8.19439e-151	2016	2185	25	22	1695.25	1773.28	31.15	25.8	10.72	10.79	5.03	4.77
SERPINE2	1766.44	-2.1827	0.0775464	1.56357e-175	6.6427e-174	3441	3573	530	522	2893.52	2899.74	660.43	612.05	11.5	11.5	9.37	9.26
SERPINE3	3.01623	0.956953	1.1453	0.184034	0.241118	1	2	3	5	0.84	1.62	3.74	5.86	0.5	0.95	1.7	2.17
SERPINF1	450.25	-1.32876	0.126388	2.39108e-26	1.43974e-25	774	790	209	212	650.85	641.14	260.44	248.57	9.34	9.32	8.03	7.96
SERPINF2	354.583	-5.71497	0.334535	3.14829e-66	4.21358e-65	821	866	7	14	690.38	702.82	8.72	16.42	9.42	9.44	3.37	4.14
SERPING1	206.667	2.13062	0.187487	4.17366e-31	2.85167e-30	92	91	272	287	77.36	73.85	338.94	336.51	6.29	6.22	8.4	8.39
SERPINH1	1600.92	-3.96551	0.103691	0	0	3557	3732	149	169	2991.07	3028.77	185.67	198.16	11.54	11.56	7.55	7.64
SERPINI1	298.497	5.17358	0.266488	1.31154e-84	2.23637e-83	18	20	471	491	15.14	16.23	586.91	575.71	4.01	4.1	9.18	9.16
SERPINI2	1.93395	0.758697	1.24939	0.301286	NA	1	1	3	2	0.84	0.81	3.74	2.35	0.28	0.26	1.42	1.01
SERTAD1	74.3585	-0.131274	0.271042	0.613221	0.675428	91	98	57	60	76.52	79.53	71.03	70.35	6.26	6.31	6.15	6.14
SERTAD2	203.406	-1.14126	0.18317	2.03511e-10	6.65327e-10	313	370	101	106	263.2	300.28	125.86	124.29	8.04	8.23	6.98	6.96
SERTAD3	72.6162	-1.17656	0.297814	3.14525e-05	7.05531e-05	125	123	31	40	105.11	99.82	38.63	46.9	6.7	6.63	5.3	5.57
SERTAD4	23.5531	0.293986	0.452194	0.468175	0.538592	22	28	19	25	18.5	22.72	23.68	29.31	4.23	4.51	4.56	4.85
SESN1	164.381	2.09474	0.21215	3.80334e-24	2.16316e-23	69	79	201	243	58.02	64.11	250.47	284.92	5.88	6.02	7.96	8.14
SESN2	242.495	-0.531983	0.166982	0.00119997	0.00229528	359	338	141	186	301.88	274.31	175.7	218.09	8.24	8.1	7.46	7.77
SESN3	46.6355	1.50693	0.370224	1.04402e-05	2.44897e-05	28	27	53	64	23.55	21.91	66.04	75.04	4.59	4.49	6.02	6.2
SESTD1	243.958	0.333049	0.159026	0.0330693	0.0510275	248	273	230	221	208.54	221.56	286.6	259.13	7.71	7.79	8.16	8.02
SET	790.75	-1.34382	0.101447	1.46757e-40	1.25487e-39	1385	1367	337	400	1164.64	1109.41	419.94	469.01	10.18	10.11	8.72	8.88
SETBP1	134.058	1.5778	0.222557	2.5913e-13	9.852e-13	72	87	167	168	60.54	70.61	208.1	196.98	5.94	6.15	7.69	7.61
SETD1A	620.777	-0.60137	0.106178	1.20128e-08	3.52352e-08	880	936	379	436	739.99	759.63	472.27	511.22	9.53	9.57	8.88	9
SETD1B	510.954	0.332032	0.117331	0.00425352	0.00759384	528	566	425	521	443.99	459.35	529.59	610.88	8.8	8.84	9.05	9.25
SETD2	414.783	-0.10174	0.129896	0.42744	0.499958	468	574	320	342	393.54	465.84	398.75	401	8.62	8.86	8.64	8.65
SETD3	270.33	0.437593	0.150989	0.00327825	0.00593053	268	286	240	277	225.36	232.11	299.06	324.79	7.82	7.86	8.22	8.34
SETD4	106.904	-0.166099	0.24692	0.485333	0.55525	161	113	80	86	135.38	91.71	99.69	100.84	7.08	6.52	6.64	6.66
SETD5	915.204	-0.293684	0.0895673	0.000964938	0.00186524	1210	1233	637	724	1017.48	1000.66	793.77	848.9	9.99	9.97	9.63	9.73
SETD6	124.206	-0.285859	0.216614	0.173981	0.229334	161	171	94	90	135.38	138.78	117.13	105.53	7.08	7.11	6.87	6.72
SETD7	372.996	0.594829	0.131092	4.60994e-06	1.1186e-05	336	381	363	382	282.54	309.21	452.34	447.9	8.14	8.27	8.82	8.81
SETD8	151.459	-0.774532	0.206951	0.000125511	0.000266742	225	242	77	106	189.2	196.4	95.95	124.29	7.56	7.61	6.59	6.96
SETDB1	277.831	-1.06023	0.156951	7.09282e-12	2.51466e-11	473	440	144	151	397.74	357.09	179.44	177.05	8.63	8.48	7.49	7.47
SETDB2	52.9737	-0.537742	0.333719	0.0860873	0.122148	67	88	28	42	56.34	71.42	34.89	49.25	5.81	6.15	5.15	5.62
SETMAR	32.8367	0.133216	0.397951	0.715304	0.765148	39	36	34	23	32.79	29.22	42.37	26.97	5.03	4.88	5.39	4.77
SETX	429.878	0.0349793	0.121234	0.770406	0.812498	500	528	358	362	420.45	428.51	446.1	424.45	8.72	8.74	8.8	8.73
SEZ6	478.08	7.96911	0.516948	2.05436e-55	2.32104e-54	4	4	738	841	3.36	3.25	919.62	986.09	2.21	2.16	9.83	9.93
SEZ6L	632.37	5.29618	0.190573	1.1831e-170	4.80524e-169	38	37	995	1047	31.95	30.03	1239.87	1227.62	5.04	4.95	10.27	10.25
SEZ6L2	1855.13	2.21372	0.076122	3.58713e-187	1.63906e-185	752	838	2364	2697	632.35	680.09	2945.79	3162.28	9.31	9.41	11.52	11.63
SF1	1882.55	-0.0479408	0.0679619	0.47859	0.548559	2252	2384	1451	1615	1893.7	1934.78	1808.09	1893.61	10.89	10.92	10.82	10.89
SF3A1	1054.01	-0.211366	0.0867486	0.014137	0.0232452	1324	1418	744	874	1113.35	1150.8	927.1	1024.78	10.12	10.17	9.86	10
SF3A2	664.42	-1.05505	0.105092	5.17121e-24	2.93353e-23	1091	1085	354	357	917.42	880.55	441.12	418.59	9.84	9.78	8.79	8.71
SF3A3	304.811	-1.45316	0.155363	2.11654e-21	1.10165e-20	510	577	123	144	428.86	468.28	153.27	168.84	8.74	8.87	7.27	7.4
SF3B1	977.215	-0.622006	0.0895288	2.98211e-12	1.07729e-11	1377	1497	590	683	1157.91	1214.92	735.2	800.83	10.18	10.25	9.52	9.65
SF3B14	139.852	-1.3906	0.222266	1.1054e-10	3.67267e-10	241	254	55	70	202.66	206.14	68.54	82.08	7.66	7.68	6.11	6.37
SF3B2	1334.33	-0.511089	0.0771075	2.9202e-11	1.00368e-10	1893	1907	868	952	1591.82	1547.66	1081.62	1116.24	10.64	10.6	10.08	10.12
SF3B3	1328.52	-1.24828	0.0895734	1.42224e-44	1.31756e-43	2178	2360	569	732	1831.47	1915.3	709.03	858.28	10.84	10.9	9.47	9.75
SF3B4	337.879	-1.41531	0.145215	5.15072e-23	2.82951e-22	582	613	143	159	489.4	497.49	178.19	186.43	8.93	8.96	7.48	7.55
SF3B5	466.12	-0.568479	0.120671	2.034e-06	5.07805e-06	681	670	287	333	572.65	543.75	357.63	390.45	9.16	9.09	8.48	8.61
SF4	226.962	0.431967	0.166414	0.00824733	0.0141275	247	218	211	222	207.7	176.92	262.93	260.3	7.7	7.47	8.04	8.02
SFI1	321.624	0.613165	0.147324	2.51337e-05	5.69101e-05	291	322	281	367	244.7	261.33	350.15	430.31	7.94	8.03	8.45	8.75
SFMBT1	49.2243	-0.91853	0.352264	0.00514991	0.00909423	72	88	22	32	60.54	71.42	27.41	37.52	5.91	6.14	4.81	5.24
SFMBT2	75.4795	-0.367376	0.27391	0.160934	0.214002	98	110	49	59	82.41	89.27	61.06	69.18	6.36	6.47	5.94	6.11
SFN	219.564	-2.42834	0.200895	6.19434e-35	4.63085e-34	453	446	55	57	380.93	361.96	68.54	66.83	8.56	8.49	6.12	6.08
SFPQ	1116.71	-0.891391	0.0833728	6.96453e-27	4.24747e-26	1747	1771	620	672	1469.05	1437.29	772.58	787.93	10.52	10.49	9.59	9.62
SFRP1	573.431	-1.03391	0.111394	8.68562e-21	4.44309e-20	935	935	295	325	786.24	758.82	367.6	381.07	9.62	9.57	8.52	8.58
SFRP2	179.797	-1.94648	0.207887	6.996e-22	3.70628e-21	342	353	60	60	287.59	286.48	74.77	70.35	8.16	8.15	6.24	6.15
SFRP4	8.48054	1.88864	0.972413	0.00747329	0.0128973	1	5	12	12	0.84	4.06	14.95	14.07	0.77	2.13	3.7	3.63
SFRP5	15.3198	2.90566	0.818573	2.24316e-05	5.0943e-05	4	3	21	25	3.36	2.43	26.17	29.31	2.01	1.67	4.58	4.73
SFRS1	147.906	-1.2641	0.215964	1.70945e-09	5.30115e-09	232	279	65	76	195.09	226.43	81	89.11	7.6	7.82	6.35	6.49
SFRS11	2.00981	0.213223	1.07693	0.750119	NA	1	3	1	3	0.84	2.43	1.25	3.52	0.35	1.11	0.61	1.43
SFRS12	211.877	-0.748382	0.175443	1.41951e-05	3.28584e-05	338	308	131	128	284.22	249.96	163.24	150.08	8.15	7.96	7.35	7.23
SFRS12IP1	65.9519	-0.733951	0.307714	0.011826	0.0197581	104	99	30	50	87.45	80.35	37.38	58.63	6.44	6.32	5.25	5.88
SFRS13B	23.3437	2.25666	0.595633	1.09846e-05	2.57084e-05	7	10	27	39	5.89	8.12	33.64	45.73	2.73	3.12	5.01	5.43
SFRS14	975.375	0.549732	0.0876214	2.95843e-10	9.58962e-10	909	1006	912	1010	764.37	816.44	1136.45	1184.24	9.58	9.67	10.15	10.21
SFRS15	356.594	-0.965063	0.136633	9.23817e-13	3.42474e-12	567	579	193	204	476.79	469.9	240.5	239.19	8.89	8.87	7.91	7.91
SFRS16	380.983	0.125087	0.136277	0.351825	0.423048	461	420	293	367	387.65	340.86	365.11	430.31	8.6	8.41	8.51	8.75
SFRS18	535.647	0.0393124	0.109517	0.716992	0.766697	628	651	436	463	528.08	528.33	543.3	542.87	9.04	9.05	9.09	9.08
SFRS2	1316.7	-1.20826	0.0817473	7.79816e-50	7.96893e-49	2219	2237	607	707	1865.95	1815.48	756.38	828.97	10.86	10.83	9.56	9.7
SFRS2B	252.036	0.804509	0.156305	1.79614e-07	4.86119e-07	210	231	260	273	176.59	187.47	323.99	320.1	7.47	7.55	8.34	8.32
SFRS2IP	275.93	-0.998683	0.154492	5.51132e-11	1.86611e-10	437	458	142	160	367.47	371.7	176.95	187.6	8.52	8.54	7.47	7.56
SFRS3	506.493	-1.24635	0.118966	4.11015e-26	2.46553e-25	860	870	238	256	723.17	706.06	296.57	300.16	9.5	9.46	8.22	8.23
SFRS4	716.076	-0.444671	0.100144	7.90461e-06	1.87667e-05	951	1052	473	530	799.69	853.77	589.41	621.43	9.64	9.74	9.2	9.28
SFRS5	721.391	0.227837	0.0973607	0.0182796	0.0295148	776	832	615	675	652.54	675.23	766.35	791.45	9.35	9.4	9.58	9.63
SFRS7	465.886	-1.08648	0.122669	3.95252e-19	1.90629e-18	747	792	230	261	628.15	642.76	286.6	306.03	9.29	9.33	8.17	8.26
SFRS8	369.666	-0.0353353	0.131587	0.785588	0.824545	432	475	279	326	363.27	385.5	347.66	382.24	8.51	8.59	8.44	8.58
SFRS9	652.683	-1.13837	0.207503	1.79984e-08	5.21551e-08	1115	1076	274	391	937.6	873.25	341.43	458.45	9.87	9.77	8.42	8.84
SFT2D1	75.5017	-0.0867282	0.270246	0.737772	0.784353	87	102	57	64	73.16	82.78	71.03	75.04	6.19	6.37	6.15	6.23
SFT2D2	14.2376	-0.823175	0.597987	0.0982093	0.137524	24	23	7	8	20.18	18.67	8.72	9.38	4.28	4.18	3.21	3.3
SFT2D3	95.9351	-1.16281	0.261224	3.55132e-06	8.70515e-06	170	155	49	46	142.95	125.79	61.06	53.94	7.15	6.97	5.94	5.77
SFTA1P	2.4373	0.680163	1.12198	0.330198	0.401278	2	1	3	3	1.68	0.81	3.74	3.52	0.91	0.41	1.6	1.55
SFTA2	1.22066	-0.00980782	1.21882	0.988754	NA	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
SFTPA1	2.24979	-0.596067	1.1512	0.39544	0.467355	3	5	1	1	2.52	4.06	1.25	1.17	1.23	1.67	0.7	0.66
SFTPA2	7.58607	2.66639	1.21224	0.00210793	0.00390805	2	1	12	11	1.68	0.81	14.95	12.9	1.18	0.64	3.64	3.45
SFTPB	1.71668	0.0494858	1.11067	0.941552	NA	1	3	1	2	0.84	2.43	1.25	2.35	0.28	1.02	0.53	0.98
SFTPC	11.9751	4.04433	1.23044	6.01018e-05	0.00013167	1	1	23	15	0.84	0.81	28.66	17.59	0.68	0.65	4.6	3.95
SFTPD	8.34779	1.41554	0.858343	0.0259651	0.0407243	5	3	13	9	4.2	2.43	16.2	10.55	2.2	1.63	3.83	3.29
SFXN1	310.066	-0.466885	0.144586	0.00107175	0.00206172	451	422	211	218	379.24	342.48	262.93	255.61	8.57	8.42	8.04	8
SFXN2	45.7367	-2.3465	0.450433	1.13625e-08	3.33779e-08	96	92	8	15	80.73	74.66	9.97	17.59	6.3	6.19	3.46	4.19
