Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm	UHR_1.rlog	UHR_2.rlog	brain_1.rlog	brain_2.rlog
RHCG	14.1035	2.54471	0.727936	3.49579	0.000472659	0.00102671	5	5	17	23	4.2	4.06	21.18	26.97	2.28	2.23	4.3	4.62
RHD	11.0188	-2.65725	0.898504	-2.95742	0.00310225	0.00609997	25	21	2	3	21.02	17.04	2.49	3.52	4.24	3.97	1.76	2.08
RHEB	134.673	-0.0167315	0.213181	-0.0784847	0.937443	0.969396	165	163	100	122	138.75	132.29	124.61	143.05	7.12	7.05	6.96	7.16
RHEBL1	20.063	0.158706	0.542858	0.292353	0.770017	0.842281	19	27	18	17	15.98	21.91	22.43	19.93	4.02	4.44	4.47	4.32
RHO	3.67607	2.30266	1.39874	1.64624	0.0997153	0.151138	1	2	7	3	0.84	1.62	8.72	3.52	0.53	0.99	2.69	1.7
RHOA	1470.06	-0.644903	0.0744004	-8.66801	4.39752e-18	2.2077e-17	2145	2197	909	990	1803.72	1783.02	1132.71	1160.79	10.82	10.8	10.15	10.18
RHOB	2712.93	1.70018	0.064855	26.2151	1.78949e-151	6.78082e-150	1558	1533	3229	3645	1310.12	1244.13	4023.66	4273.82	10.36	10.28	11.97	12.06
RHOBTB1	113.28	-1.07084	0.240078	-4.4604	8.18071e-06	2.10203e-05	173	199	58	63	145.48	161.5	72.27	73.87	7.18	7.33	6.19	6.22
RHOBTB2	731.182	2.05798	0.104137	19.7623	6.28315e-87	1.20239e-85	326	360	931	1022	274.13	292.16	1160.12	1198.31	8.1	8.19	10.18	10.22
RHOBTB3	612.382	-0.827906	0.108099	-7.65875	1.87757e-14	8.12077e-14	907	991	346	385	762.69	804.26	431.15	451.42	9.57	9.65	8.75	8.82
RHOC	710.516	-1.11465	0.103984	-10.7195	8.24889e-27	5.44261e-26	1138	1217	341	403	956.94	987.68	424.92	472.52	9.9	9.95	8.73	8.89
RHOD	48.3283	-1.83829	0.386923	-4.75105	2.02359e-06	5.48016e-06	88	95	16	19	74	77.1	19.94	22.28	6.18	6.24	4.37	4.52
RHOF	28.8672	-0.913611	0.475524	-1.92127	0.0546976	0.0879508	52	39	19	14	43.73	31.65	23.68	16.42	5.42	4.97	4.58	4.09
RHOG	417.403	-0.0854701	0.125955	-0.678577	0.497406	0.606283	493	548	336	334	414.56	444.74	418.69	391.62	8.7	8.8	8.71	8.61
RHOH	60.1074	-5.00705	0.648901	-7.71621	1.19842e-14	5.22492e-14	147	135	3	3	123.61	109.56	3.74	3.52	6.9	6.72	2.31	2.23
RHOJ	44.8006	0.467523	0.361616	1.29287	0.196056	0.276353	46	45	43	43	38.68	36.52	53.58	50.42	5.28	5.2	5.73	5.65
RHOQ	103.852	-0.0448728	0.255171	-0.175854	0.860409	0.908605	113	143	68	102	95.02	116.05	84.73	119.6	6.57	6.86	6.41	6.9
RHOT1	180.981	0.39179	0.182754	2.14381	0.0320479	0.0537533	189	190	165	175	158.93	154.2	205.61	205.19	7.31	7.27	7.68	7.68
RHOT2	924.058	-0.383271	0.0897204	-4.27184	1.93871e-05	4.79621e-05	1279	1253	635	693	1075.51	1016.9	791.27	812.55	10.07	9.99	9.63	9.67
RHOU	280.265	2.60272	0.170969	15.2233	2.47539e-52	2.86765e-51	90	102	366	432	75.68	82.78	456.07	506.53	6.26	6.38	8.83	8.98
RHOV	83.5053	-2.444	0.320079	-7.63561	2.24753e-14	9.69445e-14	161	181	18	25	135.38	146.89	22.43	29.31	7.06	7.18	4.55	4.91
RHOXF1	8.08209	3.13447	1.03518	3.02795	0.00246219	0.00490478	2	2	12	12	1.68	1.62	14.95	14.07	1.23	1.19	3.68	3.6
RHPN1	496.02	-0.34881	0.123756	-2.81854	0.00482431	0.00926669	634	713	318	406	533.13	578.65	396.26	476.04	9.06	9.18	8.63	8.9
RHPN2	74.0274	-1.38076	0.300231	-4.59901	4.2451e-06	1.12091e-05	128	131	33	35	107.63	106.32	41.12	41.04	6.74	6.72	5.38	5.38
RIBC1	8.79555	-0.510538	0.820033	-0.622583	0.533559	0.645141	13	12	6	6	10.93	9.74	7.48	7.04	3.4	3.26	2.94	2.87
RIBC2	9.31499	-2.37482	0.945152	-2.51263	0.0119833	0.0216824	14	24	2	3	11.77	19.48	2.49	3.52	3.46	4.11	1.74	2.05
RIC3	114.18	4.9778	0.406543	12.2442	1.80447e-34	1.44891e-33	11	6	167	200	9.25	4.87	208.1	234.5	3.33	2.55	7.67	7.84
RIC8A	612.127	-0.171681	0.105852	-1.62191	0.104823	0.158187	747	824	465	488	628.15	668.73	579.44	572.19	9.29	9.38	9.18	9.16
RIC8B	132.645	0.83269	0.214333	3.88503	0.000102316	0.000237291	111	120	141	140	93.34	97.39	175.7	164.15	6.55	6.61	7.45	7.35
RICH2	460.092	4.28084	0.174467	24.5367	6.0027e-133	1.87493e-131	56	53	697	752	47.09	43.01	868.53	881.73	5.58	5.46	9.75	9.78
RICTOR	152.102	0.4722	0.203161	2.32427	0.0201111	0.0349442	139	170	136	157	116.88	137.97	169.47	184.09	6.87	7.11	7.4	7.52
RIF1	208.127	-0.579787	0.174637	-3.31994	0.000900352	0.00189327	289	315	139	137	243.02	255.64	173.21	160.63	7.92	8	7.44	7.33
RILP	75.4787	0.568087	0.283725	2.00225	0.0452584	0.0737897	79	68	76	73	66.43	55.19	94.7	85.59	6.06	5.8	6.56	6.41
RILPL1	292.697	0.897823	0.147433	6.08971	1.13113e-09	3.85046e-09	248	247	298	333	208.54	200.46	371.34	390.45	7.71	7.65	8.53	8.61
RILPL2	74.885	-0.586543	0.291428	-2.01265	0.0441515	0.0721458	95	123	51	48	79.89	99.82	63.55	56.28	6.32	6.63	6	5.82
RIMBP2	148.509	4.6808	0.331399	14.1244	2.68728e-45	2.74088e-44	13	14	217	257	10.93	11.36	270.4	301.34	3.56	3.61	8.06	8.21
RIMBP3	2.0469	-1.25568	1.75117	-0.717052	0.473342	0.581535	3	4	1	1	2.52	3.25	1.25	1.17	1.18	1.41	0.66	0.62
RIMKLA	206.658	2.62112	0.199962	13.1081	2.95932e-39	2.67168e-38	69	71	261	329	58.02	57.62	325.23	385.76	5.88	5.87	8.34	8.58
RIMKLB	170.986	0.25765	0.199798	1.28955	0.197206	0.277809	163	215	137	172	137.07	174.49	170.72	201.67	7.1	7.45	7.42	7.65
RIMS1	421.675	9.40858	0.840446	11.1948	4.32609e-29	3.02429e-28	1	2	692	701	0.84	1.62	862.3	821.93	1.18	1.53	9.74	9.67
RIMS2	158.595	4.89355	0.336517	14.5417	6.58936e-48	7.03383e-47	12	13	246	262	10.09	10.55	306.54	307.2	3.46	3.51	8.24	8.24
RIMS3	1581.99	5.04704	0.117894	42.8101	0	0	105	120	2399	2689	88.29	97.39	2989.4	3152.9	6.48	6.62	11.54	11.62
RIMS4	505.932	4.18195	0.163955	25.5067	1.66118e-143	5.81935e-142	57	71	764	824	47.93	57.62	952.02	966.15	5.61	5.87	9.89	9.91
RIN1	276.545	-0.394292	0.153592	-2.56713	0.0102543	0.0187699	383	377	204	191	322.06	305.96	254.2	223.95	8.33	8.26	7.99	7.81
RIN2	113.477	0.423144	0.23335	1.81335	0.069778	0.109623	105	130	109	106	88.29	105.5	135.83	124.29	6.47	6.72	7.08	6.96
RIN3	176.067	-1.01456	0.193075	-5.25477	1.48207e-07	4.37966e-07	291	279	93	100	244.7	226.43	115.89	117.25	7.93	7.82	6.86	6.88
RING1	523.82	0.328686	0.112434	2.92337	0.00346261	0.006771	540	585	459	507	454.08	474.77	571.96	594.47	8.83	8.89	9.16	9.21
RINL	45.1663	0.356317	0.36006	0.989604	0.322368	0.425337	45	51	40	44	37.84	41.39	49.84	51.59	5.25	5.38	5.63	5.68
RINT1	88.9595	-0.815017	0.268306	-3.03764	0.00238441	0.00475782	130	145	46	61	109.32	117.68	57.32	71.52	6.77	6.87	5.86	6.17
RIOK1	83.1787	-1.11441	0.283754	-3.92739	8.58742e-05	0.000200725	121	155	43	44	101.75	125.79	53.58	51.59	6.66	6.96	5.76	5.7
RIOK2	66.3583	-0.929904	0.319293	-2.91238	0.00358681	0.00700352	103	108	28	48	86.61	87.65	34.89	56.28	6.43	6.44	5.15	5.82
RIOK3	143.696	-0.298469	0.212365	-1.40546	0.159885	0.230632	191	193	90	124	160.61	156.63	112.15	145.39	7.33	7.29	6.81	7.18
RIPK1	155.297	-0.966391	0.205514	-4.70232	2.5722e-06	6.9147e-06	258	239	85	89	216.95	193.96	105.92	104.35	7.76	7.6	6.73	6.71
RIPK2	65.8574	-1.70971	0.328914	-5.19806	2.0138e-07	5.88786e-07	126	118	26	25	105.95	95.77	32.4	29.31	6.71	6.56	5.05	4.91
RIPK3	3.43668	1.21715	1.31915	0.922675	0.356177	0.461368	3	2	3	5	2.52	1.62	3.74	5.86	1.44	1.06	1.82	2.28
RIPK4	333.924	-7.78209	0.65659	-11.8523	2.09399e-32	1.60224e-31	814	795	2	3	684.49	645.2	2.49	3.52	9.4	9.32	2.1	2.35
RIPPLY2	13.9736	4.43002	1.01308	4.37283	1.22646e-05	3.09866e-05	1	2	25	19	0.84	1.62	31.15	22.28	0.75	1.21	4.76	4.31
RIT1	88.9432	-0.953749	0.270985	-3.51957	0.000432245	0.000943774	136	148	55	45	114.36	120.11	68.54	52.76	6.83	6.9	6.11	5.74
RIT2	42.125	6.06437	0.897477	6.75713	1.4075e-11	5.32592e-11	2	1	73	64	1.68	0.81	90.97	75.04	1.35	0.84	6.41	6.14
RLBP1	14.1225	1.7108	0.679935	2.51612	0.0118655	0.0214855	9	7	14	22	7.57	5.68	17.45	25.8	3	2.65	4.07	4.58
RLF	186.974	-0.958307	0.197988	-4.84022	1.29694e-06	3.56817e-06	269	330	88	123	226.2	267.82	109.66	144.22	7.82	8.06	6.79	7.18
RLIM	334.517	-0.118156	0.141714	-0.833767	0.404413	0.514771	385	459	261	270	323.75	372.51	325.23	316.58	8.34	8.54	8.35	8.31
RLN1	1.22066	-0.0300908	2.13482	-0.0140952	0.988754	0.990479	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
RLN2	2.47468	-1.62753	1.65953	-0.980718	0.326732	0.429964	6	3	1	1	5.05	2.43	1.25	1.17	1.94	1.23	0.73	0.69
RLN3	1.22066	-0.0300908	2.13482	-0.0140952	0.988754	0.990479	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
RLTPR	326.956	0.604794	0.138639	4.36237	1.28659e-05	3.24454e-05	313	315	317	336	263.2	255.64	395.01	393.97	8.04	8	8.62	8.62
RMI1	51.8263	-1.08983	0.354344	-3.07562	0.00210065	0.00422261	80	91	23	32	67.27	73.85	28.66	37.52	6.06	6.19	4.87	5.24
RMND1	54.6664	-0.297118	0.334409	-0.888489	0.374278	0.481928	67	79	44	37	56.34	64.11	54.83	43.38	5.81	6	5.78	5.45
RMND5A	678.113	1.45335	0.104307	13.9334	3.96901e-44	3.95902e-43	442	436	822	821	371.68	353.84	1024.3	962.64	8.54	8.47	10	9.91
RMND5B	261.077	0.0739121	0.153997	0.479958	0.631257	0.722446	299	317	220	223	251.43	257.27	274.14	261.47	7.97	8.01	8.1	8.03
RMRP	21.6347	-0.0719043	0.5485	-0.131093	0.895702	0.938291	17	37	16	19	14.3	30.03	19.94	22.28	3.88	4.88	4.32	4.47
RMST	2.76047	-1.04517	1.49547	-0.69889	0.484621	0.593475	5	4	1	2	4.2	3.25	1.25	2.35	1.85	1.59	0.84	1.3
RNASE1	430.095	5.67456	0.253895	22.35	1.2071e-110	3.01726e-109	21	19	654	744	17.66	15.42	814.95	872.35	4.22	4.04	9.66	9.76
RNASE13	1.51379	0.545404	1.92985	0.282614	0.777473	0.846251	1	2	1	2	0.84	1.62	1.25	2.35	0.2	0.62	0.44	0.89
RNASE2	3.41799	2.86506	1.52682	1.87649	0.0605876	0.0965079	1	1	4	6	0.84	0.81	4.98	7.04	0.48	0.45	2.01	2.4
RNASE3	1.64082	1.56426	1.94217	0.805421	0.420577	0.530548	1	1	3	1	0.84	0.81	3.74	1.17	0.17	0.14	1.28	0.38
RNASE4	92.7453	-3.55862	0.366774	-9.70248	2.94267e-22	1.71179e-21	201	213	13	11	169.02	172.86	16.2	12.9	7.37	7.41	4.1	3.8
RNASE6	44.1961	-3.12449	0.490979	-6.36379	1.96834e-10	6.98411e-10	90	102	10	5	75.68	82.78	12.46	5.86	6.2	6.32	3.72	2.8
RNASE7	1.3293	1.14383	2.08688	0.548102	0.583622	0.68418	1	1	2	1	0.84	0.81	2.49	1.17	0.08	0.05	0.8	0.27
RNASEH1	109.7	-0.508436	0.235817	-2.15606	0.0310792	0.052276	153	159	71	79	128.66	129.04	88.47	92.63	7	7.01	6.47	6.54
RNASEH2A	292.821	-3.10594	0.194072	-16.0041	1.19689e-57	1.53833e-56	648	622	43	58	544.9	504.8	53.58	68.01	9.08	8.97	5.77	6.11
RNASEH2B	64.3517	-1.32729	0.33141	-4.00499	6.20189e-05	0.000147153	112	111	22	39	94.18	90.08	27.41	45.73	6.54	6.48	4.82	5.53
RNASEH2C	328.682	0.120457	0.141831	0.849297	0.395716	0.505019	399	363	269	298	335.52	294.6	335.2	349.41	8.39	8.2	8.39	8.45
RNASEK	677.129	0.556113	0.101471	5.4805	4.24116e-08	1.30205e-07	658	669	670	663	553.31	542.94	834.89	777.38	9.11	9.09	9.7	9.6
RNASEL	34.4924	0.293486	0.413955	0.708981	0.478336	0.58714	40	35	28	35	33.64	28.4	34.89	41.04	5.07	4.84	5.12	5.35
RNASEN	387.173	-0.861921	0.139344	-6.18557	6.18783e-10	2.13582e-09	565	646	199	257	475.11	524.27	247.97	301.34	8.89	9.03	7.96	8.24
RNASET2	327.397	-1.3279	0.146618	-9.05691	1.34198e-19	7.15046e-19	558	576	144	165	469.22	467.46	179.44	193.47	8.87	8.87	7.49	7.6
RND1	163.421	4.0847	0.278779	14.6521	1.30556e-48	1.40944e-47	27	17	245	266	22.7	13.8	305.3	311.89	4.55	3.88	8.23	8.27
RND2	310.575	2.87719	0.169311	16.9935	9.17161e-65	1.30002e-63	100	80	437	468	84.09	64.93	544.55	548.74	6.41	6.04	9.08	9.09
RND3	115.59	-2.70024	0.281566	-9.59006	8.80376e-22	5.03806e-21	240	245	26	25	201.82	198.83	32.4	29.31	7.64	7.62	5.06	4.92
RNF10	945.422	0.309291	0.0890594	3.47286	0.000514938	0.00111258	1011	1034	805	929	850.15	839.16	1003.11	1089.27	9.73	9.71	9.97	10.09
RNF103	280.84	1.95355	0.161397	12.104	1.00552e-33	7.94313e-33	145	134	340	400	121.93	108.75	423.67	469.01	6.94	6.77	8.72	8.87
RNF11	619.61	2.08388	0.112462	18.5296	1.1909e-76	2.01541e-75	271	302	787	874	227.88	245.09	980.68	1024.78	7.84	7.94	9.93	10
RNF111	226.116	0.536115	0.169188	3.16876	0.00153093	0.00313469	225	222	197	247	189.2	180.17	245.48	289.61	7.57	7.5	7.94	8.18
RNF112	434.198	5.68859	0.253058	22.4794	6.60187e-112	1.65893e-110	18	22	687	723	15.14	17.85	856.07	847.73	4.02	4.23	9.73	9.72
RNF113A	132.188	-0.291053	0.216996	-1.34128	0.179829	0.256233	184	168	91	106	154.72	136.34	113.4	124.29	7.27	7.09	6.83	6.96
RNF114	483.622	-0.822562	0.120939	-6.80148	1.03548e-11	3.94331e-11	750	746	265	314	630.67	605.43	330.22	368.17	9.3	9.24	8.37	8.53
RNF115	104.85	0.190886	0.238128	0.801612	0.422778	0.531989	120	117	90	95	100.91	94.95	112.15	111.39	6.66	6.57	6.81	6.8
RNF121	172.476	-0.167194	0.200408	-0.83427	0.404129	0.514479	232	209	149	119	195.09	169.62	185.67	139.53	7.61	7.41	7.54	7.13
RNF122	78.48	0.156332	0.277482	0.563396	0.573165	0.681763	80	100	66	71	67.27	81.16	82.24	83.25	6.08	6.34	6.36	6.38
RNF123	449.078	0.233328	0.120384	1.9382	0.0525986	0.0848758	485	515	378	426	407.83	417.96	471.03	499.49	8.67	8.71	8.88	8.96
RNF125	20.4376	-0.146688	0.538875	-0.272212	0.785459	0.851076	24	28	18	14	20.18	22.72	22.43	16.42	4.34	4.49	4.48	4.06
RNF126	428.43	-0.436076	0.127207	-3.42808	0.000607874	0.00130287	620	572	287	316	521.36	464.22	357.63	370.52	9.02	8.86	8.48	8.53
RNF126P1	36.2105	-0.101719	0.409162	-0.248604	0.803667	0.86722	39	52	25	33	32.79	42.2	31.15	38.69	5.04	5.39	4.97	5.27
RNF128	39.5454	-0.686872	0.396134	-1.73394	0.0829288	0.128094	59	59	28	22	49.61	47.88	34.89	25.8	5.62	5.57	5.13	4.72
RNF13	139.946	1.09565	0.211467	5.18121	2.20446e-07	6.42557e-07	110	106	146	170	92.5	86.03	181.93	199.33	6.54	6.43	7.5	7.63
RNF130	332.238	0.812258	0.146309	5.55166	2.82972e-08	8.78376e-08	317	266	334	367	266.56	215.88	416.2	430.31	8.06	7.76	8.7	8.75
RNF133	1.73508	0.151528	1.82057	0.0832313	0.933668	0.966964	1	3	2	1	0.84	2.43	2.49	1.17	0.28	1.03	1.03	0.49
RNF135	49.8612	-1.33356	0.365509	-3.64851	0.000263766	0.000587927	84	89	20	27	70.64	72.23	24.92	31.66	6.12	6.15	4.68	5.01
RNF138	75.2729	-1.18401	0.295838	-4.00221	6.2753e-05	0.00014882	124	129	41	35	104.27	104.69	51.09	41.04	6.69	6.7	5.69	5.38
RNF138P1	13.1898	-0.650725	0.674544	-0.964689	0.334701	0.438105	20	19	8	9	16.82	15.42	9.97	10.55	4.03	3.92	3.37	3.44
RNF139	144.728	-0.217154	0.206942	-1.04935	0.294019	0.393251	183	194	99	123	153.88	157.44	123.36	144.22	7.26	7.3	6.95	7.17
RNF14	144.723	0.754915	0.205879	3.66678	0.000245622	0.000549285	121	140	144	157	101.75	113.62	179.44	184.09	6.67	6.83	7.48	7.52
RNF141	181.298	1.37864	0.188704	7.30587	2.75473e-13	1.13446e-12	117	127	202	232	98.38	103.07	251.71	272.02	6.63	6.69	7.97	8.08
RNF144A	490.38	1.68899	0.120321	14.0373	9.21074e-45	9.29972e-44	283	279	603	636	237.97	226.43	751.4	745.72	7.9	7.83	9.55	9.54
RNF144B	32.2767	0.924572	0.430333	2.1485	0.0316738	0.0532244	24	30	34	36	20.18	24.35	42.37	42.21	4.37	4.62	5.38	5.38
RNF145	301.056	-0.330893	0.147598	-2.24185	0.0249713	0.0426012	413	399	202	240	347.29	323.82	251.71	281.4	8.44	8.34	7.98	8.14
RNF146	264.642	2.21759	0.172653	12.8442	9.27157e-38	8.0348e-37	107	120	319	404	89.98	97.39	397.51	473.7	6.5	6.62	8.63	8.88
RNF149	135.076	-0.872428	0.216515	-4.02942	5.5915e-05	0.000133252	210	213	76	82	176.59	172.86	94.7	96.15	7.46	7.43	6.57	6.59
RNF150	62.2864	1.62024	0.32566	4.97524	6.51682e-07	1.83621e-06	40	34	68	88	33.64	27.59	84.73	103.18	5.09	4.82	6.39	6.67
RNF151	1.22066	-0.0300908	2.13482	-0.0140952	0.988754	0.990479	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
RNF152	51.0485	4.29129	0.51551	8.32436	8.47828e-17	4.03487e-16	8	4	74	87	6.73	3.25	92.21	102.01	2.89	2.06	6.47	6.61
RNF157	798.907	2.98126	0.110869	26.8899	2.88409e-159	1.15497e-157	202	233	1168	1178	169.86	189.1	1455.45	1381.22	7.42	7.57	10.5	10.43
RNF160	133.051	-0.228397	0.215364	-1.06052	0.28891	0.3874	160	188	96	107	134.54	152.57	119.63	125.46	7.07	7.25	6.9	6.97
RNF165	88.768	2.01756	0.282979	7.12972	1.00577e-12	4.03113e-12	46	39	125	110	38.68	31.65	155.76	128.98	5.29	5.02	7.26	7
RNF166	215.149	-0.550864	0.171151	-3.21859	0.00128824	0.00266039	312	307	139	150	262.36	249.15	173.21	175.88	8.03	7.96	7.44	7.46
RNF167	550.5	-0.024022	0.110285	-0.217817	0.827572	0.880675	655	689	452	451	550.79	559.17	563.24	528.8	9.11	9.13	9.14	9.05
RNF168	266.225	-1.26664	0.160936	-7.87044	3.53385e-15	1.57316e-14	445	466	120	139	374.2	378.19	149.53	162.98	8.54	8.56	7.23	7.35
RNF169	116.651	-0.702092	0.230966	-3.0398	0.00236734	0.00472574	167	183	72	75	140.43	148.52	89.72	87.94	7.13	7.21	6.49	6.46
RNF170	99.6587	0.815507	0.251163	3.24692	0.0011666	0.00242313	78	97	110	100	65.59	78.72	137.07	117.25	6.05	6.3	7.09	6.87
RNF175	57.9574	2.16722	0.354537	6.11281	9.78892e-10	3.346e-09	31	20	74	83	26.07	16.23	92.21	97.32	4.73	4.09	6.5	6.58
RNF180	23.6649	1.91665	0.527937	3.63045	0.000282929	0.000629018	12	12	29	33	10.09	9.74	36.14	38.69	3.42	3.37	5.12	5.21
RNF181	196.579	-0.879465	0.182614	-4.81597	1.46487e-06	4.01453e-06	291	326	116	113	244.7	264.57	144.55	132.49	7.93	8.04	7.18	7.06
RNF182	96.5933	1.21125	0.253909	4.77042	1.83845e-06	5.00086e-06	71	70	114	109	59.7	56.81	142.06	127.8	5.91	5.84	7.14	6.99
RNF183	2.22737	0.210424	1.60673	0.130964	0.895804	0.938291	3	2	1	3	2.52	1.62	1.25	3.52	1.23	0.87	0.71	1.52
RNF185	108.475	0.704297	0.237892	2.96058	0.00307063	0.00603966	94	106	100	123	79.04	86.03	124.61	144.22	6.31	6.43	6.96	7.17
RNF186	1.22799	-0.0415279	2.13141	-0.0194838	0.984455	0.990479	2	1	1	1	1.68	0.81	1.25	1.17	0.49	0.05	0.29	0.25
RNF187	2269.75	1.18645	0.0678164	17.495	1.56525e-68	2.3537e-67	1645	1711	2424	2803	1383.27	1388.59	3020.55	3286.56	10.43	10.44	11.56	11.68
RNF19A	272.445	-0.0493157	0.151349	-0.325841	0.744545	0.822077	325	346	221	222	273.29	280.8	275.39	260.3	8.09	8.13	8.11	8.02
RNF19B	246.403	0.617079	0.158214	3.90027	9.6085e-05	0.000223439	231	240	236	258	194.25	194.78	294.08	302.51	7.6	7.61	8.2	8.24
RNF2	68.3018	-0.927709	0.304148	-3.05019	0.00228694	0.00457339	102	115	36	42	85.77	93.33	44.86	49.25	6.41	6.53	5.5	5.63
RNF20	262.678	-0.0221118	0.15476	-0.142878	0.886387	0.930716	318	323	199	233	267.41	262.14	247.97	273.2	8.06	8.03	7.95	8.09
RNF207	107.701	-0.162437	0.240522	-0.675352	0.499452	0.608582	147	128	86	82	123.61	103.88	107.16	96.15	6.95	6.7	6.74	6.59
RNF208	504.937	2.91046	0.137643	21.145	3.07094e-99	6.76889e-98	150	137	672	806	126.13	111.18	837.38	945.05	6.99	6.81	9.7	9.88
RNF212	24.0384	-0.734739	0.515898	-1.42419	0.15439	0.224216	29	44	12	18	24.39	35.71	14.95	21.11	4.6	5.12	3.96	4.41
RNF213	831.885	-1.22155	0.0960171	-12.7222	4.44906e-37	3.78488e-36	1380	1440	391	436	1160.44	1168.66	487.23	511.22	10.18	10.19	8.93	9
RNF214	112.335	-0.135699	0.234529	-0.578602	0.562858	0.674564	130	155	91	86	109.32	125.79	113.4	100.84	6.77	6.97	6.82	6.66
RNF215	152.418	0.855694	0.203265	4.20974	2.55668e-05	6.27201e-05	118	145	159	166	99.23	117.68	198.13	194.64	6.64	6.88	7.63	7.6
RNF216	455.996	-0.413968	0.120413	-3.4379	0.000586248	0.00125865	631	630	319	328	530.61	511.29	397.51	384.59	9.05	9	8.64	8.59
RNF216L	91.4371	-0.681081	0.281041	-2.42342	0.015375	0.0272186	136	137	41	76	114.36	111.18	51.09	89.11	6.83	6.79	5.69	6.48
RNF217	9.38583	-0.67589	0.800865	-0.84395	0.398698	0.508279	13	15	5	7	10.93	12.17	6.23	8.21	3.41	3.55	2.74	3.06
RNF219	63.5673	0.0974821	0.308824	0.315656	0.752264	0.828147	66	83	49	60	55.5	67.36	61.06	70.35	5.8	6.07	5.93	6.13
RNF220	817.31	1.1551	0.094747	12.1915	3.45182e-34	2.75885e-33	583	644	914	953	490.24	522.65	1138.94	1117.41	8.94	9.03	10.15	10.12
RNF222	2.04287	0.54116	1.67921	0.32227	0.747248	0.824056	3	1	2	2	2.52	0.81	2.49	2.35	1.17	0.36	1.15	1.1
RNF24	162.762	-0.87763	0.200943	-4.36755	1.25648e-05	3.17071e-05	234	277	91	99	196.77	224.8	113.4	116.08	7.62	7.81	6.83	6.86
RNF25	125.827	0.272746	0.217581	1.25354	0.21001	0.29405	135	141	109	119	113.52	114.43	135.83	139.53	6.83	6.84	7.08	7.12
RNF26	510.881	-1.01828	0.117697	-8.65169	5.07417e-18	2.54404e-17	792	865	273	286	665.99	702.01	340.19	335.34	9.38	9.45	8.41	8.39
RNF31	368.606	-0.205363	0.134614	-1.52557	0.127118	0.188335	458	498	292	274	385.13	404.16	363.86	321.27	8.59	8.66	8.51	8.33
RNF32	14.6054	-0.130953	0.637041	-0.205565	0.837131	0.889355	16	21	13	10	13.45	17.04	16.2	11.73	3.76	4.07	4	3.59
RNF34	214.45	0.444096	0.172585	2.57321	0.0100761	0.0184758	222	218	183	227	186.68	176.92	228.04	266.16	7.55	7.47	7.83	8.05
RNF38	256.056	0.932832	0.161786	5.76583	8.12579e-09	2.61361e-08	211	215	293	262	177.43	174.49	365.11	307.2	7.47	7.45	8.51	8.26
RNF39	18.9361	-0.990138	0.573387	-1.72682	0.0841997	0.129877	30	31	10	11	25.23	25.16	12.46	12.9	4.62	4.62	3.69	3.74
RNF4	319.01	-0.261453	0.141206	-1.85157	0.0640883	0.101633	417	425	240	240	350.65	344.92	299.06	281.4	8.45	8.43	8.22	8.14
RNF40	914.25	-0.301903	0.0891403	-3.38683	0.000707062	0.00150276	1222	1222	649	707	1027.58	991.74	808.72	828.97	10	9.95	9.66	9.7
RNF41	431.469	1.47228	0.12831	11.4744	1.7749e-30	1.29555e-29	254	300	512	538	213.59	243.47	638	630.81	7.74	7.93	9.31	9.3
RNF43	144.899	-0.758299	0.209714	-3.61588	0.000299335	0.000663862	212	229	92	86	178.27	185.85	114.64	100.84	7.47	7.53	6.85	6.66
RNF44	822.045	-0.0379178	0.094665	-0.400547	0.688754	0.771537	957	1061	632	712	804.74	861.07	787.54	834.83	9.65	9.75	9.62	9.71
RNF5	4.05973	1.5467	1.23328	1.25414	0.209792	0.293799	3	2	5	5	2.52	1.62	6.23	5.86	1.5	1.11	2.42	2.36
RNF5P1	51.8466	-0.195658	0.337445	-0.579823	0.562034	0.673746	67	67	39	41	56.34	54.38	48.6	48.07	5.81	5.76	5.61	5.59
RNF6	225.353	1.02557	0.177584	5.77511	7.6902e-09	2.47979e-08	167	193	214	288	140.43	156.63	266.67	337.68	7.14	7.29	8.06	8.39
RNF7	186.537	-0.613947	0.184231	-3.33249	0.000860722	0.00181294	279	267	119	125	234.61	216.69	148.29	146.56	7.87	7.76	7.22	7.2
RNF8	153.627	0.260093	0.20413	1.27415	0.202609	0.284703	149	190	139	138	125.29	154.2	173.21	161.81	6.97	7.27	7.43	7.34
RNFT1	32.3009	-0.9152	0.442793	-2.06688	0.0387454	0.0640104	56	46	19	18	47.09	37.33	23.68	21.11	5.53	5.21	4.59	4.43
RNFT2	132.109	2.05172	0.242394	8.46439	2.57497e-17	1.2556e-16	75	49	175	177	63.07	39.77	218.07	207.54	5.99	5.34	7.76	7.69
RNGTT	91.1783	-0.396828	0.261817	-1.51567	0.129604	0.19166	117	134	70	60	98.38	108.75	87.23	70.35	6.62	6.76	6.45	6.14
