Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm
SMURF2	93.0202	-0.858525	0.263397	-3.2587	0.00111923	0.00232805	131	160	58	51	110.16	129.85	72.27	59.8
SMYD1	5.45325	2.60607	1.04969	2.41259	0.0158394	0.0279886	1	2	8	8	0.84	1.62	9.97	9.38
SMYD2	153.999	-0.0275548	0.201997	-0.136412	0.891496	0.934842	173	204	113	140	145.48	165.56	140.81	164.15
SMYD3	147.316	-0.322262	0.205575	-1.56756	0.116983	0.17479	185	212	98	119	155.57	172.05	122.12	139.53
SMYD4	96.8505	-0.202989	0.246969	-0.821899	0.411134	0.522418	126	125	72	77	105.95	101.45	89.72	90.28
SMYD5	295.779	-0.359962	0.148719	-2.42038	0.0155041	0.0274267	394	411	223	205	331.31	333.55	277.88	240.37
SNAI1	44.2171	-1.49955	0.395565	-3.78548	0.000153414	0.000350118	79	80	13	25	66.43	64.93	16.2	29.31
SNAI2	45.6606	-2.2315	0.41065	-5.41407	6.16086e-08	1.87357e-07	94	89	12	14	79.04	72.23	14.95	16.42
SNAI3	39.8498	1.0915	0.391385	2.78812	0.00530149	0.010126	36	25	45	45	30.27	20.29	56.07	52.76
SNAP23	87.6122	-1.64019	0.280708	-5.83786	5.2876e-09	1.72582e-08	155	167	34	36	130.34	135.53	42.37	42.21
SNAP25	6619.21	9.63146	0.230904	41.049	0	0	24	15	10590	11299	20.18	12.17	13196.22	13248.26
SNAP29	214.128	-0.380794	0.170218	-2.23704	0.0252837	0.043084	281	306	146	162	236.29	248.34	181.93	189.95
SNAP47	325.365	0.607132	0.139145	4.3633	1.28113e-05	3.23033e-05	309	315	324	326	259.84	255.64	403.74	382.24
SNAP91	913.441	9.45216	0.563452	15.04	4.01544e-51	4.54924e-50	4	1	1396	1629	3.36	0.81	1739.56	1910.03
SNAPC1	38.3797	-1.92723	0.431066	-4.4575	8.29229e-06	2.12927e-05	72	76	11	15	60.54	61.68	13.71	17.59
SNAPC2	195.327	0.108979	0.177589	0.613662	0.539439	0.651257	230	225	154	182	193.41	182.6	191.9	213.4
SNAPC3	162.36	0.225065	0.205887	1.09315	0.274327	0.369983	169	194	118	173	142.11	157.44	147.04	202.85
SNAPC4	310.575	-0.182829	0.142876	-1.27963	0.200676	0.282141	389	411	224	258	327.11	333.55	279.13	302.51
SNAPC5	50.9562	0.267634	0.345085	0.775578	0.437998	0.54652	47	65	50	42	39.52	52.75	62.31	49.25
SNAPIN	126.384	-0.279194	0.219449	-1.27221	0.203297	0.285607	155	181	91	98	130.34	146.89	113.4	114.91
SNAR-G1	7.92809	-2.66028	0.963439	-2.66333	0.00773704	0.0144444	18	16	1	2	15.14	12.99	1.25	2.35
SNCA	603.11	2.28391	0.115649	19.7457	8.7392e-87	1.66737e-85	231	266	808	849	194.25	215.88	1006.85	995.47
SNCAIP	55.1567	-0.199695	0.324758	-0.614876	0.538637	0.650412	67	76	40	45	56.34	61.68	49.84	52.76
SNCB	2168.75	7.30284	0.187262	38.7223	0	0	33	32	3391	3749	27.75	25.97	4225.53	4395.76
SNCG	629.84	4.25408	0.149227	28.4659	3.09741e-178	1.44409e-176	74	77	961	1021	62.23	62.49	1197.5	1197.14
SND1	1614.71	-1.54742	0.0760713	-20.3409	5.58918e-92	1.13091e-90	2887	2940	639	724	2427.67	2386.01	796.26	848.9
SNED1	251.395	-0.165197	0.159034	-1.03875	0.298923	0.398784	333	310	195	197	280.02	251.59	242.99	230.99
SNF8	244.091	-0.87121	0.165799	-5.25415	1.48712e-07	4.39324e-07	359	406	147	138	301.88	329.5	183.18	161.81
SNHG1	305.076	-2.11865	0.167509	-12.6421	1.23664e-36	1.03948e-35	595	606	105	83	500.33	491.81	130.84	97.32
SNHG10	41.5484	-1.22855	0.40372	-3.04002	0.00236565	0.0047215	63	79	14	27	52.98	64.11	17.45	31.66
SNHG11	55.7185	-0.0190143	0.328875	-0.0578157	0.953895	0.981288	65	71	37	55	54.66	57.62	46.11	64.49
SNHG12	92.3168	-1.61146	0.276074	-5.83236	5.46491e-09	1.78125e-08	154	184	34	41	129.5	149.33	42.37	48.07
SNHG3	174.869	-3.23451	0.251481	-12.8236	1.21016e-37	1.04587e-36	369	398	23	32	310.29	323	28.66	37.52
SNHG3-RCC1	5.56205	-2.6148	1.09874	-2.26494	0.0235161	0.0403407	12	12	1	1	10.09	9.74	1.25	1.17
SNHG4	3.05402	-1.63633	1.2656	-1.26321	0.206515	0.289721	2	10	1	1	1.68	8.12	1.25	1.17
SNHG5	80.6744	-2.56496	0.325906	-7.84588	4.29914e-15	1.90625e-14	166	169	19	19	139.59	137.16	23.68	22.28
SNHG6	236.244	-0.480842	0.166314	-2.89106	0.0038394	0.0074737	329	338	144	183	276.65	274.31	179.44	214.57
SNHG7	258.463	-0.57633	0.160074	-3.60025	0.000317911	0.00070293	363	387	152	192	305.25	314.08	189.41	225.12
SNHG8	63.7799	0.306778	0.301151	1.0187	0.308345	0.408706	67	71	54	63	56.34	57.62	67.29	73.87
SNHG9	38.9221	-0.0590968	0.386955	-0.152721	0.878618	0.924242	53	43	32	31	44.57	34.9	39.88	36.35
SNIP1	88.8622	-0.30121	0.261513	-1.15174	0.249427	0.341019	111	127	58	74	93.34	103.07	72.27	86.77
SNN	1242.72	3.23438	0.0941284	34.3533	1.25566e-258	9.91087e-257	292	285	1766	1956	245.54	231.3	2200.62	2293.44
SNORA1	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORA10	1.43822	-0.333532	1.45443	-0.228866	0.818973	0.877272	3	1	1	1	2.52	0.81	1.25	1.17
SNORA12	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORA13	1.63378	-0.57583	1.41154	-0.405911	0.684808	0.76843	2	3	1	1	1.68	2.43	1.25	1.17
SNORA14B	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORA16A	1.64844	-0.582497	1.42157	-0.407861	0.683376	0.768363	4	1	1	1	3.36	0.81	1.25	1.17
SNORA16B	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
SNORA18	4.47687	0.205937	1.00944	0.204048	0.838316	0.890117	4	6	4	4	3.36	4.87	4.98	4.69
SNORA20	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
SNORA21	2.77887	-0.853181	1.22686	-0.691105	0.4895	0.598333	5	4	2	1	4.2	3.25	2.49	1.17
SNORA22	1.3293	0.812205	1.47743	0.548298	0.583487	0.684023	1	1	2	1	0.84	0.81	2.49	1.17
SNORA24	2.46734	-1.29642	1.29567	-0.983893	0.325168	0.42817	5	4	1	1	4.2	3.25	1.25	1.17
SNORA25	1.83667	-0.785869	1.38094	-0.564608	0.57234	0.680994	2	4	1	1	1.68	3.25	1.25	1.17
SNORA26	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
SNORA27	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
SNORA29	1.3293	0.812205	1.47743	0.548298	0.583487	0.684023	1	1	2	1	0.84	0.81	2.49	1.17
SNORA2A	1.73508	0.115548	1.38838	0.0832588	0.933646	0.966941	1	3	2	1	0.84	2.43	2.49	1.17
SNORA2B	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
SNORA3	1.64844	-0.582497	1.42157	-0.407861	0.683376	0.768363	4	1	1	1	3.36	0.81	1.25	1.17
SNORA30	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
SNORA31	1.43822	-0.333532	1.45443	-0.228866	0.818973	0.877272	3	1	1	1	2.52	0.81	1.25	1.17
SNORA33	4.21005	-1.61879	1.10865	-1.43524	0.151217	0.220098	9	7	1	2	7.57	5.68	1.25	2.35
SNORA34	1.64082	1.15663	1.42547	0.805703	0.420414	0.530343	1	1	3	1	0.84	0.81	3.74	1.17
SNORA36A	2.10738	0.993132	1.33524	0.740938	0.458731	0.566954	2	1	1	4	1.68	0.81	1.25	4.69
SNORA37	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORA39	1.3109	0.797366	1.47986	0.537134	0.591175	0.684023	1	1	1	2	0.84	0.81	1.25	2.35
SNORA4	3.95512	0.165768	1.06315	0.155933	0.876085	0.922037	3	6	3	4	2.52	4.87	3.74	4.69
SNORA40	2.0469	-0.977051	1.34729	-0.717301	0.473188	0.581347	3	4	1	1	2.52	3.25	1.25	1.17
SNORA41	1.43089	-0.328792	1.44811	-0.226546	0.820777	0.877272	2	2	1	1	1.68	1.62	1.25	1.17
SNORA44	4.99157	-0.406924	0.97506	-0.416825	0.676806	0.763686	6	8	3	4	5.05	6.49	3.74	4.69
SNORA45	2.24577	0.181193	1.28209	0.141387	0.887564	0.93149	3	2	2	2	2.52	1.62	2.49	2.35
SNORA46	1.3109	0.797366	1.47986	0.537134	0.591175	0.684023	1	1	1	2	0.84	0.81	1.25	2.35
SNORA47	1.64111	-0.581543	1.41079	-0.410189	0.681667	0.767304	3	2	1	1	2.52	1.62	1.25	1.17
SNORA48	4.53264	-1.26599	1.05925	-1.18461	0.236173	0.325212	8	8	3	1	6.73	6.49	3.74	1.17
SNORA49	1.3293	0.812205	1.47743	0.548298	0.583487	0.684023	1	1	2	1	0.84	0.81	2.49	1.17
SNORA51	1.83667	-0.785869	1.38094	-0.564608	0.57234	0.680994	2	4	1	1	1.68	3.25	1.25	1.17
SNORA52	3.80799	-1.42782	1.13416	-1.2416	0.214383	0.299325	7	7	2	1	5.89	5.68	2.49	1.17
SNORA53	1.43089	-0.328792	1.44811	-0.226546	0.820777	0.877272	2	2	1	1	1.68	1.62	1.25	1.17
SNORA54	1.51379	0.404292	1.42957	0.282722	0.77739	0.846161	1	2	1	2	0.84	1.62	1.25	2.35
SNORA55	1.3109	0.797366	1.47986	0.537134	0.591175	0.684023	1	1	1	2	0.84	0.81	1.25	2.35
SNORA56	2.26445	-1.14797	1.32166	-0.856643	0.391642	0.500576	5	3	1	1	4.2	2.43	1.25	1.17
SNORA57	5.34723	-0.221757	0.961989	-0.230461	0.817733	0.877272	7	7	6	2	5.89	5.68	7.48	2.35
SNORA5A	2.05394	0.445296	1.32626	0.335913	0.736936	0.815664	2	2	3	1	1.68	1.62	3.74	1.17
SNORA5B	1.71668	0.10202	1.39058	0.0733481	0.941529	0.972247	1	3	1	2	0.84	2.43	1.25	2.35
SNORA5C	1.53952	0.410545	1.42631	0.288027	0.773326	0.843911	2	1	2	1	1.68	0.81	2.49	1.17
SNORA6	2.76047	-0.86476	1.22841	-0.699141	0.484464	0.593283	5	4	1	2	4.2	3.25	1.25	2.35
SNORA60	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
SNORA61	6.56818	-0.705682	0.884156	-0.796498	0.425743	0.535012	10	10	5	3	8.41	8.12	6.23	3.52
SNORA62	5.3478	-1.58194	1.00765	-1.54983	0.121182	0.180468	11	9	2	2	9.25	7.3	2.49	2.35
SNORA63	4.06404	-0.29255	1.05553	-0.276879	0.781873	0.848516	5	6	2	4	4.2	4.87	2.49	4.69
SNORA64	7.62946	-1.85322	0.928758	-1.9693	0.0489192	0.0793233	8	22	1	4	6.73	17.85	1.25	4.69
SNORA65	2.03554	0.436252	1.31886	0.330822	0.740779	0.818441	2	2	2	2	1.68	1.62	2.49	2.35
SNORA66	2.66621	-0.220394	1.2278	-0.179385	0.857636	0.906309	5	2	2	2	4.2	1.62	2.49	2.35
SNORA67	10.4006	-1.23005	0.753739	-1.62546	0.104064	0.157116	15	21	3	7	12.61	17.04	3.74	8.21
SNORA68	1.844	-0.792981	1.37615	-0.571665	0.567549	0.67754	3	3	1	1	2.52	2.43	1.25	1.17
SNORA70	9.49848	-0.846481	0.757427	-1.11521	0.264761	0.359426	13	17	5	6	10.93	13.8	6.23	7.04
SNORA71A	2.03956	-0.968544	1.35483	-0.707238	0.479419	0.5879	2	5	1	1	1.68	4.06	1.25	1.17
SNORA71B	2.1298	-0.360441	1.31428	-0.273625	0.784373	0.850259	2	4	1	2	1.68	3.25	1.25	2.35
SNORA71C	1.63378	-0.57583	1.41154	-0.405911	0.684808	0.76843	2	3	1	1	1.68	2.43	1.25	1.17
SNORA72	1.94157	-0.161004	1.35669	-0.118591	0.9056	0.94591	4	1	1	2	3.36	0.81	1.25	2.35
SNORA74A	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
SNORA75	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
SNORA76	3.59777	-1.32761	1.15016	-1.14006	0.254261	0.34688	6	7	2	1	5.05	5.68	2.49	1.17
SNORA77	1.72402	0.0961277	1.38133	0.06959	0.94452	0.973697	2	2	1	2	1.68	1.62	1.25	2.35
SNORA78	1.72402	0.0961277	1.38133	0.06959	0.94452	0.973697	2	2	1	2	1.68	1.62	1.25	2.35
SNORA7B	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORA8	4.43979	0.944209	1.03234	0.913138	0.36117	0.46701	2	5	4	6	1.68	4.06	4.98	7.04
SNORA80B	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
SNORA81	1.93797	-0.131024	1.35661	-0.0965411	0.923091	0.958881	1	4	2	1	0.84	3.25	2.49	1.17
SNORA84	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORA9	2.65557	-1.41813	1.2827	-1.08455	0.27812	0.374675	3	7	1	1	2.52	5.68	1.25	1.17
SNORD10	4.72015	0.0820496	0.998931	0.0821602	0.934519	0.967583	7	4	5	3	5.89	3.25	6.23	3.52
SNORD100	1.43822	-0.333532	1.45443	-0.228866	0.818973	0.877272	3	1	1	1	2.52	0.81	1.25	1.17
SNORD101	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
SNORD104	16.2509	-0.618473	0.589486	-1.04841	0.294449	0.393734	21	27	11	10	17.66	21.91	13.71	11.73
SNORD110	2.45268	-1.28595	1.30132	-0.971927	0.331087	0.434131	3	6	1	1	2.52	4.87	1.25	1.17
SNORD114-1	2.20868	1.65887	1.33689	1.22002	0.222457	0.308537	1	1	2	4	0.84	0.81	2.49	4.69
SNORD114-14	1.60403	1.13211	1.42949	0.786066	0.431829	0.539985	1	1	1	3	0.84	0.81	1.25	3.52
SNORD114-26	1.3293	0.812205	1.47743	0.548298	0.583487	0.684023	1	1	2	1	0.84	0.81	2.49	1.17
SNORD115-33	1.3109	0.797366	1.47986	0.537134	0.591175	0.684023	1	1	1	2	0.84	0.81	1.25	2.35
SNORD115-7	1.3109	0.797366	1.47986	0.537134	0.591175	0.684023	1	1	1	2	0.84	0.81	1.25	2.35
SNORD116-12	1.60403	1.13211	1.42949	0.786066	0.431829	0.539985	1	1	1	3	0.84	0.81	1.25	3.52
SNORD116-2	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
SNORD116-20	1.3109	0.797366	1.47986	0.537134	0.591175	0.684023	1	1	1	2	0.84	0.81	1.25	2.35
SNORD116-21	1.60403	1.13211	1.42949	0.786066	0.431829	0.539985	1	1	1	3	0.84	0.81	1.25	3.52
SNORD116-22	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORD116-29	1.3109	0.797366	1.47986	0.537134	0.591175	0.684023	1	1	1	2	0.84	0.81	1.25	2.35
SNORD116-4	2.31027	0.688757	1.28835	0.533928	0.593392	0.686177	2	2	1	4	1.68	1.62	1.25	4.69
SNORD119	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORD12	1.844	-0.792981	1.37615	-0.571665	0.567549	0.67754	3	3	1	1	2.52	2.43	1.25	1.17
SNORD121B	1.3109	0.797366	1.47986	0.537134	0.591175	0.684023	1	1	1	2	0.84	0.81	1.25	2.35
SNORD124	1.43089	-0.328792	1.44811	-0.226546	0.820777	0.877272	2	2	1	1	1.68	1.62	1.25	1.17
SNORD125	1.42356	-0.320144	1.45616	-0.219346	0.826381	0.879594	1	3	1	1	0.84	2.43	1.25	1.17
SNORD12C	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORD15A	1.51379	0.404292	1.42957	0.282722	0.77739	0.846161	1	2	1	2	0.84	1.62	1.25	2.35
SNORD15B	2.05423	-0.981488	1.34675	-0.720861	0.470995	0.579813	4	3	1	1	3.36	2.43	1.25	1.17
SNORD16	2.26445	-1.14797	1.32166	-0.856643	0.391642	0.500576	5	3	1	1	4.2	2.43	1.25	1.17
SNORD17	7.91645	-1.34402	0.844437	-1.58194	0.113663	0.170338	15	13	4	3	12.61	10.55	4.98	3.52
SNORD19	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORD19B	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
SNORD1C	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORD2	2.43759	-0.0446817	1.26366	-0.0353463	0.971804	0.990472	4	2	1	3	3.36	1.62	1.25	3.52
SNORD21	2.43026	-0.0399027	1.25883	-0.0316839	0.974724	0.990472	3	3	1	3	2.52	2.43	1.25	3.52
SNORD22	6.19272	-2.77992	1.07866	-2.44143	0.0146291	0.0260143	15	12	1	1	12.61	9.74	1.25	1.17
SNORD23	2.26445	-1.14797	1.32166	-0.856643	0.391642	0.500576	5	3	1	1	4.2	2.43	1.25	1.17
SNORD24	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORD25	5.14462	-0.773516	0.982403	-0.785026	0.432438	0.540673	9	7	4	2	7.57	5.68	4.98	2.35
SNORD26	1.92691	-0.15089	1.3445	-0.112118	0.91073	0.949515	2	3	1	2	1.68	2.43	1.25	2.35
SNORD27	3.17359	-1.12178	1.18645	-0.936063	0.349241	0.454209	6	5	1	2	5.05	4.06	1.25	2.35
SNORD28	4.22471	-1.61784	1.11838	-1.42231	0.154938	0.224893	11	5	1	2	9.25	4.06	1.25	2.35
SNORD29	2.64049	-0.226415	1.23051	-0.183794	0.854175	0.903075	4	3	1	3	3.36	2.43	1.25	3.52
SNORD30	2.44866	-0.029442	1.24755	-0.0235984	0.981173	0.990472	3	3	2	2	2.52	2.43	2.49	2.35
SNORD31	2.0469	-0.977051	1.34729	-0.717301	0.473188	0.581347	3	4	1	1	2.52	3.25	1.25	1.17
SNORD32A	3.40954	-1.22537	1.17353	-1.03301	0.3016	0.401472	8	4	2	1	6.73	3.25	2.49	1.17
SNORD33	3.89463	-0.978725	1.11417	-0.873241	0.382532	0.490728	4	9	3	1	3.36	7.3	3.74	1.17
SNORD34	2.6629	-1.42597	1.27594	-1.09598	0.273086	0.36844	4	6	1	1	3.36	4.87	1.25	1.17
SNORD35A	4.01822	-1.52134	1.12005	-1.33772	0.180989	0.257588	8	7	2	1	6.73	5.68	2.49	1.17
SNORD35B	3.56069	-0.39177	1.10887	-0.352746	0.724279	0.804651	4	6	2	3	3.36	4.87	2.49	3.52
SNORD36A	7.89403	-0.866893	0.825702	-1.04716	0.295026	0.394404	15	10	4	5	12.61	8.12	4.98	5.86
SNORD36B	1.844	-0.792981	1.37615	-0.571665	0.567549	0.67754	3	3	1	1	2.52	2.43	1.25	1.17
SNORD36C	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORD37	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
SNORD38A	2.04661	0.449622	1.33598	0.336633	0.736394	0.815491	1	3	3	1	0.84	2.43	3.74	1.17
SNORD38B	2.54996	0.461144	1.23544	0.373314	0.708915	0.790398	2	3	3	2	1.68	2.43	3.74	2.35
SNORD41	2.84338	-0.38775	1.20353	-0.321527	0.747811	0.824438	4	4	1	3	3.36	3.25	1.25	3.52
SNORD43	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
SNORD44	1.83667	-0.785869	1.38094	-0.564608	0.57234	0.680994	2	4	1	1	1.68	3.25	1.25	1.17
SNORD45B	1.3293	0.812205	1.47743	0.548298	0.583487	0.684023	1	1	2	1	0.84	0.81	2.49	1.17
SNORD46	1.63378	-0.57583	1.41154	-0.405911	0.684808	0.76843	2	3	1	1	1.68	2.43	1.25	1.17
SNORD47	2.44535	-1.27506	1.31236	-0.95602	0.339062	0.443092	2	7	1	1	1.68	5.68	1.25	1.17
SNORD48	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORD49A	1.844	-0.792981	1.37615	-0.571665	0.567549	0.67754	3	3	1	1	2.52	2.43	1.25	1.17
SNORD4A	3.16626	-1.11878	1.1867	-0.933363	0.350633	0.455676	5	6	1	2	4.2	4.87	1.25	2.35
SNORD4B	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
SNORD5	2.74179	0.235327	1.20266	0.195711	0.844836	0.895441	3	3	2	3	2.52	2.43	2.49	3.52
SNORD52	1.53952	0.410545	1.42631	0.288027	0.773326	0.843911	2	1	2	1	1.68	0.81	2.49	1.17
SNORD54	2.23843	0.186593	1.28263	0.145517	0.884302	0.928784	2	3	2	2	1.68	2.43	2.49	2.35
SNORD55	37.0767	-0.506217	0.426727	-1.18598	0.235631	0.324537	47	59	15	36	39.52	47.88	18.69	42.21
SNORD56	3.48511	-0.78436	1.1289	-0.691636	0.489166	0.598041	6	5	2	2	5.05	4.06	2.49	2.35
SNORD57	2.63689	-0.201247	1.25024	-0.160824	0.872232	0.918489	1	6	2	2	0.84	4.87	2.49	2.35
SNORD58A	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORD59A	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
SNORD59B	1.3109	0.797366	1.47986	0.537134	0.591175	0.684023	1	1	1	2	0.84	0.81	1.25	2.35
SNORD60	2.0469	-0.977051	1.34729	-0.717301	0.473188	0.581347	3	4	1	1	2.52	3.25	1.25	1.17
SNORD63	1.3293	0.812205	1.47743	0.548298	0.583487	0.684023	1	1	2	1	0.84	0.81	2.49	1.17
SNORD65	2.55758	-0.718435	1.25488	-0.569519	0.569004	0.678978	5	3	1	2	4.2	2.43	1.25	2.35
SNORD66	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
SNORD67	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORD68	3.69203	-1.96336	1.19269	-1.59446	0.110834	0.166544	6	9	1	1	5.05	7.3	1.25	1.17
SNORD7	1.3293	0.812205	1.47743	0.548298	0.583487	0.684023	1	1	2	1	0.84	0.81	2.49	1.17
SNORD71	1.81425	0.725117	1.37724	0.52564	0.599138	0.691302	2	1	1	3	1.68	0.81	1.25	3.52
SNORD73A	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORD74	1.42356	-0.320144	1.45616	-0.219346	0.826381	0.879594	1	3	1	1	0.84	2.43	1.25	1.17
SNORD75	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
SNORD76	5.77227	-2.67219	1.09145	-2.32634	0.0200004	0.0347694	13	12	1	1	10.93	9.74	1.25	1.17
SNORD78	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORD79	2.47468	-1.29684	1.30011	-0.98104	0.326573	0.429754	6	3	1	1	5.05	2.43	1.25	1.17
SNORD8	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORD80	5.74957	-1.01294	0.945226	-1.06665	0.286128	0.384265	11	8	3	3	9.25	6.49	3.74	3.52
SNORD81	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORD83A	1.83667	-0.785869	1.38094	-0.564608	0.57234	0.680994	2	4	1	1	1.68	3.25	1.25	1.17
SNORD83B	3.71374	-0.886277	1.12065	-0.786873	0.431356	0.539985	7	5	3	1	5.89	4.06	3.74	1.17
SNORD84	2.13684	1.02802	1.31923	0.776121	0.437677	0.546185	1	2	3	2	0.84	1.62	3.74	2.35
SNORD87	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
SNORD88B	3.14426	-1.09731	1.21553	-0.894194	0.371218	0.478376	2	9	1	2	1.68	7.3	1.25	2.35
SNORD88C	1.74974	0.102545	1.38686	0.074001	0.94101	0.972247	3	1	2	1	2.52	0.81	2.49	1.17
SNORD89	2.05423	-0.981488	1.34675	-0.720861	0.470995	0.579813	4	3	1	1	3.36	2.43	1.25	1.17
SNORD94	3.47376	0.112448	1.11203	0.101146	0.919434	0.956075	5	3	3	3	4.2	2.43	3.74	3.52
SNORD95	10.5348	1.47025	0.729661	2.01005	0.0444256	0.0725501	5	8	13	13	4.2	6.49	16.2	15.24
SNORD96A	2.0469	-0.977051	1.34729	-0.717301	0.473188	0.581347	3	4	1	1	2.52	3.25	1.25	1.17
SNORD97	1.3109	0.797366	1.47986	0.537134	0.591175	0.684023	1	1	1	2	0.84	0.81	1.25	2.35
SNORD98	1.53952	0.410545	1.42631	0.288027	0.773326	0.843911	2	1	2	1	1.68	0.81	2.49	1.17
SNORD99	2.55025	-0.715548	1.25202	-0.568491	0.569702	0.679284	4	4	1	2	3.36	3.25	1.25	2.35
SNPH	928.776	3.96427	0.119767	33.0762	6.53402e-240	4.53613e-238	125	145	1362	1531	105.11	117.68	1697.19	1795.12
SNRK	350.204	1.92384	0.143384	13.4153	4.91885e-41	4.59786e-40	178	175	429	490	149.68	142.02	534.58	574.53
SNRNP200	2341.58	-1.16303	0.0651588	-17.849	2.94475e-71	4.61029e-70	3864	3976	1132	1262	3249.22	3226.8	1410.59	1479.72
SNRNP25	325.311	0.313075	0.142863	2.19144	0.0284202	0.0481184	335	368	268	330	281.7	298.66	333.96	386.93
SNRNP27	59.7549	0.698269	0.317961	2.19602	0.0280907	0.0475858	58	52	52	71	48.77	42.2	64.8	83.25
SNRNP35	104.977	0.383782	0.244981	1.56659	0.117209	0.175101	123	97	92	105	103.43	78.72	114.64	123.11
